id,sucursal,fecha,periodo,producto,familia,unidad_venta,modificacion_original,cantidad,piezas_equivalentes,ventas_brutas,ingresos,precio_unitario,es_servicio_envio,n_guisados,n_extras,n_peticiones
64134,Principal,2025-12-01,2025-12,Bocoles,Bocol,PIEZA,Huevo Rojo,2.0,2.0,42.0,42.0,21.0,false,1,0,0
64135,Principal,2025-12-01,2025-12,Tacos de Maiz,Taco,PIEZA,Requesón Picosito,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64136,Principal,2025-12-01,2025-12,Tacos de Maiz,Taco,PIEZA,Chicharrón,3.0,3.0,62.0,62.0,20.67,false,1,0,0
64137,Principal,2025-12-01,2025-12,Tacos de Maiz,Taco,PIEZA,Huevo con Nopal,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64138,Principal,2025-12-01,2025-12,Encremadas,Encremada,ORDEN,Huevo Estrellado Medio (2 pzas.),1.0,1.0,175.0,175.0,175.0,false,0,1,0
64139,Principal,2025-12-01,2025-12,Entomatadas,Entomatada,ORDEN,Huevo Estrellado Cocido (2 pzas.),1.0,1.0,175.0,175.0,175.0,false,0,1,0
64140,Principal,2025-12-01,2025-12,Tacos de Harina,Taco,PIEZA,Barbacoa,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64141,Principal,2025-12-01,2025-12,Tacos de Harina,Taco,PIEZA,Deshebrada,3.0,3.0,60.0,60.0,20.0,false,1,0,0
64142,Principal,2025-12-01,2025-12,Tacos de Harina,Taco,PIEZA,Huevo Verde,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64143,Principal,2025-12-01,2025-12,Tacos de Harina,Taco,PIEZA,Asado,2.0,2.0,40.0,40.0,20.0,false,1,0,0
64144,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Asado,3.0,3.0,51.0,51.0,17.0,false,1,0,0
64145,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Papa con Chorizo,10.0,10.0,170.0,170.0,17.0,false,1,0,0
64146,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Requesón Picosito,4.0,4.0,68.0,68.0,17.0,false,1,0,0
64147,Principal,2025-12-01,2025-12,Jamaica Vaso,Bebida,ORDEN,,6.0,6.0,228.0,228.0,38.0,false,0,0,0
64148,Principal,2025-12-01,2025-12,Porción Frijol con Queso,Guarnicion,ORDEN,,1.0,1.0,5.0,5.0,5.0,false,0,0,0
64149,Principal,2025-12-01,2025-12,1/2 Enchiladas Rojas,Enchilada,ORDEN,,2.0,2.0,180.0,180.0,90.0,false,0,0,0
64150,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Papa con Huevo,4.0,4.0,68.0,68.0,17.0,false,1,0,0
64151,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Requeson,1.0,1.0,17.0,17.0,17.0,false,1,0,0
64152,Principal,2025-12-01,2025-12,Tacos de Maiz,Taco,PIEZA,Huevo Cascabel,5.0,5.0,100.0,100.0,20.0,false,1,0,0
64153,Principal,2025-12-01,2025-12,Empanadas (4 pzas.),Empanada,ORDEN,"Huevo Cascabel, Papa con Huevo, Chicharrón, Molida",1.0,4.0,137.0,137.0,137.0,false,4,0,0
64154,Principal,2025-12-01,2025-12,Refresco 600 ml.,Bebida,ORDEN,Escuis Piña,2.0,2.0,72.0,72.0,36.0,false,0,0,0
64155,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Huevo con Nopal,2.0,2.0,34.0,34.0,17.0,false,1,0,0
64156,Principal,2025-12-01,2025-12,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,,2.0,2.0,40.0,40.0,20.0,false,0,0,0
64157,Principal,2025-12-01,2025-12,1/2 Enchiladas Rojas,Enchilada,ORDEN,Sin Crema,2.0,2.0,180.0,180.0,90.0,false,0,0,1
64158,Principal,2025-12-01,2025-12,Servicio a Dom.,Servicio a domicilio,ORDEN,35,1.0,35.0,35.0,35.0,35.0,true,0,0,0
64159,Principal,2025-12-01,2025-12,Bocoles,Bocol,PIEZA,Pollo con Mole,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64160,Principal,2025-12-01,2025-12,Plátano Frito,Otros,ORDEN,"Crema, Queso, Lechera",1.0,1.0,38.0,38.0,38.0,false,1,0,0
64161,Principal,2025-12-01,2025-12,Porción Leche,Guarnicion,ORDEN,,1.0,1.0,15.0,15.0,15.0,false,0,0,0
64162,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Cochinita,5.0,5.0,85.0,85.0,17.0,false,1,0,0
64163,Principal,2025-12-01,2025-12,Tacos de Harina,Taco,PIEZA,Chicharrón,4.0,4.0,80.0,80.0,20.0,false,1,0,0
64164,Principal,2025-12-01,2025-12,Tacos de Harina,Taco,PIEZA,Bistec con Papas,2.0,2.0,40.0,40.0,20.0,false,1,0,0
64165,Principal,2025-12-01,2025-12,Quesadillas (4 pzas.),Quesadilla,ORDEN,,4.0,16.0,504.0,504.0,126.0,false,0,0,0
64166,Principal,2025-12-01,2025-12,Empanadas (4 pzas.),Empanada,ORDEN,"Papa, Papa con Chorizo, Deshebrada, Molida",1.0,4.0,137.0,137.0,137.0,false,4,0,0
64167,Principal,2025-12-01,2025-12,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,Sin Lechuga,1.0,2.0,82.0,82.0,82.0,false,0,0,1
64168,Principal,2025-12-01,2025-12,Enchiladas Mixtas,Enchilada,ORDEN,"Bistec (1 pza.), Salsa para Enmoladas, Salsa para Encremadas",1.0,1.0,242.0,242.0,242.0,false,0,1,0
64169,Principal,2025-12-01,2025-12,Pieza de Pan,Guarnicion,ORDEN,Pan Grande Pieza,2.0,2.0,50.0,50.0,25.0,false,0,0,0
64170,Principal,2025-12-01,2025-12,Bocoles,Bocol,PIEZA,Papa con Huevo,2.0,2.0,40.0,40.0,20.0,false,1,0,0
64171,Principal,2025-12-01,2025-12,Bocoles,Bocol,PIEZA,Cochinita,8.0,8.0,163.0,163.0,20.38,false,1,0,0
64172,Principal,2025-12-01,2025-12,Bisquet,Otros,ORDEN,Mantequilla,5.0,5.0,150.0,150.0,30.0,false,0,0,0
64173,Principal,2025-12-01,2025-12,Limón Vaso,Bebida,ORDEN,,10.0,10.0,380.0,380.0,38.0,false,0,0,0
64174,Principal,2025-12-01,2025-12,Tacos de Maiz,Taco,PIEZA,Frijoles con Queso,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64175,Principal,2025-12-01,2025-12,Tacos de Maiz,Taco,PIEZA,Papa con Huevo,3.0,3.0,64.0,64.0,21.33,false,1,0,0
64176,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Papa,3.0,3.0,53.0,53.0,17.67,false,1,0,0
64177,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Frijoles con Queso,4.0,4.0,70.0,70.0,17.5,false,1,0,0
64178,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Deshebrada,32.0,32.0,548.0,548.0,17.12,false,1,0,0
64179,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Chicharrón,13.0,13.0,225.0,225.0,17.31,false,1,0,0
64180,Principal,2025-12-01,2025-12,Tacos de Maiz,Taco,PIEZA,Barbacoa,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64181,Principal,2025-12-01,2025-12,Tacos de Maiz,Taco,PIEZA,Cochinita,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64182,Principal,2025-12-01,2025-12,1/2 Enchiladas Picositas,Enchilada,ORDEN,"Papa con Huevo, Huevo con Chorizo, Chicharrón, Relleno de Guisados",1.0,1.0,128.0,128.0,128.0,false,3,1,0
64183,Principal,2025-12-01,2025-12,Bocoles,Bocol,PIEZA,Chicharrón,13.0,13.0,261.0,261.0,20.08,false,1,0,0
64184,Principal,2025-12-01,2025-12,Bocoles,Bocol,PIEZA,Queso,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64185,Principal,2025-12-01,2025-12,Refresco 600 ml.,Bebida,ORDEN,Coca Cola,8.0,8.0,288.0,288.0,36.0,false,0,0,0
64186,Principal,2025-12-01,2025-12,Orden de Guisado Normal,Guarnicion,ORDEN,Huevo con Chorizo,1.0,1.0,115.0,115.0,115.0,false,1,0,0
64187,Principal,2025-12-01,2025-12,Huevos con Deshebrada,Huevos,ORDEN,,4.0,4.0,520.0,520.0,130.0,false,0,0,0
64188,Principal,2025-12-01,2025-12,Bocoles,Bocol,PIEZA,Huevo Verde,8.0,8.0,160.0,160.0,20.0,false,1,0,0
64189,Principal,2025-12-01,2025-12,Bocoles,Bocol,PIEZA,Huevo Cascabel,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64190,Principal,2025-12-01,2025-12,Café Negro,Bebida,ORDEN,Normal,6.0,6.0,210.0,210.0,35.0,false,0,0,0
64191,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Huevo Verde,13.0,13.0,223.0,223.0,17.15,false,1,0,0
64192,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Huevo Rojo,12.0,12.0,208.0,208.0,17.33,false,1,0,0
64193,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Huevo con Chorizo,7.0,7.0,121.0,121.0,17.29,false,1,0,0
64194,Principal,2025-12-01,2025-12,Gorditas,Gordita,PIEZA,Queso,1.0,1.0,17.0,17.0,17.0,false,1,0,0
64195,Principal,2025-12-01,2025-12,Horchata Vaso,Bebida,ORDEN,,1.0,1.0,39.0,39.0,39.0,false,0,0,0
64196,Principal,2025-12-01,2025-12,1/2 Enchiladas Rojas,Enchilada,ORDEN,"Sin Crema, Sin Verduras",1.0,1.0,90.0,90.0,90.0,false,0,0,2
64197,Principal,2025-12-01,2025-12,Huevos a la Mexicana,Huevos,ORDEN,,2.0,2.0,230.0,230.0,115.0,false,0,0,0
64198,Principal,2025-12-01,2025-12,Tacos de Maiz,Taco,PIEZA,Huevo Rojo,2.0,2.0,40.0,40.0,20.0,false,1,0,0
64199,Principal,2025-12-01,2025-12,Bocoles,Bocol,PIEZA,Frijoles con Queso,11.0,11.0,224.0,224.0,20.36,false,1,0,0
64200,Principal,2025-12-01,2025-12,Bocoles,Bocol,PIEZA,Huevo con Chorizo,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64201,Principal,2025-12-01,2025-12,Café con Leche,Bebida,ORDEN,Normal,32.0,32.0,1120.0,1120.0,35.0,false,0,0,0
64202,Principal,2025-12-01,2025-12,Huevo Revuelto 2 pzas.,Huevos,ORDEN,,1.0,1.0,35.0,35.0,35.0,false,0,0,0
64203,Principal,2025-12-01,2025-12,Bocoles,Bocol,PIEZA,Deshebrada,12.0,12.0,241.0,241.0,20.08,false,1,0,0
64204,Principal,2025-12-01,2025-12,Entomatadas,Entomatada,ORDEN,Huevo Revuelto (2 pzas.),1.0,1.0,184.0,184.0,184.0,false,0,1,0
64205,Principal,2025-11-30,2025-11,Empanadas (4 pzas.),Empanada,ORDEN,"Barbacoa, Deshebrada &times 2, Chicharrón, Sin Crema",1.0,4.0,137.0,137.0,137.0,false,3,0,1
64206,Principal,2025-11-30,2025-11,Empanadas (4 pzas.),Empanada,ORDEN,"Barbacoa, Deshebrada &times 2, Chicharrón",1.0,4.0,137.0,137.0,137.0,false,3,0,0
64207,Principal,2025-11-30,2025-11,Horchata 1 Litro,Bebida,ORDEN,,1.0,1.0,69.0,69.0,69.0,false,0,0,0
64208,Principal,2025-11-30,2025-11,Migada Guisado de Carne,Migada,PIEZA,"Deshebrada, Chicharrón",1.0,1.0,137.0,137.0,137.0,false,2,0,0
64209,Principal,2025-11-30,2025-11,Migada Guisado de Carne,Migada,PIEZA,"Barbacoa, Deshebrada",1.0,1.0,137.0,137.0,137.0,false,2,0,0
64210,Principal,2025-11-30,2025-11,1/2 Entomatadas,Entomatada,ORDEN,Bistec (1 pza.),1.0,1.0,192.0,192.0,192.0,false,0,1,0
64211,Principal,2025-11-30,2025-11,Refresco 600 ml.,Bebida,ORDEN,Escuis Hierro,1.0,1.0,36.0,36.0,36.0,false,0,0,0
64212,Principal,2025-11-30,2025-11,Gorditas,Gordita,PIEZA,Queso,3.0,3.0,51.0,51.0,17.0,false,1,0,0
64213,Principal,2025-11-30,2025-11,Entomatadas,Entomatada,ORDEN,Sin Verduras,1.0,1.0,189.0,189.0,189.0,false,0,0,1
64214,Principal,2025-11-30,2025-11,Enfrijoladas,Enfrijolada,ORDEN,Huevo Revuelto (p/relleno),1.0,1.0,237.0,237.0,237.0,false,0,1,0
64215,Principal,2025-11-30,2025-11,Jamaica 1 Litro,Bebida,ORDEN,,1.0,1.0,76.0,76.0,76.0,false,0,0,0
64216,Principal,2025-11-30,2025-11,Empanadas (4 pzas.),Empanada,ORDEN,"Papa con Chorizo, Deshebrada, Queso &times 2",1.0,4.0,137.0,137.0,137.0,false,2,1,0
64217,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,"Huevo Verde, Bocol delgado &times 2",2.0,2.0,44.0,44.0,22.0,false,1,0,0
64218,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,"Deshebrada, Bocol delgado &times 2",2.0,2.0,44.0,44.0,22.0,false,1,0,0
64219,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,"Cochinita, Bocol delgado",2.0,2.0,44.0,44.0,22.0,false,1,0,0
64220,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,"Chicharrón, Bocol delgado",1.0,1.0,22.0,22.0,22.0,false,1,0,0
64221,Principal,2025-11-30,2025-11,Limón 1 Litro,Bebida,ORDEN,,2.0,2.0,152.0,152.0,76.0,false,0,0,0
64222,Principal,2025-11-30,2025-11,1/2 Enchiladas Rojas,Enchilada,ORDEN,Huevo Revuelto (2 pzas.),1.0,1.0,125.0,125.0,125.0,false,0,1,0
64223,Principal,2025-11-30,2025-11,1/2 Enchiladas Picositas,Enchilada,ORDEN,Huevo Estrellado Cocido (2 pzas.),1.0,1.0,125.0,125.0,125.0,false,0,1,0
64224,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,Queso,2.0,2.0,40.0,40.0,20.0,false,1,0,0
64225,Principal,2025-11-30,2025-11,1/2 Encremadas,Encremada,ORDEN,Huevo Revuelto (p/relleno),1.0,1.0,125.0,125.0,125.0,false,0,1,0
64226,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,Huevo con Nopal,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64227,Principal,2025-11-30,2025-11,1/2 Enchiladas Picositas,Enchilada,ORDEN,Bistec (1 pza.),1.0,1.0,192.0,192.0,192.0,false,0,1,0
64228,Principal,2025-11-30,2025-11,1/2 Enchiladas Picositas,Enchilada,ORDEN,"Huevo Revuelto (p/relleno), Sin Crema, Sin Aguacate",1.0,1.0,125.0,125.0,125.0,false,0,1,2
64229,Principal,2025-11-30,2025-11,Empanadas (4 pzas.),Empanada,ORDEN,"Huevo Rojo, Chicharrón, Pollo con Mole, Queso",1.0,4.0,137.0,137.0,137.0,false,3,1,0
64230,Principal,2025-11-30,2025-11,Enchiladas Mixtas,Enchilada,ORDEN,"Deshebrada, Huevo Verde , Salsa para Enchiladas Picosas, Salsa para Enmoladas, Relleno de Guisados",1.0,1.0,178.0,178.0,178.0,false,2,1,0
64231,Principal,2025-11-30,2025-11,1/2 Encremadas,Encremada,ORDEN,,1.0,1.0,90.0,90.0,90.0,false,0,0,0
64232,Principal,2025-11-30,2025-11,Tacos de Harina,Taco,PIEZA,Papa con Chorizo,2.0,2.0,40.0,40.0,20.0,false,1,0,0
64233,Principal,2025-11-30,2025-11,Migada Guisado de Carne,Migada,PIEZA,"Huevo Cascabel, Deshebrada, Sin Crema, Sin Aguacate",1.0,1.0,137.0,137.0,137.0,false,2,0,2
64234,Principal,2025-11-30,2025-11,Tacos de Harina,Taco,PIEZA,Papa con Huevo,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64235,Principal,2025-11-30,2025-11,Enfrijoladas,Enfrijolada,ORDEN,,1.0,1.0,140.0,140.0,140.0,false,0,0,0
64236,Principal,2025-11-30,2025-11,Huevos a la Mexicana,Huevos,ORDEN,,1.0,1.0,115.0,115.0,115.0,false,0,0,0
64237,Principal,2025-11-30,2025-11,Tacos de Maiz,Taco,PIEZA,Asado,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64238,Principal,2025-11-30,2025-11,Migada Guisado de Carne,Migada,PIEZA,"Deshebrada, Verdura Aparte",1.0,1.0,137.0,137.0,137.0,false,1,0,1
64239,Principal,2025-11-30,2025-11,Entomatadas,Entomatada,ORDEN,"Sin Crema, Sin Aguacate",1.0,1.0,140.0,140.0,140.0,false,0,0,2
64240,Principal,2025-11-30,2025-11,Quesadillas (4 pzas.),Quesadilla,ORDEN,Sin Crema,1.0,4.0,126.0,126.0,126.0,false,0,0,1
64241,Principal,2025-11-30,2025-11,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,"Huevo Revuelto (2 pzas.), Salsa para Entomatadas, Salsa para Enmoladas",1.0,4.0,148.0,148.0,148.0,false,0,1,0
64242,Principal,2025-11-30,2025-11,1/2 Enmoladas,Enmolada,ORDEN,Bistec (1 pza.),1.0,1.0,192.0,192.0,192.0,false,0,1,0
64243,Principal,2025-11-30,2025-11,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,,1.0,2.0,82.0,82.0,82.0,false,0,0,0
64244,Principal,2025-11-30,2025-11,Empanadas (4 pzas.),Empanada,ORDEN,"Barbacoa, Cochinita, Chicharrón &times 2",1.0,4.0,137.0,137.0,137.0,false,3,0,0
64245,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,Bistec con Papas,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64246,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,Molida,2.0,2.0,40.0,40.0,20.0,false,1,0,0
64247,Principal,2025-11-30,2025-11,Migada Guisado Normal,Migada,PIEZA,"Huevo Rojo, Papa con Huevo",1.0,1.0,126.0,126.0,126.0,false,2,0,0
64248,Principal,2025-11-30,2025-11,Enchiladas Rojas,Enchilada,ORDEN,"Huevo Estrellado Tierno (2 pzas.), Sin Tomate",1.0,1.0,175.0,175.0,175.0,false,0,1,1
64249,Principal,2025-11-30,2025-11,Enmoladas,Enmolada,ORDEN,,1.0,1.0,140.0,140.0,140.0,false,0,0,0
64250,Principal,2025-11-30,2025-11,Empanadas (4 pzas.),Empanada,ORDEN,Molida &times 4,3.0,12.0,411.0,411.0,137.0,false,1,0,0
64251,Principal,2025-11-30,2025-11,1/2 Empanadas (2 pzas.),Empanada,ORDEN,Huevo Rojo &times 2,1.0,2.0,89.0,89.0,89.0,false,1,0,0
64252,Principal,2025-11-30,2025-11,Tacos de Harina,Taco,PIEZA,Huevo Rojo,3.0,3.0,60.0,60.0,20.0,false,1,0,0
64253,Principal,2025-11-30,2025-11,Tacos de Harina,Taco,PIEZA,Frijoles,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64254,Principal,2025-11-30,2025-11,Tacos de Harina,Taco,PIEZA,Deshebrada,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64255,Principal,2025-11-30,2025-11,Tacos de Maiz,Taco,PIEZA,Papa con Huevo,7.0,7.0,140.0,140.0,20.0,false,1,0,0
64256,Principal,2025-11-30,2025-11,Tacos de Maiz,Taco,PIEZA,Bistec con Papas,3.0,3.0,60.0,60.0,20.0,false,1,0,0
64257,Principal,2025-11-30,2025-11,Tacos de Harina,Taco,PIEZA,Pollo con Mole,2.0,2.0,40.0,40.0,20.0,false,1,0,0
64258,Principal,2025-11-30,2025-11,Tacos de Harina,Taco,PIEZA,Frijoles con Queso,3.0,3.0,60.0,60.0,20.0,false,1,0,0
64259,Principal,2025-11-30,2025-11,Migada Guisado de Carne,Migada,PIEZA,"Asado, Chicharrón, Sin Queso",1.0,1.0,137.0,137.0,137.0,false,2,0,1
64260,Principal,2025-11-30,2025-11,1/2 Enchiladas Picositas,Enchilada,ORDEN,Huevo Estrellado Tierno (2 pzas.),1.0,1.0,125.0,125.0,125.0,false,0,1,0
64261,Principal,2025-11-30,2025-11,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,Sin Frijoles,1.0,2.0,82.0,82.0,82.0,false,0,0,1
64262,Principal,2025-11-30,2025-11,1/2 Empanadas (2 pzas.),Empanada,ORDEN,"Huevo Cascabel, Bistec con Papas",1.0,2.0,89.0,89.0,89.0,false,2,0,0
64263,Principal,2025-11-30,2025-11,Refresco 600 ml.,Bebida,ORDEN,Coca Sin Azúcar,4.0,4.0,144.0,144.0,36.0,false,0,0,0
64264,Principal,2025-11-30,2025-11,Enchiladas Mixtas,Enchilada,ORDEN,"Salsa para Enmoladas, Salsa para Encremadas",1.0,1.0,140.0,140.0,140.0,false,0,0,0
64265,Principal,2025-11-30,2025-11,Tacos de Harina,Taco,PIEZA,Huevo Verde,3.0,3.0,60.0,60.0,20.0,false,1,0,0
64266,Principal,2025-11-30,2025-11,Empanadas (4 pzas.),Empanada,ORDEN,"Huevo Verde , Deshebrada, Chicharrón, Frijoles con Queso",1.0,4.0,137.0,137.0,137.0,false,4,0,0
64267,Principal,2025-11-30,2025-11,Tacos de Maiz,Taco,PIEZA,Molida,3.0,3.0,60.0,60.0,20.0,false,1,0,0
64268,Principal,2025-11-30,2025-11,Gorditas,Gordita,PIEZA,Pollo con Mole,4.0,4.0,74.0,74.0,18.5,false,1,0,0
64269,Principal,2025-11-30,2025-11,1/2 Enchiladas Rojas,Enchilada,ORDEN,Sin Verduras,1.0,1.0,90.0,90.0,90.0,false,0,0,1
64270,Principal,2025-11-30,2025-11,Café con Leche,Bebida,ORDEN,Lechero,2.0,2.0,70.0,70.0,35.0,false,0,0,0
64271,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,Nopal,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64272,Principal,2025-11-30,2025-11,Gorditas,Gordita,PIEZA,Nopal,3.0,3.0,51.0,51.0,17.0,false,1,0,0
64273,Principal,2025-11-30,2025-11,Empanadas (4 pzas.),Empanada,ORDEN,Deshebrada &times 4,2.0,8.0,274.0,274.0,137.0,false,1,0,0
64274,Principal,2025-11-30,2025-11,Migada Guisado de Carne,Migada,PIEZA,"Deshebrada, Sin Tomate, Escurrida",1.0,1.0,137.0,137.0,137.0,false,1,0,2
64275,Principal,2025-11-30,2025-11,Migada Guisado de Carne,Migada,PIEZA,"Deshebrada &times 2, Sin Tomate, Sin Crema, Escurrida",1.0,1.0,137.0,137.0,137.0,false,1,0,3
64276,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,Requesón Picosito,2.0,2.0,40.0,40.0,20.0,false,1,0,0
64277,Principal,2025-11-30,2025-11,Quesadillas (4 pzas.),Quesadilla,ORDEN,Sin Verduras,1.0,4.0,126.0,126.0,126.0,false,0,0,1
64278,Principal,2025-11-30,2025-11,Café con Leche,Bebida,ORDEN,Poca leche,3.0,3.0,105.0,105.0,35.0,false,0,0,0
64279,Principal,2025-11-30,2025-11,Pieza Huevo Estrellado Medio,Huevos,ORDEN,,1.0,1.0,20.0,20.0,20.0,false,0,0,0
64280,Principal,2025-11-30,2025-11,1/2 Enmoladas,Enmolada,ORDEN,,3.0,3.0,270.0,270.0,90.0,false,0,0,0
64281,Principal,2025-11-30,2025-11,Migada Guisado de Carne,Migada,PIEZA,"Cochinita, Chicharrón",1.0,1.0,185.0,185.0,185.0,false,2,0,0
64282,Principal,2025-11-30,2025-11,Migada Guisado de Carne,Migada,PIEZA,"Huevo Verde , Papa con Chorizo",1.0,1.0,185.0,185.0,185.0,false,2,0,0
64283,Principal,2025-11-30,2025-11,Tacos de Maiz,Taco,PIEZA,Requeson,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64284,Principal,2025-11-30,2025-11,Tacos de Maiz,Taco,PIEZA,Nopal,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64285,Principal,2025-11-30,2025-11,1/2 Enchiladas Rojas,Enchilada,ORDEN,Huevo Estrellado Ciego (2 pzas.),1.0,1.0,125.0,125.0,125.0,false,0,1,0
64286,Principal,2025-11-30,2025-11,Huevo Estrellado 2 pzas.,Huevos,ORDEN,,1.0,1.0,35.0,35.0,35.0,false,0,0,0
64287,Principal,2025-11-30,2025-11,1/2 Enfrijoladas,Enfrijolada,ORDEN,"Huevo Revuelto (2 pzas.), Sin Aguacate",1.0,1.0,125.0,125.0,125.0,false,0,1,1
64288,Principal,2025-11-30,2025-11,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,"Sin Frijoles, Sin Verduras",1.0,2.0,82.0,82.0,82.0,false,0,0,2
64289,Principal,2025-11-30,2025-11,Ciel 600 ml.,Bebida,ORDEN,,3.0,3.0,96.0,96.0,32.0,false,0,0,0
64290,Principal,2025-11-30,2025-11,Pieza de Pan,Guarnicion,ORDEN,Pan Grande Pieza,5.0,5.0,125.0,125.0,25.0,false,0,0,0
64291,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,Papa,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64292,Principal,2025-11-30,2025-11,Enchiladas Mixtas,Enchilada,ORDEN,"Huevo Estrellado Tierno (2 pzas.), Salsa para Enfrijoladas, Salsa para Encremadas",1.0,1.0,175.0,175.0,175.0,false,0,1,0
64293,Principal,2025-11-30,2025-11,Gorditas de Azúcar,Gordita,PIEZA,,1.0,1.0,38.0,38.0,38.0,false,0,0,0
64294,Principal,2025-11-30,2025-11,Plátano Frito,Otros,ORDEN,"Crema, Queso, Lechera",1.0,1.0,38.0,38.0,38.0,false,1,0,0
64295,Principal,2025-11-30,2025-11,Tacos de Harina,Taco,PIEZA,Bistec con Papas,1.0,1.0,22.0,22.0,22.0,false,1,0,0
64296,Principal,2025-11-30,2025-11,Tacos de Maiz,Taco,PIEZA,Deshebrada,8.0,8.0,160.0,160.0,20.0,false,1,0,0
64297,Principal,2025-11-30,2025-11,Tacos de Maiz,Taco,PIEZA,Pollo con Mole,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64298,Principal,2025-11-30,2025-11,Tacos de Maiz,Taco,PIEZA,Requesón Picosito,1.0,1.0,20.0,20.0,20.0,false,1,0,0
64299,Principal,2025-11-30,2025-11,Tacos de Maiz,Taco,PIEZA,Chicharrón,6.0,6.0,120.0,120.0,20.0,false,1,0,0
64300,Principal,2025-11-30,2025-11,Tacos de Maiz,Taco,PIEZA,Huevo con Nopal,2.0,2.0,40.0,40.0,20.0,false,1,0,0
64301,Principal,2025-11-30,2025-11,Limón Vaso,Bebida,ORDEN,,19.0,19.0,722.0,722.0,38.0,false,0,0,0
64302,Principal,2025-11-30,2025-11,Jamaica Vaso,Bebida,ORDEN,,18.0,18.0,684.0,684.0,38.0,false,0,0,0
64303,Principal,2025-11-30,2025-11,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,"Huevo Revuelto (p/relleno), Salsa para Enmoladas",1.0,4.0,148.0,148.0,148.0,false,0,1,0
64304,Principal,2025-11-30,2025-11,Bocoles,Bocol,PIEZA,Asado,7.0,7.0,140.0,140.0,20.0,false,1,0,0
64305,Principal,2025-11-30,2025-11,1/2 Empanadas (2 pzas.),Empanada,ORDEN,"Deshebrada, Chicharrón",1.0,2.0,89.0,89.0,89.0,false,2,0,0
64306,Principal,2025-11-30,2025-11,Servicio a Dom.,Servicio a domicilio,ORDEN,35,2.0,70.0,70.0,70.0,35.0,true,0,0,0
64307,Principal,2025-11-30,2025-11,Gorditas,Gordita,PIEZA,Huevo con Nopal,2.0,2.0,38.0,38.0,19.0,false,1,0,0
64308,Principal,2025-11-30,2025-11,Zanahorias p/llevar,Otros,ORDEN,,4.0,4.0,4.0,4.0,1.0,false,0,0,0
