id,sucursal,fecha,periodo,producto,familia,unidad_venta,modificacion_original,cantidad,piezas_equivalentes,ventas_brutas,ingresos,precio_unitario,es_servicio_envio,n_guisados,n_extras,n_peticiones
1,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Deshebrada, Nopal",1.0,1.0,120.0,102.0,120.0,false,2,0,0
2,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Huevo con Nopal,1.0,1.0,17.0,17.0,17.0,false,1,0,0
3,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Huevo con Nopal,2.0,2.0,34.0,34.0,17.0,false,1,0,0
4,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Huevo con Nopal,1.0,1.0,17.0,17.0,17.0,false,1,0,0
5,Principal,2023-12-31,2023-12,Gorditas Surtidas,Gordita,PIEZA,5,2.0,10.0,150.0,150.0,75.0,false,0,0,0
6,Principal,2023-12-31,2023-12,Bocoles Surtidos,Bocol,PIEZA,5,2.0,10.0,170.0,170.0,85.0,false,0,0,0
7,Principal,2023-12-31,2023-12,1/2 Enchiladas Rojas,Enchilada,ORDEN,Bistec (1 pza.),1.0,1.0,140.0,140.0,140.0,false,0,1,0
8,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Barbacoa, Chicharrón",1.0,1.0,102.0,102.0,102.0,false,2,0,0
9,Principal,2023-12-31,2023-12,Refresco 600 ml.,Bebida,ORDEN,Fresca,2.0,2.0,60.0,60.0,30.0,false,0,0,0
10,Principal,2023-12-31,2023-12,1/2 Enmoladas,Enmolada,ORDEN,Huevo Estrellado Medio (2 pzas.),2.0,2.0,188.0,188.0,94.0,false,0,1,0
11,Principal,2023-12-31,2023-12,Enchiladas Picositas,Enchilada,ORDEN,Bistec (1 pza.),1.0,1.0,239.0,239.0,239.0,false,0,1,0
12,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Pollo con Mole,2.0,2.0,34.0,34.0,17.0,false,1,0,0
13,Principal,2023-12-31,2023-12,Empanadas (4 pzas.),Empanada,ORDEN,Deshebrada &times 4,2.0,8.0,240.0,240.0,120.0,false,1,0,0
14,Principal,2023-12-31,2023-12,1/2 Entomatadas,Entomatada,ORDEN,Huevo Estrellado Cocido (2 pzas.),1.0,1.0,94.0,94.0,94.0,false,0,1,0
15,Principal,2023-12-31,2023-12,1/2 Enchiladas Picositas,Enchilada,ORDEN,Huevo Estrellado Cocido (2 pzas.),1.0,1.0,94.0,94.0,94.0,false,0,1,0
16,Principal,2023-12-31,2023-12,Refresco 600 ml.,Bebida,ORDEN,Escuis Fresa,2.0,2.0,60.0,60.0,30.0,false,0,0,0
17,Principal,2023-12-31,2023-12,Empanadas (4 pzas.),Empanada,ORDEN,Pollo con Mole &times 4,1.0,4.0,102.0,102.0,102.0,false,1,0,0
18,Principal,2023-12-31,2023-12,Ciel 600 ml.,Bebida,ORDEN,,1.0,1.0,28.0,28.0,28.0,false,0,0,0
19,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Asado,2.0,2.0,38.0,38.0,19.0,false,1,0,0
20,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,"Cochinita, Frijoles",2.0,2.0,42.0,42.0,21.0,false,1,1,0
21,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,"Papa con Chorizo, Frijoles",1.0,1.0,21.0,21.0,21.0,false,1,1,0
22,Principal,2023-12-31,2023-12,1/2 Enchiladas Rojas,Enchilada,ORDEN,Sin Verduras,1.0,1.0,66.0,66.0,66.0,false,0,0,1
23,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,Deshebrada,1.0,1.0,102.0,102.0,102.0,false,1,0,0
24,Principal,2023-12-31,2023-12,Plátano Frito,Otros,ORDEN,Lechera,4.0,4.0,120.0,120.0,30.0,false,0,0,0
25,Principal,2023-12-31,2023-12,Entomatadas,Entomatada,ORDEN,"Bistec (1 pza.), Sin Crema",1.0,1.0,176.0,176.0,176.0,false,0,1,1
26,Principal,2023-12-31,2023-12,Refresco 600 ml.,Bebida,ORDEN,Escuis Hierro,1.0,1.0,30.0,30.0,30.0,false,0,0,0
27,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Huevo Verde , Nopal",1.0,1.0,120.0,102.0,120.0,false,2,0,0
28,Principal,2023-12-31,2023-12,1/2 Encremadas,Encremada,ORDEN,,1.0,1.0,89.0,89.0,89.0,false,0,0,0
29,Principal,2023-12-31,2023-12,1/2 Enmoladas,Enmolada,ORDEN,,2.0,2.0,155.0,155.0,77.5,false,0,0,0
30,Principal,2023-12-31,2023-12,1/2 Enchiladas Picositas,Enchilada,ORDEN,,2.0,2.0,155.0,155.0,77.5,false,0,0,0
31,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Deshebrada, Chicharrón, Sin Tomate",1.0,1.0,120.0,120.0,120.0,false,2,0,1
32,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Deshebrada &times 2, Sin Tomate",1.0,1.0,102.0,102.0,102.0,false,1,0,1
33,Principal,2023-12-31,2023-12,Enchiladas Picositas,Enchilada,ORDEN,"Deshebrada, Huevo Rojo, Huevo Verde , Barbacoa, Asado, Pollo con Mole",1.0,1.0,102.0,102.0,102.0,false,6,0,0
34,Principal,2023-12-31,2023-12,1/2 Encremadas,Encremada,ORDEN,Molida &times 3,1.0,1.0,66.0,66.0,66.0,false,1,0,0
35,Principal,2023-12-31,2023-12,Enchiladas Mixtas,Enchilada,ORDEN,"Molida &times 6, Salsa para Enchiladas Picosas, Salsa para Encremadas",1.0,1.0,102.0,102.0,102.0,false,1,0,0
36,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Barbacoa,6.0,6.0,90.0,90.0,15.0,false,1,0,0
37,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Asado,6.0,6.0,92.0,92.0,15.33,false,1,0,0
38,Principal,2023-12-31,2023-12,Jugo Naranja Vaso,Bebida,ORDEN,,5.0,5.0,195.0,195.0,39.0,false,0,0,0
39,Principal,2023-12-31,2023-12,Refresco 600 ml.,Bebida,ORDEN,Coca Light,2.0,2.0,60.0,60.0,30.0,false,0,0,0
40,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Papa,2.0,2.0,34.0,34.0,17.0,false,1,0,0
41,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Queso,2.0,2.0,34.0,34.0,17.0,false,1,0,0
42,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Molida,4.0,4.0,68.0,68.0,17.0,false,1,0,0
43,Principal,2023-12-31,2023-12,Entomatadas,Entomatada,ORDEN,Huevo Verde &times 6,1.0,1.0,102.0,102.0,102.0,false,1,0,0
44,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Huevo Verde , Papa con Huevo",1.0,1.0,120.0,120.0,120.0,false,2,0,0
45,Principal,2023-12-31,2023-12,Enchiladas Mixtas,Enchilada,ORDEN,"Bistec (1 pza.), Salsa para Entomatadas, Salsa para Enchiladas Picosas",1.0,1.0,176.0,176.0,176.0,false,0,1,0
46,Principal,2023-12-31,2023-12,Entomatadas,Entomatada,ORDEN,"Bistec (1 pza.), Huevo Revuelto (p/relleno)",1.0,1.0,204.0,204.0,204.0,false,0,2,0
47,Principal,2023-12-31,2023-12,1/2 Entomatadas,Entomatada,ORDEN,Bistec (1 pza.),3.0,3.0,420.0,420.0,140.0,false,0,1,0
48,Principal,2023-12-31,2023-12,Enchiladas Rojas,Enchilada,ORDEN,Huevo Revuelto (2 pzas.),1.0,1.0,130.0,130.0,130.0,false,0,1,0
49,Principal,2023-12-31,2023-12,Entomatadas,Entomatada,ORDEN,"Bistec (1 pza.), Sin Tomate",1.0,1.0,176.0,176.0,176.0,false,0,1,1
50,Principal,2023-12-31,2023-12,Enmoladas,Enmolada,ORDEN,"Bistec (1 pza.), Sin Tomate",1.0,1.0,176.0,176.0,176.0,false,0,1,1
51,Principal,2023-12-31,2023-12,1/2 Enchiladas Rojas,Enchilada,ORDEN,"Huevo Verde , Queso &times 2",1.0,1.0,66.0,66.0,66.0,false,1,1,0
52,Principal,2023-12-31,2023-12,Migada Guisado Normal,Migada,PIEZA,"Huevo Verde , Huevo Cascabel",1.0,1.0,93.0,93.0,93.0,false,2,0,0
53,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Huevo Cascabel,4.0,4.0,68.0,68.0,17.0,false,1,0,0
54,Principal,2023-12-31,2023-12,Refresco 600 ml.,Bebida,ORDEN,Escuis Piña,1.0,1.0,30.0,30.0,30.0,false,0,0,0
55,Principal,2023-12-31,2023-12,1/2 Enchiladas Rojas,Enchilada,ORDEN,Sin Frijoles,2.0,2.0,132.0,132.0,66.0,false,0,0,1
56,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Bistec con Papas,4.0,4.0,70.0,70.0,17.5,false,1,0,0
57,Principal,2023-12-31,2023-12,1/2 Entomatadas,Entomatada,ORDEN,Huevo Revuelto (2 pzas.),1.0,1.0,126.0,126.0,126.0,false,0,1,0
58,Principal,2023-12-31,2023-12,Plátano Frito,Otros,ORDEN,"Crema, Queso",1.0,1.0,40.0,40.0,40.0,false,1,0,0
59,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Nopal,4.0,4.0,70.0,70.0,17.5,false,1,0,0
60,Principal,2023-12-31,2023-12,Entomatadas,Entomatada,ORDEN,,2.0,2.0,204.0,204.0,102.0,false,0,0,0
61,Principal,2023-12-31,2023-12,1/2 Enchiladas Picositas,Enchilada,ORDEN,Huevo Revuelto (2 pzas.),1.0,1.0,94.0,94.0,94.0,false,0,1,0
62,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Huevo Verde , Molida",3.0,3.0,306.0,306.0,102.0,false,2,0,0
63,Principal,2023-12-31,2023-12,Orden Huevos Revueltos,Huevos,ORDEN,,2.0,2.0,166.0,166.0,83.0,false,0,0,0
64,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Barbacoa, Deshebrada",2.0,2.0,204.0,204.0,102.0,false,2,0,0
65,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Barbacoa,8.0,8.0,136.0,136.0,17.0,false,1,0,0
66,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Deshebrada, Chicharrón",2.0,2.0,204.0,204.0,102.0,false,2,0,0
67,Principal,2023-12-31,2023-12,Fuze Tea,Bebida,ORDEN,,1.0,1.0,33.0,33.0,33.0,false,0,0,0
68,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Barbacoa,5.0,5.0,85.0,85.0,17.0,false,1,0,0
69,Principal,2023-12-31,2023-12,Enchiladas Rojas,Enchilada,ORDEN,,1.0,1.0,102.0,102.0,102.0,false,0,0,0
70,Principal,2023-12-31,2023-12,Refresco 600 ml.,Bebida,ORDEN,Delaware,1.0,1.0,30.0,30.0,30.0,false,0,0,0
71,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Frijoles,6.0,6.0,90.0,90.0,15.0,false,1,0,0
72,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Papa con Chorizo, Bistec con Papas",1.0,1.0,102.0,102.0,102.0,false,2,0,0
73,Principal,2023-12-31,2023-12,Entomatadas,Entomatada,ORDEN,Bistec (1 pza.),6.0,6.0,1150.0,1150.0,191.67,false,0,1,0
74,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Barbacoa, Papa con Chorizo, Poca Lechuga",1.0,1.0,102.0,102.0,102.0,false,2,0,1
75,Principal,2023-12-31,2023-12,Migada Guisado Normal,Migada,PIEZA,"Huevo Rojo, Huevo Verde",1.0,1.0,93.0,93.0,93.0,false,2,0,0
76,Principal,2023-12-31,2023-12,Pieza de Pan,Guarnicion,ORDEN,Pan Chico Pieza,1.0,1.0,20.0,20.0,20.0,false,0,0,0
77,Principal,2023-12-31,2023-12,Refresco 355 ml.,Bebida,ORDEN,Coca Cola,3.0,3.0,87.0,87.0,29.0,false,0,0,0
78,Principal,2023-12-31,2023-12,Huevo Estrellado 2 pzas.,Huevos,ORDEN,,2.0,2.0,56.0,56.0,28.0,false,0,0,0
79,Principal,2023-12-31,2023-12,Empanadas (4 pzas.),Empanada,ORDEN,Chicharrón &times 4,2.0,8.0,204.0,204.0,102.0,false,1,0,0
80,Principal,2023-12-31,2023-12,Empanadas (4 pzas.),Empanada,ORDEN,"Molida &times 2, Queso &times 2",1.0,4.0,102.0,102.0,102.0,false,1,1,0
81,Principal,2023-12-31,2023-12,1/2 Entomatadas,Entomatada,ORDEN,Huevo Revuelto (2 pzas.),1.0,1.0,94.0,94.0,94.0,false,0,1,0
82,Principal,2023-12-31,2023-12,Migada Guisado Normal,Migada,PIEZA,Papa con Huevo,1.0,1.0,93.0,93.0,93.0,false,1,0,0
83,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Frijoles,1.0,1.0,17.0,17.0,17.0,false,1,0,0
84,Principal,2023-12-31,2023-12,1/2 Entomatadas,Entomatada,ORDEN,Huevo Estrellado Tierno (2 pzas.),1.0,1.0,94.0,94.0,94.0,false,0,1,0
85,Principal,2023-12-31,2023-12,Quesadillas (4 pzas.),Quesadilla,ORDEN,Sin Verduras,1.0,4.0,93.0,93.0,93.0,false,0,0,1
86,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Papa con Chorizo,2.0,2.0,34.0,34.0,17.0,false,1,0,0
87,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Huevo Verde,3.0,3.0,51.0,51.0,17.0,false,1,0,0
88,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Chicharrón,1.0,1.0,17.0,17.0,17.0,false,1,0,0
89,Principal,2023-12-31,2023-12,Enchiladas Mixtas,Enchilada,ORDEN,"Salsa para Enchiladas Rojas, Salsa para Enmoladas, Huevo Estrellado Medio (2 pzas.)",1.0,1.0,130.0,130.0,130.0,false,0,1,0
90,Principal,2023-12-31,2023-12,Refresco 600 ml.,Bebida,ORDEN,Coca Sin Azúcar,7.0,7.0,210.0,210.0,30.0,false,0,0,0
91,Principal,2023-12-31,2023-12,Servicio a Dom.,Servicio a domicilio,ORDEN,15,1.0,15.0,15.0,15.0,15.0,true,0,0,0
92,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Queso,2.0,2.0,38.0,38.0,19.0,false,1,0,0
93,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Huevo Rojo,9.0,9.0,163.0,163.0,18.11,false,1,0,0
94,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Nopal,6.0,6.0,90.0,90.0,15.0,false,1,0,0
95,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Cochinita,12.0,12.0,180.0,180.0,15.0,false,1,0,0
96,Principal,2023-12-31,2023-12,1/2 Entomatadas,Entomatada,ORDEN,,1.0,1.0,66.0,66.0,66.0,false,0,0,0
97,Principal,2023-12-31,2023-12,Encremadas,Encremada,ORDEN,Bistec (1 pza.),1.0,1.0,176.0,176.0,176.0,false,0,1,0
98,Principal,2023-12-31,2023-12,1/2 Empanadas (2 pzas.),Empanada,ORDEN,"Barbacoa, Chicharrón",1.0,2.0,66.0,66.0,66.0,false,2,0,0
99,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Cochinita,12.0,12.0,212.0,212.0,17.67,false,1,0,0
100,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Barbacoa,17.0,17.0,289.0,289.0,17.0,false,1,0,0
101,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Chicharrón,4.0,4.0,74.0,74.0,18.5,false,1,0,0
102,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Papa con Chorizo,2.0,2.0,36.0,36.0,18.0,false,1,0,0
103,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Frijoles con Queso,3.0,3.0,57.0,57.0,19.0,false,1,0,0
104,Principal,2023-12-31,2023-12,1/2 Enchiladas Rojas,Enchilada,ORDEN,Huevo Revuelto (2 pzas.),2.0,2.0,188.0,188.0,94.0,false,0,1,0
105,Principal,2023-12-31,2023-12,1/2 Entomatadas,Entomatada,ORDEN,Sin Crema,2.0,2.0,132.0,132.0,66.0,false,0,0,1
106,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Queso,3.0,3.0,51.0,51.0,17.0,false,1,0,0
107,Principal,2023-12-31,2023-12,Enchiladas Mixtas,Enchilada,ORDEN,"Huevo Revuelto (2 pzas.), Salsa para Entomatadas, Salsa para Enchiladas Rojas",1.0,1.0,130.0,130.0,130.0,false,0,1,0
108,Principal,2023-12-31,2023-12,Migada Guisado de Carne,Migada,PIEZA,"Huevo Verde , Chicharrón",1.0,1.0,102.0,102.0,102.0,false,2,0,0
109,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Huevo Rojo,9.0,9.0,153.0,153.0,17.0,false,1,0,0
110,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Papa,8.0,8.0,120.0,120.0,15.0,false,1,0,0
111,Principal,2023-12-31,2023-12,Enchiladas Rojas,Enchilada,ORDEN,Sin Crema,2.0,2.0,204.0,204.0,102.0,false,0,0,1
112,Principal,2023-12-31,2023-12,Enchiladas Rojas,Enchilada,ORDEN,"Huevo Revuelto (p/relleno), Sin Crema",1.0,1.0,130.0,130.0,130.0,false,0,1,1
113,Principal,2023-12-31,2023-12,Limón 1 Litro,Bebida,ORDEN,,3.0,3.0,163.0,154.15,54.33,false,0,0,0
114,Principal,2023-12-31,2023-12,Gorditas de Azúcar,Gordita,PIEZA,,4.0,4.0,120.0,120.0,30.0,false,0,0,0
115,Principal,2023-12-31,2023-12,Refresco 600 ml.,Bebida,ORDEN,Coca Cola,11.0,11.0,330.0,330.0,30.0,false,0,0,0
116,Principal,2023-12-31,2023-12,1/2 Empanadas (2 pzas.),Empanada,ORDEN,"Papa con Chorizo, Bistec con Papas",1.0,2.0,66.0,66.0,66.0,false,2,0,0
117,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Pollo con Mole,3.0,3.0,45.0,45.0,15.0,false,1,0,0
118,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Requeson,6.0,6.0,90.0,90.0,15.0,false,1,0,0
119,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Huevo Cascabel,3.0,3.0,51.0,51.0,17.0,false,1,0,0
120,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Deshebrada,5.0,5.0,85.0,85.0,17.0,false,1,0,0
121,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Molida,1.0,1.0,17.0,17.0,17.0,false,1,0,0
122,Principal,2023-12-31,2023-12,Tacos de Maiz,Taco,PIEZA,Bistec con Papas,1.0,1.0,17.0,17.0,17.0,false,1,0,0
123,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Huevo Verde,10.0,10.0,180.0,180.0,18.0,false,1,0,0
124,Principal,2023-12-31,2023-12,Quesadillas (4 pzas.),Quesadilla,ORDEN,,8.0,32.0,744.0,744.0,93.0,false,0,0,0
125,Principal,2023-12-31,2023-12,Huevos Rancheros,Huevos,ORDEN,,1.0,1.0,95.0,95.0,95.0,false,0,0,0
126,Principal,2023-12-31,2023-12,Entomatadas,Entomatada,ORDEN,Huevo Revuelto (2 pzas.),2.0,2.0,260.0,260.0,130.0,false,0,1,0
127,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Papa con Huevo,7.0,7.0,123.0,123.0,17.57,false,1,0,0
128,Principal,2023-12-31,2023-12,1/2 Empanadas (2 pzas.),Empanada,ORDEN,"Huevo Verde , Deshebrada",2.0,4.0,132.0,132.0,66.0,false,2,0,0
129,Principal,2023-12-31,2023-12,Limón Vaso,Bebida,ORDEN,,16.0,16.0,496.0,496.0,31.0,false,0,0,0
130,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Cochinita,4.0,4.0,68.0,68.0,17.0,false,1,0,0
131,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Huevo Cascabel,8.0,8.0,136.0,136.0,17.0,false,1,0,0
132,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Huevo Cascabel,10.0,10.0,154.0,154.0,15.4,false,1,0,0
133,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Requesón Picosito,7.0,7.0,105.0,105.0,15.0,false,1,0,0
134,Principal,2023-12-31,2023-12,Horchata Vaso,Bebida,ORDEN,,13.0,13.0,403.0,403.0,31.0,false,0,0,0
135,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Requeson,3.0,3.0,53.0,53.0,17.67,false,1,0,0
136,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Molida,5.0,5.0,85.0,85.0,17.0,false,1,0,0
137,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Huevo con Chorizo,3.0,3.0,51.0,51.0,17.0,false,1,0,0
138,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Deshebrada,12.0,12.0,212.0,212.0,17.67,false,1,0,0
139,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Huevo con Nopal,9.0,9.0,135.0,135.0,15.0,false,1,0,0
140,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,"Huevo Verde, Frijoles",4.0,4.0,84.0,84.0,21.0,false,1,1,0
141,Principal,2023-12-31,2023-12,Huevos con Deshebrada,Huevos,ORDEN,,3.0,3.0,285.0,285.0,95.0,false,0,0,0
142,Principal,2023-12-31,2023-12,Horchata 1 Litro,Bebida,ORDEN,,6.0,6.0,347.0,347.0,57.83,false,0,0,0
143,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Molida,8.0,8.0,122.0,122.0,15.25,false,1,0,0
144,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Deshebrada,12.0,12.0,204.0,204.0,17.0,false,1,0,0
145,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Requesón Picosito,4.0,4.0,68.0,68.0,17.0,false,1,0,0
146,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Pollo con Mole,2.0,2.0,36.0,36.0,18.0,false,1,0,0
147,Principal,2023-12-31,2023-12,Enchiladas Rojas,Enchilada,ORDEN,Huevo Estrellado Tierno (2 pzas.),1.0,1.0,130.0,130.0,130.0,false,0,1,0
148,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Huevo Rojo,27.0,27.0,415.0,415.0,15.37,false,1,0,0
149,Principal,2023-12-31,2023-12,1/2 Empanadas (2 pzas.),Empanada,ORDEN,"Sin Crema, Huevo Cascabel, Asado",1.0,2.0,66.0,66.0,66.0,false,2,0,1
150,Principal,2023-12-31,2023-12,Café Negro,Bebida,ORDEN,,15.0,15.0,450.0,450.0,30.0,false,0,0,0
151,Principal,2023-12-31,2023-12,Jamaica Vaso,Bebida,ORDEN,,22.0,22.0,682.0,682.0,31.0,false,0,0,0
152,Principal,2023-12-31,2023-12,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,Sin Crema,1.0,2.0,61.0,61.0,61.0,false,0,0,1
153,Principal,2023-12-31,2023-12,Quesadillas (4 pzas.),Quesadilla,ORDEN,Huevo Estrellado (2 pzas.),1.0,4.0,146.0,146.0,146.0,false,0,1,0
154,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Deshebrada,55.0,55.0,837.0,837.0,15.22,false,1,0,0
155,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Huevo con Chorizo,12.0,12.0,182.0,182.0,15.17,false,1,0,0
156,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Frijoles con Queso,15.0,15.0,227.0,227.0,15.13,false,1,0,0
157,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Papa con Chorizo,15.0,15.0,227.0,227.0,15.13,false,1,0,0
158,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Bistec con Papas,7.0,7.0,105.0,105.0,15.0,false,1,0,0
159,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Huevo Verde,44.0,44.0,674.0,674.0,15.32,false,1,0,0
160,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Chicharrón,24.0,24.0,366.0,366.0,15.25,false,1,0,0
161,Principal,2023-12-31,2023-12,Gorditas,Gordita,PIEZA,Papa con Huevo,7.0,7.0,105.0,105.0,15.0,false,1,0,0
162,Principal,2023-12-31,2023-12,Bisquet,Otros,ORDEN,Mantequilla,10.0,10.0,250.0,250.0,25.0,false,0,0,0
163,Principal,2023-12-31,2023-12,Entomatadas,Entomatada,ORDEN,Bistec (1 pza.),2.0,2.0,478.0,478.0,239.0,false,0,1,0
164,Principal,2023-12-31,2023-12,Jamaica 1 Litro,Bebida,ORDEN,,6.0,6.0,298.0,289.15,49.67,false,0,0,0
165,Principal,2023-12-31,2023-12,1/2 Encremadas,Encremada,ORDEN,Bistec (1 pza.),1.0,1.0,179.0,179.0,179.0,false,0,1,0
166,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Huevo con Chorizo,4.0,4.0,76.0,76.0,19.0,false,1,0,0
167,Principal,2023-12-31,2023-12,Tacos de Harina,Taco,PIEZA,Pollo con Mole,5.0,5.0,95.0,95.0,19.0,false,1,0,0
168,Principal,2023-12-31,2023-12,Café con Leche,Bebida,ORDEN,,37.0,37.0,1119.0,1119.0,30.24,false,0,0,0
169,Principal,2023-12-31,2023-12,1/2 Enchiladas Rojas,Enchilada,ORDEN,,4.0,4.0,310.0,310.0,77.5,false,0,0,0
170,Principal,2023-12-31,2023-12,Quesadillas (4 pzas.),Quesadilla,ORDEN,Naturales,2.0,8.0,218.0,218.0,109.0,false,0,0,0
171,Principal,2023-12-31,2023-12,Empanadas (4 pzas.),Empanada,ORDEN,Queso &times 4,4.0,16.0,480.0,480.0,120.0,false,1,0,0
172,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Huevo Verde,27.0,27.0,463.0,463.0,17.15,false,1,0,0
173,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Frijoles con Queso,7.0,7.0,119.0,119.0,17.0,false,1,0,0
174,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Papa con Chorizo,10.0,10.0,170.0,170.0,17.0,false,1,0,0
175,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Asado,9.0,9.0,153.0,153.0,17.0,false,1,0,0
176,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Chicharrón,23.0,23.0,393.0,393.0,17.09,false,1,0,0
177,Principal,2023-12-31,2023-12,Bocoles,Bocol,PIEZA,Papa,2.0,2.0,36.0,36.0,18.0,false,1,0,0
178,Principal,2023-12-31,2023-12,Refresco 600 ml.,Bebida,ORDEN,Escuis Manzana,2.0,2.0,60.0,60.0,30.0,false,0,0,0
179,Principal,2023-12-30,2023-12,Tacos de Harina,Taco,PIEZA,Huevo Rojo,1.0,1.0,17.0,17.0,17.0,false,1,0,0
180,Principal,2023-12-30,2023-12,Enchiladas Rojas,Enchilada,ORDEN,"Huevo Verde &times 3, Huevo Cascabel &times 3, Huevo Revuelto (2 pzas.)",1.0,1.0,186.0,186.0,186.0,false,2,1,0
