id,detalle_id,sucursal,fecha,periodo,producto,tipo,valor,token_original,multiplicador,posicion
15221,14637,Principal,2024-12-30,2024-12,Enchiladas Mixtas,COMPOSICION,Salsa para Enchiladas Rojas,Salsa para Enchiladas Rojas,1,1
15222,14637,Principal,2024-12-30,2024-12,Enchiladas Mixtas,COMPOSICION,Salsa para Encremadas,Salsa para Encremadas,1,2
15223,14638,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Queso,Queso,1,1
15224,14639,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Nopal,Nopal,1,1
15225,14640,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Papa con Huevo,Papa con Huevo,1,1
15226,14641,Principal,2024-12-30,2024-12,Refresco 600 ml.,VARIANTE,Delaware,Delaware,1,1
15227,14642,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Requeson,Requeson,1,1
15228,14643,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Huevo Verde,Huevo Verde,1,1
15229,14643,Principal,2024-12-30,2024-12,Bocoles,PETICION,Doradita,Doradita,1,2
15230,14644,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Chicharrón,Chicharrón,1,1
15231,14644,Principal,2024-12-30,2024-12,Bocoles,PETICION,Doradita,Doradita,1,2
15232,14645,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Requesón Picosito,Requesón Picosito,1,1
15233,14645,Principal,2024-12-30,2024-12,Bocoles,PETICION,Doradita,Doradita,1,2
15234,14646,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Barbacoa,Barbacoa,1,1
15235,14646,Principal,2024-12-30,2024-12,Bocoles,PETICION,Doradita,Doradita,1,2
15236,14647,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Frijoles con Queso,Frijoles con Queso,1,1
15237,14647,Principal,2024-12-30,2024-12,Bocoles,PETICION,Doradita,Doradita,1,2
15238,14648,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Deshebrada,Deshebrada,1,1
15239,14648,Principal,2024-12-30,2024-12,Bocoles,PETICION,Doradita,Doradita,1,2
15240,14649,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Cochinita,Cochinita,1,1
15241,14649,Principal,2024-12-30,2024-12,Bocoles,PETICION,Doradita,Doradita,1,2
15242,14650,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Asado,Asado,1,1
15243,14650,Principal,2024-12-30,2024-12,Bocoles,PETICION,Doradita,Doradita,1,2
15244,14651,Principal,2024-12-30,2024-12,Quesadillas (4 pzas.),PETICION,Sin Tomate,Sin Tomate,1,1
15245,14651,Principal,2024-12-30,2024-12,Quesadillas (4 pzas.),PETICION,Verdura Aparte,Verdura Aparte,1,2
15246,14651,Principal,2024-12-30,2024-12,Quesadillas (4 pzas.),PETICION,Frijoles Aparte,Frijoles Aparte,1,3
15247,14652,Principal,2024-12-30,2024-12,Quesadillas (4 pzas.),PETICION,Verdura Aparte,Verdura Aparte,1,1
15248,14652,Principal,2024-12-30,2024-12,Quesadillas (4 pzas.),PETICION,Frijoles Aparte,Frijoles Aparte,1,2
15249,14653,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Huevo Cascabel,Huevo Cascabel,1,1
15250,14654,Principal,2024-12-30,2024-12,Café con Leche,VARIANTE,Poca leche,Poca leche,1,1
15251,14655,Principal,2024-12-30,2024-12,Café con Leche,VARIANTE,Leche Aparte,Leche Aparte,1,1
15252,14656,Principal,2024-12-30,2024-12,Refresco 600 ml.,VARIANTE,Coca Cola,Coca Cola,1,1
15253,14657,Principal,2024-12-30,2024-12,1/2 Entomatadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15254,14658,Principal,2024-12-30,2024-12,1/2 Enchiladas Rojas,GUISADO,Huevo Verde,Huevo Verde,1,1
15255,14658,Principal,2024-12-30,2024-12,1/2 Enchiladas Rojas,EXTRA,Relleno de Guisados,Relleno de Guisados,1,2
15256,14659,Principal,2024-12-30,2024-12,1/2 Empanadas (2 pzas.),GUISADO,Chicharrón,Chicharrón,2,1
15257,14660,Principal,2024-12-30,2024-12,Enchiladas Rojas,EXTRA,Huevo Estrellado Tierno (2 pzas.),Huevo Estrellado Tierno (2 pzas.),1,1
15258,14662,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Papa,Papa,1,1
15259,14662,Principal,2024-12-30,2024-12,Gorditas,EXTRA,Queso,Queso,1,2
15260,14663,Principal,2024-12-30,2024-12,Quesadillas (4 pzas.),PETICION,Poca Lechuga,Poca Lechuga,1,1
15261,14663,Principal,2024-12-30,2024-12,Quesadillas (4 pzas.),PETICION,Verdura Aparte,Verdura Aparte,1,2
15262,14663,Principal,2024-12-30,2024-12,Quesadillas (4 pzas.),PETICION,Frijoles Aparte,Frijoles Aparte,1,3
15263,14664,Principal,2024-12-30,2024-12,Enchiladas Mixtas,COMPOSICION,Salsa para Entomatadas,Salsa para Entomatadas,1,1
15264,14664,Principal,2024-12-30,2024-12,Enchiladas Mixtas,COMPOSICION,Salsa para Encremadas,Salsa para Encremadas,1,2
15265,14665,Principal,2024-12-30,2024-12,Tacos de Harina,GUISADO,Cochinita,Cochinita,1,1
15266,14666,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Frijoles con Queso,Frijoles con Queso,1,1
15267,14667,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Barbacoa,Barbacoa,1,1
15268,14668,Principal,2024-12-30,2024-12,Tacos de Harina,GUISADO,Chicharrón,Chicharrón,1,1
15269,14669,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Barbacoa,Barbacoa,1,1
15270,14672,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Huevo Verde,Huevo Verde,1,1
15271,14673,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Huevo con Chorizo,Huevo con Chorizo,1,1
15272,14674,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Deshebrada,Deshebrada,1,1
15273,14675,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Huevo con Nopal,Huevo con Nopal,1,1
15274,14676,Principal,2024-12-30,2024-12,Migada Guisado de Carne,GUISADO,Cochinita,Cochinita,2,1
15275,14677,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Huevo con Nopal,Huevo con Nopal,1,1
15276,14678,Principal,2024-12-30,2024-12,Enfrijoladas,PETICION,Sin Crema,Sin Crema,1,1
15277,14684,Principal,2024-12-30,2024-12,Tacos de Maiz,GUISADO,Cochinita,Cochinita,1,1
15278,14685,Principal,2024-12-30,2024-12,Tacos de Maiz,GUISADO,Frijoles,Frijoles,1,1
15279,14686,Principal,2024-12-30,2024-12,Tacos de Maiz,GUISADO,Barbacoa,Barbacoa,1,1
15280,14687,Principal,2024-12-30,2024-12,Tacos de Harina,GUISADO,Papa con Huevo,Papa con Huevo,1,1
15281,14688,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Papa,Papa,1,1
15282,14690,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Papa con Huevo,Papa con Huevo,1,1
15283,14692,Principal,2024-12-30,2024-12,1/2 Quesadillas (2 pzas.),EXTRA,Huevo Estrellado Medio (2 pzas.),Huevo Estrellado Medio (2 pzas.),1,1
15284,14693,Principal,2024-12-30,2024-12,Café con Leche,VARIANTE,Lechero,Lechero,1,1
15285,14694,Principal,2024-12-30,2024-12,1/2 Quesadillas (2 pzas.),PETICION,Sin Crema,Sin Crema,1,1
15286,14694,Principal,2024-12-30,2024-12,1/2 Quesadillas (2 pzas.),PETICION,Sin Frijoles,Sin Frijoles,1,2
15287,14694,Principal,2024-12-30,2024-12,1/2 Quesadillas (2 pzas.),PETICION,Sin Verduras,Sin Verduras,1,3
15288,14698,Principal,2024-12-30,2024-12,Servicio a Dom.,CANT_SURTIDO,10,10,1,1
15289,14699,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Chicharrón,Chicharrón,1,1
15290,14700,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Huevo Rojo,Huevo Rojo,1,1
15291,14701,Principal,2024-12-30,2024-12,Pieza de Pan,VARIANTE,Pan Chico Pieza,Pan Chico Pieza,1,1
15292,14702,Principal,2024-12-30,2024-12,1/2 Empanadas (2 pzas.),GUISADO,Huevo Verde,Huevo Verde,1,1
15293,14702,Principal,2024-12-30,2024-12,1/2 Empanadas (2 pzas.),GUISADO,Deshebrada,Deshebrada,1,2
15294,14703,Principal,2024-12-30,2024-12,1/2 Enchiladas Picositas,EXTRA,Huevo Estrellado Medio (2 pzas.),Huevo Estrellado Medio (2 pzas.),1,1
15295,14705,Principal,2024-12-30,2024-12,Café Negro,VARIANTE,Normal,Normal,1,1
15296,14706,Principal,2024-12-30,2024-12,Tacos de Harina,GUISADO,Huevo Cascabel,Huevo Cascabel,1,1
15297,14707,Principal,2024-12-30,2024-12,Empanadas (4 pzas.),GUISADO,Deshebrada,Deshebrada,4,1
15298,14708,Principal,2024-12-30,2024-12,Tacos de Maiz,GUISADO,Requeson,Requeson,1,1
15299,14709,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Requeson,Requeson,1,1
15300,14710,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Huevo Cascabel,Huevo Cascabel,1,1
15301,14711,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Cochinita,Cochinita,1,1
15302,14712,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Pollo con Mole,Pollo con Mole,1,1
15303,14713,Principal,2024-12-30,2024-12,Tacos de Harina,GUISADO,Huevo con Chorizo,Huevo con Chorizo,1,1
15304,14715,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Pollo con Mole,Pollo con Mole,1,1
15305,14717,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Requesón Picosito,Requesón Picosito,1,1
15306,14718,Principal,2024-12-30,2024-12,Empanadas (4 pzas.),GUISADO,Papa con Huevo,Papa con Huevo,1,1
15307,14718,Principal,2024-12-30,2024-12,Empanadas (4 pzas.),GUISADO,Cochinita,Cochinita,1,2
15308,14718,Principal,2024-12-30,2024-12,Empanadas (4 pzas.),GUISADO,Asado,Asado,1,3
15309,14718,Principal,2024-12-30,2024-12,Empanadas (4 pzas.),GUISADO,Chicharrón,Chicharrón,1,4
15310,14719,Principal,2024-12-30,2024-12,Refresco 355 ml.,VARIANTE,Coca Cola,Coca Cola,1,1
15311,14720,Principal,2024-12-30,2024-12,1/2 Enchiladas Rojas,EXTRA,Huevo Revuelto (2 pzas.),Huevo Revuelto (2 pzas.),1,1
15312,14721,Principal,2024-12-30,2024-12,Tacos de Maiz,GUISADO,Papa con Huevo,Papa con Huevo,1,1
15313,14723,Principal,2024-12-30,2024-12,Tacos de Harina,GUISADO,Huevo Rojo,Huevo Rojo,1,1
15314,14724,Principal,2024-12-30,2024-12,Tacos de Harina,GUISADO,Frijoles,Frijoles,1,1
15315,14725,Principal,2024-12-30,2024-12,Tacos de Harina,GUISADO,Deshebrada,Deshebrada,1,1
15316,14726,Principal,2024-12-30,2024-12,Tacos de Harina,GUISADO,Huevo Verde,Huevo Verde,1,1
15317,14727,Principal,2024-12-30,2024-12,Tacos de Harina,GUISADO,Frijoles con Queso,Frijoles con Queso,1,1
15318,14728,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Deshebrada,Deshebrada,1,1
15319,14729,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Huevo Rojo,Huevo Rojo,1,1
15320,14730,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Cochinita,Cochinita,1,1
15321,14732,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Requesón Picosito,Requesón Picosito,1,1
15322,14733,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Papa con Chorizo,Papa con Chorizo,1,1
15323,14734,Principal,2024-12-30,2024-12,Bocoles,GUISADO,Frijoles con Queso,Frijoles con Queso,1,1
15324,14735,Principal,2024-12-30,2024-12,Tacos de Maiz,GUISADO,Molida,Molida,1,1
15325,14736,Principal,2024-12-30,2024-12,Tacos de Maiz,GUISADO,Deshebrada,Deshebrada,1,1
15326,14737,Principal,2024-12-30,2024-12,Tacos de Maiz,GUISADO,Huevo Cascabel,Huevo Cascabel,1,1
15327,14738,Principal,2024-12-30,2024-12,Tacos de Maiz,GUISADO,Huevo Rojo,Huevo Rojo,1,1
15328,14739,Principal,2024-12-30,2024-12,Refresco 600 ml.,VARIANTE,Valle Frut,Valle Frut,1,1
15329,14741,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Chicharrón,Chicharrón,1,1
15330,14742,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Huevo Verde,Huevo Verde,1,1
15331,14743,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Papa con Chorizo,Papa con Chorizo,1,1
15332,14744,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Asado,Asado,1,1
15333,14745,Principal,2024-12-30,2024-12,Gorditas,GUISADO,Bistec con Papas,Bistec con Papas,1,1
15334,14746,Principal,2024-12-30,2024-12,Café con Leche,VARIANTE,Normal,Normal,1,1
15335,14747,Principal,2024-12-29,2024-12,Entomatadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15336,14748,Principal,2024-12-29,2024-12,1/2 Empanadas (2 pzas.),PETICION,Sin Lechuga,Sin Lechuga,1,1
15337,14748,Principal,2024-12-29,2024-12,1/2 Empanadas (2 pzas.),PETICION,Sin Tomate,Sin Tomate,1,2
15338,14748,Principal,2024-12-29,2024-12,1/2 Empanadas (2 pzas.),GUISADO,Barbacoa,Barbacoa,1,3
15339,14748,Principal,2024-12-29,2024-12,1/2 Empanadas (2 pzas.),GUISADO,Pollo con Mole,Pollo con Mole,1,4
15340,14749,Principal,2024-12-29,2024-12,Enchiladas Rojas,EXTRA,Huevo Estrellado Medio (2 pzas.),Huevo Estrellado Medio (2 pzas.),1,1
15341,14751,Principal,2024-12-29,2024-12,Tacos de Harina,GUISADO,Pollo con Mole,Pollo con Mole,1,1
15342,14752,Principal,2024-12-29,2024-12,Enchiladas Rojas,PETICION,Sin Crema,Sin Crema,1,1
15343,14752,Principal,2024-12-29,2024-12,Enchiladas Rojas,EXTRA,Huevo Estrellado Cocido (2 pzas.),Huevo Estrellado Cocido (2 pzas.),1,2
15344,14754,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Barbacoa,Barbacoa,1,1
15345,14754,Principal,2024-12-29,2024-12,Tacos de Maiz,EXTRA,Queso,Queso,1,2
15346,14755,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Chicharrón,Chicharrón,1,1
15347,14755,Principal,2024-12-29,2024-12,Tacos de Maiz,EXTRA,Queso,Queso,1,2
15348,14756,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Papa con Huevo,Papa con Huevo,1,1
15349,14756,Principal,2024-12-29,2024-12,Tacos de Maiz,EXTRA,Queso,Queso,1,2
15350,14757,Principal,2024-12-29,2024-12,Gorditas Surtidas,CANT_SURTIDO,5,5,1,1
15351,14758,Principal,2024-12-29,2024-12,Tacos de Harina,GUISADO,Huevo Rojo,Huevo Rojo,1,1
15352,14759,Principal,2024-12-29,2024-12,Tacos de Harina,GUISADO,Deshebrada,Deshebrada,1,1
15353,14760,Principal,2024-12-29,2024-12,Quesadillas (4 pzas.),VARIANTE,Naturales,Naturales,1,1
15354,14761,Principal,2024-12-29,2024-12,Quesadillas (4 pzas.),PETICION,Sin Tomate,Sin Tomate,1,1
15355,14761,Principal,2024-12-29,2024-12,Quesadillas (4 pzas.),PETICION,Sin Crema,Sin Crema,1,2
15356,14763,Principal,2024-12-29,2024-12,1/2 Entomatadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15357,14764,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Molida,Molida,1,1
15358,14765,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Cochinita,Cochinita,1,1
15359,14766,Principal,2024-12-29,2024-12,1/2 Empanadas (2 pzas.),GUISADO,Pollo con Mole,Pollo con Mole,1,1
15360,14766,Principal,2024-12-29,2024-12,1/2 Empanadas (2 pzas.),GUISADO,Bistec con Papas,Bistec con Papas,1,2
15361,14767,Principal,2024-12-29,2024-12,Enmoladas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15362,14768,Principal,2024-12-29,2024-12,1/2 Empanadas (2 pzas.),GUISADO,Pollo con Mole,Pollo con Mole,2,1
15363,14769,Principal,2024-12-29,2024-12,Quesadillas (4 pzas.),EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15364,14771,Principal,2024-12-29,2024-12,Encremadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15365,14772,Principal,2024-12-29,2024-12,Entomatadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15366,14772,Principal,2024-12-29,2024-12,Entomatadas,PETICION,Sin Lechuga,Sin Lechuga,1,2
15367,14772,Principal,2024-12-29,2024-12,Entomatadas,PETICION,Sin Tomate,Sin Tomate,1,3
15368,14772,Principal,2024-12-29,2024-12,Entomatadas,PETICION,Sin Aguacate,Sin Aguacate,1,4
15369,14773,Principal,2024-12-29,2024-12,Entomatadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15370,14773,Principal,2024-12-29,2024-12,Entomatadas,PETICION,Sin Lechuga,Sin Lechuga,1,2
15371,14774,Principal,2024-12-29,2024-12,1/2 Entomatadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15372,14774,Principal,2024-12-29,2024-12,1/2 Entomatadas,PETICION,Sin Crema,Sin Crema,1,2
15373,14775,Principal,2024-12-29,2024-12,Enchiladas Picositas,GUISADO,Huevo Verde,Huevo Verde,2,1
15374,14775,Principal,2024-12-29,2024-12,Enchiladas Picositas,GUISADO,Molida,Molida,2,2
15375,14775,Principal,2024-12-29,2024-12,Enchiladas Picositas,GUISADO,Bistec con Papas,Bistec con Papas,2,3
15376,14775,Principal,2024-12-29,2024-12,Enchiladas Picositas,EXTRA,Relleno de Guisados,Relleno de Guisados,1,4
15377,14776,Principal,2024-12-29,2024-12,Migada Guisado Normal,GUISADO,Huevo Rojo,Huevo Rojo,1,1
15378,14776,Principal,2024-12-29,2024-12,Migada Guisado Normal,GUISADO,Papa,Papa,1,2
15379,14776,Principal,2024-12-29,2024-12,Migada Guisado Normal,PETICION,Poca Lechuga,Poca Lechuga,1,3
15380,14777,Principal,2024-12-29,2024-12,Tacos de Harina,GUISADO,Papa con Chorizo,Papa con Chorizo,1,1
15381,14778,Principal,2024-12-29,2024-12,Tacos de Harina,GUISADO,Molida,Molida,1,1
15382,14779,Principal,2024-12-29,2024-12,1/2 Enchiladas Rojas,GUISADO,Cochinita,Cochinita,1,1
15383,14779,Principal,2024-12-29,2024-12,1/2 Enchiladas Rojas,GUISADO,Deshebrada,Deshebrada,1,2
15384,14779,Principal,2024-12-29,2024-12,1/2 Enchiladas Rojas,GUISADO,Molida,Molida,1,3
15385,14779,Principal,2024-12-29,2024-12,1/2 Enchiladas Rojas,EXTRA,Relleno de Guisados,Relleno de Guisados,1,4
15386,14780,Principal,2024-12-29,2024-12,Empanadas (4 pzas.),GUISADO,Huevo Cascabel,Huevo Cascabel,1,1
15387,14780,Principal,2024-12-29,2024-12,Empanadas (4 pzas.),GUISADO,Deshebrada,Deshebrada,2,2
15388,14780,Principal,2024-12-29,2024-12,Empanadas (4 pzas.),GUISADO,Chicharrón,Chicharrón,1,3
15389,14782,Principal,2024-12-29,2024-12,Tacos de Harina,GUISADO,Chicharrón,Chicharrón,1,1
15390,14783,Principal,2024-12-29,2024-12,Entomatadas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15391,14784,Principal,2024-12-29,2024-12,1/2 Enfrijoladas,EXTRA,Huevo Revuelto (2 pzas.),Huevo Revuelto (2 pzas.),1,1
15392,14785,Principal,2024-12-29,2024-12,Café con Leche,VARIANTE,Leche Aparte,Leche Aparte,1,1
15393,14786,Principal,2024-12-29,2024-12,Enchiladas Mixtas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15394,14786,Principal,2024-12-29,2024-12,Enchiladas Mixtas,COMPOSICION,Salsa para Entomatadas,Salsa para Entomatadas,1,2
15395,14786,Principal,2024-12-29,2024-12,Enchiladas Mixtas,COMPOSICION,Salsa para Encremadas,Salsa para Encremadas,1,3
15396,14787,Principal,2024-12-29,2024-12,Enchiladas Mixtas,EXTRA,Bistec (1 pza.),Bistec (1 pza.),1,1
15397,14787,Principal,2024-12-29,2024-12,Enchiladas Mixtas,COMPOSICION,Salsa para Enchiladas Rojas,Salsa para Enchiladas Rojas,1,2
15398,14787,Principal,2024-12-29,2024-12,Enchiladas Mixtas,COMPOSICION,Salsa para Encremadas,Salsa para Encremadas,1,3
15399,14787,Principal,2024-12-29,2024-12,Enchiladas Mixtas,PETICION,Sin Tomate,Sin Tomate,1,4
15400,14788,Principal,2024-12-29,2024-12,Entomatadas,EXTRA,Huevo Revuelto (2 pzas.),Huevo Revuelto (2 pzas.),1,1
15401,14789,Principal,2024-12-29,2024-12,Refresco 600 ml.,VARIANTE,Coca Cola,Coca Cola,1,1
15402,14790,Principal,2024-12-29,2024-12,Gorditas,GUISADO,Pollo con Mole,Pollo con Mole,1,1
15403,14791,Principal,2024-12-29,2024-12,Enchiladas Mixtas,EXTRA,Huevo Estrellado Tierno (2 pzas.),Huevo Estrellado Tierno (2 pzas.),1,1
15404,14791,Principal,2024-12-29,2024-12,Enchiladas Mixtas,COMPOSICION,Salsa para Entomatadas,Salsa para Entomatadas,1,2
15405,14791,Principal,2024-12-29,2024-12,Enchiladas Mixtas,COMPOSICION,Salsa para Enchiladas Rojas,Salsa para Enchiladas Rojas,1,3
15406,14793,Principal,2024-12-29,2024-12,Plátano Frito,VARIANTE,Lechera,Lechera,1,1
15407,14794,Principal,2024-12-29,2024-12,Plátano Frito,VARIANTE,Crema,Crema,1,1
15408,14794,Principal,2024-12-29,2024-12,Plátano Frito,GUISADO,Queso,Queso,1,2
15409,14795,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Huevo con Nopal,Huevo con Nopal,1,1
15410,14796,Principal,2024-12-29,2024-12,Gorditas,GUISADO,Bistec con Papas,Bistec con Papas,1,1
15411,14797,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Queso,Queso,1,1
15412,14798,Principal,2024-12-29,2024-12,Enchiladas Picositas,EXTRA,Huevo Estrellado Cocido (2 pzas.),Huevo Estrellado Cocido (2 pzas.),1,1
15413,14799,Principal,2024-12-29,2024-12,Gorditas,GUISADO,Deshebrada,Deshebrada,1,1
15414,14799,Principal,2024-12-29,2024-12,Gorditas,EXTRA,Queso,Queso,1,2
15415,14800,Principal,2024-12-29,2024-12,Café con Leche,VARIANTE,Poca leche,Poca leche,1,1
15416,14801,Principal,2024-12-29,2024-12,Gorditas,GUISADO,Requeson,Requeson,1,1
15417,14802,Principal,2024-12-29,2024-12,Gorditas,GUISADO,Nopal,Nopal,1,1
15418,14802,Principal,2024-12-29,2024-12,Gorditas,EXTRA,Frijoles,Frijoles,1,2
15419,14803,Principal,2024-12-29,2024-12,Gorditas,GUISADO,Papa,Papa,1,1
15420,14804,Principal,2024-12-29,2024-12,Empanadas (4 pzas.),GUISADO,Barbacoa,Barbacoa,2,1
15421,14804,Principal,2024-12-29,2024-12,Empanadas (4 pzas.),GUISADO,Huevo con Nopal,Huevo con Nopal,2,2
15422,14804,Principal,2024-12-29,2024-12,Empanadas (4 pzas.),EXTRA,Queso Extra Pieza,Queso Extra Pieza,4,3
15423,14805,Principal,2024-12-29,2024-12,Gorditas,GUISADO,Asado,Asado,1,1
15424,14806,Principal,2024-12-29,2024-12,Bocoles,GUISADO,Nopal,Nopal,1,1
15425,14807,Principal,2024-12-29,2024-12,Bocoles,GUISADO,Cochinita,Cochinita,1,1
15426,14808,Principal,2024-12-29,2024-12,1/2 Encremadas,EXTRA,Huevo Revuelto (2 pzas.),Huevo Revuelto (2 pzas.),1,1
15427,14809,Principal,2024-12-29,2024-12,Bocoles,GUISADO,Bistec con Papas,Bistec con Papas,1,1
15428,14810,Principal,2024-12-29,2024-12,Tacos de Harina,GUISADO,Huevo Verde,Huevo Verde,1,1
15429,14811,Principal,2024-12-29,2024-12,Tacos de Harina,GUISADO,Huevo con Chorizo,Huevo con Chorizo,1,1
15430,14812,Principal,2024-12-29,2024-12,1/2 Enchiladas Rojas,EXTRA,Huevo Estrellado Medio (2 pzas.),Huevo Estrellado Medio (2 pzas.),1,1
15431,14813,Principal,2024-12-29,2024-12,Tacos de Harina,GUISADO,Huevo Cascabel,Huevo Cascabel,1,1
15432,14814,Principal,2024-12-29,2024-12,Migada Guisado de Carne,GUISADO,Cochinita,Cochinita,1,1
15433,14814,Principal,2024-12-29,2024-12,Migada Guisado de Carne,GUISADO,Deshebrada,Deshebrada,1,2
15434,14815,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Frijoles con Queso,Frijoles con Queso,1,1
15435,14816,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Bistec con Papas,Bistec con Papas,1,1
15436,14817,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Requeson,Requeson,1,1
15437,14818,Principal,2024-12-29,2024-12,Bocoles,GUISADO,Asado,Asado,1,1
15438,14819,Principal,2024-12-29,2024-12,Tacos de Harina,GUISADO,Barbacoa,Barbacoa,1,1
15439,14820,Principal,2024-12-29,2024-12,Refresco 600 ml.,VARIANTE,Coca Cola Sin Azúcar,Coca Sin Azúcar,1,1
15440,14821,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Deshebrada,Deshebrada,1,1
15441,14821,Principal,2024-12-29,2024-12,Tacos de Maiz,EXTRA,Frijoles,Frijoles,1,2
15442,14822,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Huevo Rojo,Huevo Rojo,1,1
15443,14822,Principal,2024-12-29,2024-12,Tacos de Maiz,EXTRA,Frijoles,Frijoles,1,2
15444,14823,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Molida,Molida,1,1
15445,14823,Principal,2024-12-29,2024-12,Tacos de Maiz,EXTRA,Frijoles,Frijoles,1,2
15446,14824,Principal,2024-12-29,2024-12,Tacos de Maiz,GUISADO,Nopal,Nopal,1,1
15447,14825,Principal,2024-12-29,2024-12,Gorditas,GUISADO,Frijoles,Frijoles,1,1
15448,14826,Principal,2024-12-29,2024-12,Migada Guisado de Carne,GUISADO,Huevo Rojo,Huevo Rojo,1,1
15449,14826,Principal,2024-12-29,2024-12,Migada Guisado de Carne,GUISADO,Deshebrada,Deshebrada,1,2
15450,14826,Principal,2024-12-29,2024-12,Migada Guisado de Carne,PETICION,Sin Lechuga,Sin Lechuga,1,3
15451,14826,Principal,2024-12-29,2024-12,Migada Guisado de Carne,PETICION,Sin Tomate,Sin Tomate,1,4
15452,14827,Principal,2024-12-29,2024-12,Refresco 600 ml.,VARIANTE,Escuis Manzana,Escuis Manzana,1,1
15453,14828,Principal,2024-12-29,2024-12,Migada Guisado de Carne,GUISADO,Huevo Verde,Huevo Verde,1,1
15454,14828,Principal,2024-12-29,2024-12,Migada Guisado de Carne,GUISADO,Chicharrón,Chicharrón,1,2
15455,14828,Principal,2024-12-29,2024-12,Migada Guisado de Carne,PETICION,Sin Lechuga,Sin Lechuga,1,3
15456,14830,Principal,2024-12-29,2024-12,Migada Guisado de Carne,GUISADO,Chicharrón,Chicharrón,1,1
15457,14830,Principal,2024-12-29,2024-12,Migada Guisado de Carne,GUISADO,Pollo con Mole,Pollo con Mole,1,2
15458,14831,Principal,2024-12-29,2024-12,Refresco 600 ml.,VARIANTE,Coca Light,Coca Light,1,1
