periodo,tipo,modificador,veces,renglones,unidades_afectadas
2024-03,VARIANTE,Naturales,6,6,6.00
2024-03,VARIANTE,Normal,62,62,755.00
2024-03,VARIANTE,Pan Chico Pieza,19,19,47.00
2024-03,VARIANTE,Pan Grande Pieza,2,2,3.00
2024-03,VARIANTE,Poca leche,7,7,7.00
2024-03,VARIANTE,Sprite,6,6,8.00
2024-03,VARIANTE,Valle Frut,6,6,8.00
2024-04,EXTRA,Bistec (1 pza.),140,140,162.00
2024-04,EXTRA,Frijoles,27,27,40.00
2024-04,EXTRA,Huevo Estrellado Ciego (2 pzas.),2,2,2.00
2024-04,EXTRA,Huevo Estrellado Cocido (2 pzas.),45,45,50.00
2024-04,EXTRA,Huevo Estrellado Medio (2 pzas.),40,40,42.00
2024-04,EXTRA,Huevo Estrellado Tierno (2 pzas.),26,26,29.00
2024-04,EXTRA,Huevo Revuelto (2 pzas.),85,83,99.00
2024-04,EXTRA,Huevo Revuelto (p/relleno),52,52,53.00
2024-04,EXTRA,Queso,49,35,38.00
2024-04,EXTRA,Relleno de Guisados,14,14,14.00
2024-04,PETICION,Doradita,5,5,7.00
2024-04,PETICION,En dos platos,1,1,1.00
2024-04,PETICION,Escurrida,20,20,58.00
2024-04,PETICION,Frijoles Aparte,17,17,17.00
2024-04,PETICION,Poca Lechuga,23,23,23.00
2024-04,PETICION,Poco Frijol,7,7,7.00
2024-04,PETICION,Poco Guiso,2,2,2.00
2024-04,PETICION,Sin Aguacate,40,34,35.00
2024-04,PETICION,Sin Crema,121,121,128.00
2024-04,PETICION,Sin Frijoles,9,9,12.00
2024-04,PETICION,Sin Lechuga,47,47,49.00
2024-04,PETICION,Sin Queso,7,7,8.00
2024-04,PETICION,Sin Tomate,69,63,65.00
2024-04,PETICION,Sin Verduras,28,28,32.00
2024-04,PETICION,Verdura Aparte,20,18,18.00
2024-04,VARIANTE,Coca Cola,56,56,242.00
2024-04,VARIANTE,Coca Cola Sin Azúcar,22,22,61.00
2024-04,VARIANTE,Coca Light,23,23,53.00
2024-04,VARIANTE,Crema,10,10,13.00
2024-04,VARIANTE,Delaware,8,8,13.00
2024-04,VARIANTE,Escuis Fresa,5,5,6.00
2024-04,VARIANTE,Escuis Hierro,6,6,9.00
2024-04,VARIANTE,Escuis Manzana,19,19,29.00
2024-04,VARIANTE,Escuis Piña,2,2,2.00
2024-04,VARIANTE,Fanta,8,8,9.00
2024-04,VARIANTE,Fresca,7,7,9.00
2024-04,VARIANTE,Leche Aparte,12,12,22.00
2024-04,VARIANTE,Lechera,9,9,9.00
2024-04,VARIANTE,Lechero,18,18,36.00
2024-04,VARIANTE,Mantequilla,17,17,27.00
2024-04,VARIANTE,Migada Delgada,3,3,3.00
2024-04,VARIANTE,Natural,5,5,5.00
2024-04,VARIANTE,Naturales,8,8,10.00
2024-04,VARIANTE,Normal,60,60,686.00
2024-04,VARIANTE,Pan Chico Pieza,26,26,87.00
2024-04,VARIANTE,Poca leche,5,5,5.00
2024-04,VARIANTE,Sprite,8,8,10.00
2024-04,VARIANTE,Valle Frut,8,8,8.00
2024-05,EXTRA,Bistec (1 pza.),181,181,232.00
2024-05,EXTRA,Frijoles,25,24,30.00
2024-05,EXTRA,Huevo Estrellado Ciego (2 pzas.),4,4,4.00
2024-05,EXTRA,Huevo Estrellado Cocido (2 pzas.),55,54,64.00
2024-05,EXTRA,Huevo Estrellado Medio (2 pzas.),74,74,83.00
2024-05,EXTRA,Huevo Estrellado Tierno (2 pzas.),28,28,30.00
2024-05,EXTRA,Huevo Revuelto (2 pzas.),84,84,95.00
2024-05,EXTRA,Huevo Revuelto (p/relleno),52,52,60.00
2024-05,EXTRA,Queso,75,59,72.00
2024-05,EXTRA,Relleno de Guisados,31,31,33.00
2024-05,PETICION,Doradita,44,42,64.00
2024-05,PETICION,En dos platos,12,12,16.00
2024-05,PETICION,Escurrida,21,19,40.00
2024-05,PETICION,Frijoles Aparte,20,17,19.00
2024-05,PETICION,Poca Lechuga,23,23,24.00
2024-05,PETICION,Poco Frijol,7,7,7.00
2024-05,PETICION,Poco Guiso,2,2,2.00
2024-05,PETICION,Sin Aguacate,46,46,47.00
2024-05,PETICION,Sin Crema,183,178,189.00
2024-05,PETICION,Sin Frijoles,19,19,19.00
2024-05,PETICION,Sin Lechuga,70,62,65.00
2024-05,PETICION,Sin Queso,18,18,18.00
2024-05,PETICION,Sin Tomate,66,66,69.00
2024-05,PETICION,Sin Verduras,41,41,47.00
2024-05,PETICION,Verdura Aparte,31,20,20.00
2024-05,VARIANTE,Bocol delgado,4,4,10.00
2024-05,VARIANTE,Coca Cola,59,59,344.00
2024-05,VARIANTE,Coca Cola Sin Azúcar,31,31,132.00
2024-05,VARIANTE,Coca Light,28,28,86.00
2024-05,VARIANTE,Crema,11,11,13.00
2024-05,VARIANTE,Delaware,13,13,22.00
2024-05,VARIANTE,Escuis Fresa,8,8,11.00
2024-05,VARIANTE,Escuis Hierro,5,5,6.00
2024-05,VARIANTE,Escuis Manzana,13,13,18.00
2024-05,VARIANTE,Escuis Piña,7,7,9.00
2024-05,VARIANTE,Fanta,6,6,10.00
2024-05,VARIANTE,Fresca,9,9,11.00
2024-05,VARIANTE,Leche Aparte,11,11,14.00
2024-05,VARIANTE,Lechera,12,12,15.00
2024-05,VARIANTE,Lechero,18,18,25.00
2024-05,VARIANTE,Mantequilla,16,16,43.00
2024-05,VARIANTE,Migada Delgada,6,6,8.00
2024-05,VARIANTE,Natural,8,8,11.00
2024-05,VARIANTE,Naturales,10,7,7.00
2024-05,VARIANTE,Normal,61,61,915.00
2024-05,VARIANTE,Pan Chico Pieza,27,27,127.00
2024-05,VARIANTE,Poca leche,11,11,16.00
2024-05,VARIANTE,Sprite,5,5,5.00
2024-05,VARIANTE,Valle Frut,4,4,4.00
2024-06,EXTRA,Bistec (1 pza.),188,188,234.00
2024-06,EXTRA,Frijoles,45,45,66.00
2024-06,EXTRA,Huevo Estrellado Ciego (2 pzas.),3,3,3.00
2024-06,EXTRA,Huevo Estrellado Cocido (2 pzas.),65,65,83.00
2024-06,EXTRA,Huevo Estrellado Medio (2 pzas.),56,56,66.00
2024-06,EXTRA,Huevo Estrellado Tierno (2 pzas.),33,33,36.00
2024-06,EXTRA,Huevo Revuelto (2 pzas.),87,87,105.00
2024-06,EXTRA,Huevo Revuelto (p/relleno),55,55,59.00
2024-06,EXTRA,Queso,81,60,64.00
2024-06,EXTRA,Queso Extra Pieza,2,1,1.00
2024-06,EXTRA,Relleno de Guisados,43,43,44.00
2024-06,PETICION,Doradita,23,23,30.00
2024-06,PETICION,En dos platos,15,14,15.00
2024-06,PETICION,Escurrida,21,20,41.00
2024-06,PETICION,Frijoles Aparte,18,16,16.00
2024-06,PETICION,Poca Lechuga,19,19,19.00
2024-06,PETICION,Poco Frijol,2,2,2.00
2024-06,PETICION,Poco Guiso,2,2,2.00
2024-06,PETICION,Sin Aguacate,54,54,54.00
2024-06,PETICION,Sin Crema,171,167,182.00
2024-06,PETICION,Sin Frijoles,20,20,21.00
2024-06,PETICION,Sin Lechuga,64,64,65.00
2024-06,PETICION,Sin Queso,11,11,11.00
2024-06,PETICION,Sin Tomate,73,73,74.00
2024-06,PETICION,Sin Verduras,70,70,80.00
2024-06,PETICION,Verdura Aparte,15,15,16.00
2024-06,VARIANTE,Bocol delgado,8,8,8.00
2024-06,VARIANTE,Coca Cola,55,55,357.00
2024-06,VARIANTE,Coca Cola Sin Azúcar,23,23,117.00
2024-06,VARIANTE,Coca Light,27,27,101.00
2024-06,VARIANTE,Crema,12,12,16.00
2024-06,VARIANTE,Delaware,16,16,26.00
2024-06,VARIANTE,Diluido con Agua,2,2,2.00
2024-06,VARIANTE,Escuis Fresa,9,9,9.00
2024-06,VARIANTE,Escuis Hierro,10,10,13.00
2024-06,VARIANTE,Escuis Manzana,12,12,18.00
2024-06,VARIANTE,Escuis Piña,3,3,4.00
2024-06,VARIANTE,Fanta,12,12,16.00
2024-06,VARIANTE,Fresca,5,5,6.00
2024-06,VARIANTE,Leche Aparte,15,15,31.00
2024-06,VARIANTE,Lechera,11,11,12.00
2024-06,VARIANTE,Lechero,13,13,21.00
2024-06,VARIANTE,Mantequilla,34,30,84.00
2024-06,VARIANTE,Mermelada de Fresa,1,1,1.00
2024-06,VARIANTE,Migada Delgada,3,2,3.00
2024-06,VARIANTE,Natural,2,2,2.00
2024-06,VARIANTE,Naturales,1,1,1.00
2024-06,VARIANTE,Normal,60,60,828.00
2024-06,VARIANTE,Pan Chico Pieza,27,27,122.00
2024-06,VARIANTE,Pan Grande Pieza,1,1,1.00
2024-06,VARIANTE,Poca leche,16,16,95.00
2024-06,VARIANTE,Sprite,8,8,11.00
2024-06,VARIANTE,Valle Frut,7,7,10.00
2024-07,EXTRA,Bistec (1 pza.),158,158,198.00
2024-07,EXTRA,Frijoles,38,38,49.00
2024-07,EXTRA,Huevo Estrellado Ciego (2 pzas.),5,5,5.00
2024-07,EXTRA,Huevo Estrellado Cocido (2 pzas.),54,54,62.00
2024-07,EXTRA,Huevo Estrellado Medio (2 pzas.),56,56,71.00
2024-07,EXTRA,Huevo Estrellado Tierno (2 pzas.),36,36,39.00
2024-07,EXTRA,Huevo Revuelto (2 pzas.),70,70,89.00
2024-07,EXTRA,Huevo Revuelto (p/relleno),51,45,46.00
2024-07,EXTRA,Queso,78,54,60.00
2024-07,EXTRA,Queso Extra Pieza,11,5,5.00
2024-07,EXTRA,Relleno de Guisados,35,35,36.00
2024-07,PETICION,Doradita,40,36,57.00
2024-07,PETICION,En dos platos,10,10,10.00
2024-07,PETICION,Escurrida,32,32,66.00
2024-07,PETICION,Frijoles Aparte,17,17,17.00
2024-07,PETICION,Poca Lechuga,26,26,28.00
2024-07,PETICION,Poco Frijol,3,3,3.00
2024-07,PETICION,Poco Guiso,2,2,2.00
2024-07,PETICION,Sin Aguacate,51,51,53.00
2024-07,PETICION,Sin Crema,160,160,172.00
2024-07,PETICION,Sin Frijoles,22,22,24.00
2024-07,PETICION,Sin Lechuga,72,72,76.00
2024-07,PETICION,Sin Queso,22,22,23.00
2024-07,PETICION,Sin Tomate,73,73,76.00
2024-07,PETICION,Sin Verduras,52,52,57.00
2024-07,PETICION,Verdura Aparte,19,19,20.00
2024-07,VARIANTE,Bocol delgado,6,4,10.00
2024-07,VARIANTE,Coca Cola,55,55,365.00
2024-07,VARIANTE,Coca Cola Sin Azúcar,12,12,56.00
2024-07,VARIANTE,Coca Light,29,29,113.00
2024-07,VARIANTE,Crema,16,16,19.00
2024-07,VARIANTE,Delaware,20,20,27.00
2024-07,VARIANTE,Diluido con Agua,2,2,2.00
2024-07,VARIANTE,Escuis Fresa,9,9,11.00
2024-07,VARIANTE,Escuis Hierro,9,9,11.00
2024-07,VARIANTE,Escuis Manzana,15,15,24.00
2024-07,VARIANTE,Escuis Piña,10,10,12.00
2024-07,VARIANTE,Fanta,10,10,11.00
2024-07,VARIANTE,Fresca,6,6,6.00
2024-07,VARIANTE,Leche Aparte,28,28,58.00
2024-07,VARIANTE,Lechera,13,13,15.00
2024-07,VARIANTE,Lechero,13,13,25.00
2024-07,VARIANTE,Mantequilla,38,35,86.00
2024-07,VARIANTE,Medio,1,1,1.00
2024-07,VARIANTE,Mermelada de Fresa,2,2,3.00
2024-07,VARIANTE,Mermelada de Zarzamora,1,1,1.00
2024-07,VARIANTE,Migada Delgada,12,8,16.00
2024-07,VARIANTE,Natural,4,4,4.00
2024-07,VARIANTE,Naturales,15,15,16.00
2024-07,VARIANTE,Normal,62,62,993.00
2024-07,VARIANTE,Pan Chico Pieza,30,30,160.00
2024-07,VARIANTE,Pan Grande Pieza,1,1,1.00
2024-07,VARIANTE,Poca leche,15,15,60.00
2024-07,VARIANTE,Sprite,10,10,13.00
2024-07,VARIANTE,Tierno,3,3,3.00
2024-07,VARIANTE,Valle Frut,18,18,27.00
2024-08,EXTRA,Bistec (1 pza.),141,141,173.00
2024-08,EXTRA,Frijoles,56,55,87.00
2024-08,EXTRA,Huevo Estrellado Ciego (2 pzas.),12,12,13.00
2024-08,EXTRA,Huevo Estrellado Cocido (2 pzas.),52,52,62.00
2024-08,EXTRA,Huevo Estrellado Medio (2 pzas.),55,55,68.00
2024-08,EXTRA,Huevo Estrellado Tierno (2 pzas.),37,37,40.00
2024-08,EXTRA,Huevo Revuelto (2 pzas.),73,73,81.00
2024-08,EXTRA,Huevo Revuelto (p/relleno),58,56,58.00
2024-08,EXTRA,Queso,81,62,62.00
2024-08,EXTRA,Queso Extra Pieza,19,7,7.00
2024-08,EXTRA,Relleno de Guisados,47,47,47.00
2024-08,PETICION,Doradita,14,10,14.00
2024-08,PETICION,En dos platos,49,22,50.00
2024-08,PETICION,Escurrida,3,2,3.00
2024-08,PETICION,Frijoles Aparte,21,21,23.00
2024-08,PETICION,Poca Lechuga,22,22,23.00
2024-08,PETICION,Poco Frijol,2,2,2.00
2024-08,PETICION,Poco Guiso,2,2,2.00
2024-08,PETICION,Sin Aguacate,46,46,46.00
2024-08,PETICION,Sin Crema,133,133,140.00
2024-08,PETICION,Sin Frijoles,32,32,33.00
2024-08,PETICION,Sin Lechuga,67,67,70.00
2024-08,PETICION,Sin Queso,20,19,19.00
2024-08,PETICION,Sin Tomate,68,68,68.00
2024-08,PETICION,Sin Verduras,51,51,55.00
2024-08,PETICION,Verdura Aparte,16,16,18.00
2024-08,VARIANTE,Bocol delgado,6,3,6.00
2024-08,VARIANTE,Coca Cola,55,55,311.00
2024-08,VARIANTE,Coca Cola Sin Azúcar,28,28,125.00
2024-08,VARIANTE,Coca Light,24,24,71.00
2024-08,VARIANTE,Cocido,5,5,5.00
2024-08,VARIANTE,Crema,16,16,23.00
2024-08,VARIANTE,Delaware,23,23,34.00
2024-08,VARIANTE,Diluido con Agua,2,2,2.00
2024-08,VARIANTE,Escuis Fresa,8,8,10.00
2024-08,VARIANTE,Escuis Hierro,6,6,8.00
2024-08,VARIANTE,Escuis Manzana,15,15,23.00
2024-08,VARIANTE,Escuis Piña,4,4,5.00
2024-08,VARIANTE,Fanta,4,4,4.00
2024-08,VARIANTE,Fresca,6,6,6.00
2024-08,VARIANTE,Leche Aparte,10,10,18.00
2024-08,VARIANTE,Lechera,14,14,19.00
2024-08,VARIANTE,Lechero,9,9,15.00
2024-08,VARIANTE,Mantequilla,29,29,83.00
2024-08,VARIANTE,Medio,5,5,6.00
2024-08,VARIANTE,Mermelada de Fresa,2,2,3.00
2024-08,VARIANTE,Migada Delgada,9,6,9.00
2024-08,VARIANTE,Natural,9,9,16.00
2024-08,VARIANTE,Naturales,11,11,12.00
2024-08,VARIANTE,Normal,62,62,1029.00
2024-08,VARIANTE,Pan Chico Pieza,28,28,122.00
2024-08,VARIANTE,Pan Grande Pieza,1,1,1.00
2024-08,VARIANTE,Poca leche,6,6,6.00
2024-08,VARIANTE,Sprite,7,7,7.00
2024-08,VARIANTE,Valle Frut,11,11,13.00
2024-09,EXTRA,Bistec (1 pza.),129,129,155.00
2024-09,EXTRA,Doble Guiso,4,4,4.00
2024-09,EXTRA,Frijoles,50,50,82.00
2024-09,EXTRA,Huevo Estrellado Ciego (2 pzas.),7,7,7.00
2024-09,EXTRA,Huevo Estrellado Cocido (2 pzas.),50,50,60.00
2024-09,EXTRA,Huevo Estrellado Medio (2 pzas.),57,57,66.00
2024-09,EXTRA,Huevo Estrellado Tierno (2 pzas.),28,28,30.00
2024-09,EXTRA,Huevo Revuelto (2 pzas.),67,67,73.00
2024-09,EXTRA,Huevo Revuelto (p/relleno),54,39,45.00
2024-09,EXTRA,Queso,52,39,45.00
2024-09,EXTRA,Queso Extra Pieza,10,3,3.00
2024-09,EXTRA,Relleno de Guisados,36,36,39.00
2024-09,PETICION,Doradita,12,12,17.00
2024-09,PETICION,En dos platos,5,4,4.00
2024-09,PETICION,Escurrida,11,11,19.00
2024-09,PETICION,Frijoles Aparte,25,24,25.00
2024-09,PETICION,Poca Lechuga,19,19,19.00
2024-09,PETICION,Poco Frijol,1,1,1.00
2024-09,PETICION,Poco Guiso,3,3,3.00
2024-09,PETICION,Sin Aguacate,31,31,32.00
2024-09,PETICION,Sin Crema,130,130,137.00
2024-09,PETICION,Sin Frijoles,19,19,20.00
2024-09,PETICION,Sin Lechuga,55,55,56.00
2024-09,PETICION,Sin Queso,7,7,7.00
2024-09,PETICION,Sin Tomate,88,65,66.00
2024-09,PETICION,Sin Verduras,42,42,49.00
2024-09,PETICION,Verdura Aparte,11,11,12.00
2024-09,VARIANTE,Bocol delgado,27,19,32.00
2024-09,VARIANTE,Ciego,1,1,1.00
2024-09,VARIANTE,Coca Cola,60,60,303.00
2024-09,VARIANTE,Coca Cola Sin Azúcar,28,28,117.00
2024-09,VARIANTE,Coca Light,24,24,71.00
2024-09,VARIANTE,Cocido,3,3,3.00
2024-09,VARIANTE,Crema,14,14,16.00
2024-09,VARIANTE,Delaware,13,13,22.00
2024-09,VARIANTE,Diluido con Agua,2,2,3.00
2024-09,VARIANTE,Escuis Fresa,5,5,5.00
2024-09,VARIANTE,Escuis Hierro,6,6,8.00
2024-09,VARIANTE,Escuis Manzana,11,11,15.00
2024-09,VARIANTE,Escuis Piña,6,6,6.00
2024-09,VARIANTE,Fanta,8,8,10.00
2024-09,VARIANTE,Fresca,4,4,4.00
2024-09,VARIANTE,Leche Aparte,9,9,17.00
2024-09,VARIANTE,Lechera,22,22,30.00
2024-09,VARIANTE,Lechero,13,13,23.00
2024-09,VARIANTE,Mantequilla,30,30,95.00
2024-09,VARIANTE,Medio,5,5,6.00
2024-09,VARIANTE,Mermelada de Fresa,4,4,12.00
2024-09,VARIANTE,Migada Delgada,11,8,12.00
2024-09,VARIANTE,Natural,7,7,7.00
2024-09,VARIANTE,Naturales,7,7,8.00
2024-09,VARIANTE,Normal,60,60,1078.00
2024-09,VARIANTE,Pan Chico Pieza,30,30,131.00
2024-09,VARIANTE,Poca leche,13,13,16.00
2024-09,VARIANTE,Sprite,5,5,6.00
2024-09,VARIANTE,Tierno,1,1,1.00
2024-09,VARIANTE,Valle Frut,12,12,17.00
2024-10,EXTRA,Bistec (1 pza.),118,118,142.00
2024-10,EXTRA,Doble Guiso,15,15,18.00
2024-10,EXTRA,Frijoles,41,41,102.00
2024-10,EXTRA,Huevo Estrellado Ciego (2 pzas.),7,7,7.00
2024-10,EXTRA,Huevo Estrellado Cocido (2 pzas.),45,45,51.00
2024-10,EXTRA,Huevo Estrellado Medio (2 pzas.),49,49,59.00
2024-10,EXTRA,Huevo Estrellado Tierno (2 pzas.),28,28,29.00
2024-10,EXTRA,Huevo Revuelto (2 pzas.),62,62,68.00
2024-10,EXTRA,Huevo Revuelto (p/relleno),39,39,43.00
2024-10,EXTRA,Queso,69,46,61.00
2024-10,EXTRA,Queso Extra Pieza,16,7,7.00
2024-10,EXTRA,Relleno de Guisados,40,40,40.00
2024-10,PETICION,Doradita,41,41,58.00
2024-10,PETICION,En dos platos,13,13,13.00
2024-10,PETICION,Escurrida,7,7,12.00
2024-10,PETICION,Frijoles Aparte,17,17,17.00
2024-10,PETICION,Poca Lechuga,22,22,22.00
2024-10,PETICION,Poco Frijol,2,2,2.00
2024-10,PETICION,Sin Aguacate,25,25,25.00
2024-10,PETICION,Sin Crema,106,106,107.00
2024-10,PETICION,Sin Frijoles,9,9,9.00
2024-10,PETICION,Sin Lechuga,64,64,66.00
2024-10,PETICION,Sin Queso,10,10,10.00
2024-10,PETICION,Sin Tomate,66,66,67.00
2024-10,PETICION,Sin Verduras,20,20,20.00
2024-10,PETICION,Verdura Aparte,17,17,17.00
2024-10,VARIANTE,Bocol delgado,14,9,13.00
2024-10,VARIANTE,Coca Cola,61,61,268.00
2024-10,VARIANTE,Coca Cola Sin Azúcar,30,30,88.00
2024-10,VARIANTE,Coca Light,25,25,54.00
2024-10,VARIANTE,Cocido,2,2,2.00
2024-10,VARIANTE,Crema,19,18,23.00
2024-10,VARIANTE,Delaware,13,13,15.00
2024-10,VARIANTE,Diluido con Agua,2,2,2.00
2024-10,VARIANTE,Escuis Fresa,6,6,8.00
2024-10,VARIANTE,Escuis Hierro,4,4,4.00
2024-10,VARIANTE,Escuis Manzana,12,12,15.00
2024-10,VARIANTE,Escuis Piña,4,4,4.00
2024-10,VARIANTE,Fanta,7,7,8.00
2024-10,VARIANTE,Fresca,5,5,5.00
2024-10,VARIANTE,Leche Aparte,19,19,34.00
2024-10,VARIANTE,Lechera,14,14,17.00
2024-10,VARIANTE,Lechero,18,18,34.00
2024-10,VARIANTE,Mantequilla,35,33,108.00
2024-10,VARIANTE,Medio,4,4,5.00
2024-10,VARIANTE,Mermelada de Fresa,1,1,1.00
2024-10,VARIANTE,Mermelada de Zarzamora,1,1,1.00
2024-10,VARIANTE,Migada Delgada,16,12,17.00
2024-10,VARIANTE,Natural,4,4,4.00
2024-10,VARIANTE,Naturales,3,3,3.00
2024-10,VARIANTE,Normal,62,62,1009.00
2024-10,VARIANTE,Pan Chico Pieza,30,30,129.00
2024-10,VARIANTE,Poca leche,23,23,44.00
2024-10,VARIANTE,Sprite,5,5,5.00
2024-10,VARIANTE,Tierno,1,1,1.00
2024-10,VARIANTE,Valle Frut,8,8,11.00
2024-11,EXTRA,Bistec (1 pza.),121,121,144.00
2024-11,EXTRA,Doble Guiso,6,6,6.00
2024-11,EXTRA,Frijoles,47,46,76.00
2024-11,EXTRA,Huevo Estrellado Ciego (2 pzas.),5,5,5.00
2024-11,EXTRA,Huevo Estrellado Cocido (2 pzas.),45,45,52.00
2024-11,EXTRA,Huevo Estrellado Medio (2 pzas.),52,52,61.00
2024-11,EXTRA,Huevo Estrellado Tierno (2 pzas.),28,28,28.00
2024-11,EXTRA,Huevo Revuelto (2 pzas.),59,59,67.00
2024-11,EXTRA,Huevo Revuelto (p/relleno),39,39,40.00
2024-11,EXTRA,Queso,58,38,40.00
2024-11,EXTRA,Queso Extra Pieza,5,2,2.00
2024-11,EXTRA,Relleno de Guisados,47,46,46.00
2024-11,PETICION,Doradita,26,20,28.00
2024-11,PETICION,En dos platos,19,13,16.00
2024-11,PETICION,Escurrida,11,11,22.00
2024-11,PETICION,Frijoles Aparte,8,8,10.00
2024-11,PETICION,Poca Lechuga,17,17,18.00
2024-11,PETICION,Poco Frijol,1,1,1.00
2024-11,PETICION,Poco Guiso,3,3,3.00
2024-11,PETICION,Sin Aguacate,34,34,35.00
2024-11,PETICION,Sin Crema,150,150,154.00
2024-11,PETICION,Sin Frijoles,11,11,12.00
2024-11,PETICION,Sin Lechuga,45,45,45.00
2024-11,PETICION,Sin Queso,13,13,13.00
2024-11,PETICION,Sin Tomate,53,53,54.00
2024-11,PETICION,Sin Verduras,38,38,39.00
2024-11,PETICION,Verdura Aparte,11,11,13.00
2024-11,VARIANTE,Ciego,1,1,1.00
2024-11,VARIANTE,Coca Cola,57,57,288.00
2024-11,VARIANTE,Coca Cola Sin Azúcar,29,29,102.00
2024-11,VARIANTE,Coca Light,28,28,62.00
2024-11,VARIANTE,Cocido,3,3,3.00
2024-11,VARIANTE,Crema,15,15,16.00
2024-11,VARIANTE,Delaware,17,17,22.00
2024-11,VARIANTE,Diluido con Agua,1,1,1.00
2024-11,VARIANTE,Escuis Fresa,4,4,6.00
2024-11,VARIANTE,Escuis Hierro,5,5,5.00
2024-11,VARIANTE,Escuis Manzana,11,11,14.00
2024-11,VARIANTE,Escuis Piña,5,5,5.00
2024-11,VARIANTE,Fanta,5,5,6.00
2024-11,VARIANTE,Fresca,3,3,3.00
2024-11,VARIANTE,Leche Aparte,12,12,18.00
2024-11,VARIANTE,Lechera,15,15,18.00
2024-11,VARIANTE,Lechero,22,22,30.00
2024-11,VARIANTE,Mantequilla,28,28,102.00
2024-11,VARIANTE,Medio,2,2,2.00
2024-11,VARIANTE,Mermelada de Fresa,1,1,1.00
2024-11,VARIANTE,Mermelada de Zarzamora,1,1,1.00
2024-11,VARIANTE,Migada Delgada,10,10,10.00
2024-11,VARIANTE,Natural,4,4,4.00
2024-11,VARIANTE,Naturales,7,7,7.00
2024-11,VARIANTE,Normal,60,60,1091.00
2024-11,VARIANTE,Pan Chico Pieza,30,30,97.00
2024-11,VARIANTE,Poca leche,19,19,33.00
2024-11,VARIANTE,Sprite,5,5,5.00
2024-11,VARIANTE,Tierno,1,1,1.00
2024-11,VARIANTE,Valle Frut,9,9,12.00
2024-12,EXTRA,Bistec (1 pza.),146,146,197.00
2024-12,EXTRA,Doble Guiso,1,1,1.00
2024-12,EXTRA,Frijoles,34,33,55.00
2024-12,EXTRA,Huevo Estrellado Ciego (2 pzas.),3,3,3.00
2024-12,EXTRA,Huevo Estrellado Cocido (2 pzas.),61,61,67.00
2024-12,EXTRA,Huevo Estrellado Medio (2 pzas.),54,54,66.00
2024-12,EXTRA,Huevo Estrellado Tierno (2 pzas.),25,25,26.00
2024-12,EXTRA,Huevo Revuelto (2 pzas.),81,81,94.00
2024-12,EXTRA,Huevo Revuelto (p/relleno),46,46,49.00
2024-12,EXTRA,Queso,80,62,71.00
2024-12,EXTRA,Queso Extra Pieza,37,13,13.00
2024-12,EXTRA,Relleno de Guisados,50,49,51.00
2024-12,PETICION,Doradita,40,34,81.00
2024-12,PETICION,En dos platos,15,15,15.00
2024-12,PETICION,Escurrida,7,7,11.00
2024-12,PETICION,Frijoles Aparte,12,12,13.00
2024-12,PETICION,Poca Lechuga,25,25,25.00
2024-12,PETICION,Poco Frijol,1,1,1.00
2024-12,PETICION,Poco Guiso,4,4,4.00
2024-12,PETICION,Sin Aguacate,46,46,50.00
2024-12,PETICION,Sin Crema,164,163,176.00
2024-12,PETICION,Sin Frijoles,22,22,23.00
2024-12,PETICION,Sin Lechuga,57,57,59.00
2024-12,PETICION,Sin Queso,21,21,23.00
2024-12,PETICION,Sin Tomate,69,69,72.00
2024-12,PETICION,Sin Verduras,36,36,39.00
2024-12,PETICION,Verdura Aparte,11,11,12.00
2024-12,VARIANTE,Bocol delgado,4,2,4.00
2024-12,VARIANTE,Coca Cola,58,58,327.00
2024-12,VARIANTE,Coca Cola Sin Azúcar,28,28,114.00
2024-12,VARIANTE,Coca Light,25,25,66.00
2024-12,VARIANTE,Cocido,3,3,3.00
2024-12,VARIANTE,Crema,19,19,21.00
2024-12,VARIANTE,Delaware,17,17,27.00
2024-12,VARIANTE,Diluido con Agua,1,1,1.00
2024-12,VARIANTE,Escuis Fresa,7,7,9.00
2024-12,VARIANTE,Escuis Hierro,10,10,10.00
2024-12,VARIANTE,Escuis Manzana,16,16,20.00
2024-12,VARIANTE,Escuis Piña,4,4,7.00
2024-12,VARIANTE,Fanta,6,6,7.00
2024-12,VARIANTE,Fresca,2,2,2.00
2024-12,VARIANTE,Leche Aparte,19,19,38.00
2024-12,VARIANTE,Lechera,15,15,18.00
2024-12,VARIANTE,Lechero,16,16,25.00
2024-12,VARIANTE,Mantequilla,34,33,142.00
2024-12,VARIANTE,Medio,2,2,2.00
2024-12,VARIANTE,Mermelada de Fresa,2,2,3.00
2024-12,VARIANTE,Mermelada de Zarzamora,1,1,1.00
2024-12,VARIANTE,Migada Delgada,5,4,6.00
2024-12,VARIANTE,Natural,3,3,3.00
2024-12,VARIANTE,Naturales,10,10,11.00
2024-12,VARIANTE,Normal,60,60,1312.00
2024-12,VARIANTE,Pan Chico Pieza,28,28,126.00
2024-12,VARIANTE,Poca leche,25,25,39.00
2024-12,VARIANTE,Sprite,4,4,4.00
2024-12,VARIANTE,Tierno,1,1,1.00
2024-12,VARIANTE,Valle Frut,10,10,14.00
2025-01,EXTRA,Bistec (1 pza.),147,147,177.00
2025-01,EXTRA,Doble Guiso,8,8,10.00
2025-01,EXTRA,Frijoles,28,28,56.00
2025-01,EXTRA,Huevo Estrellado Ciego (2 pzas.),3,3,3.00
