periodo,tipo,modificador,veces,renglones,unidades_afectadas
2025-10,EXTRA,Huevo Estrellado Tierno (2 pzas.),44,44,48.00
2025-10,EXTRA,Huevo Revuelto (2 pzas.),63,63,70.00
2025-10,EXTRA,Huevo Revuelto (p/relleno),44,44,45.00
2025-10,EXTRA,Queso,59,44,49.00
2025-10,EXTRA,Queso Extra Pieza,6,3,3.00
2025-10,EXTRA,Relleno de Guisados,54,54,56.00
2025-10,PETICION,Doradita,22,22,30.00
2025-10,PETICION,En dos platos,15,15,15.00
2025-10,PETICION,Escurrida,29,29,48.00
2025-10,PETICION,Frijoles Aparte,15,15,15.00
2025-10,PETICION,Poca Lechuga,27,27,27.00
2025-10,PETICION,Poco Frijol,8,8,8.00
2025-10,PETICION,Sin Aguacate,27,27,28.00
2025-10,PETICION,Sin Crema,166,166,172.00
2025-10,PETICION,Sin Frijoles,20,20,20.00
2025-10,PETICION,Sin Lechuga,59,59,61.00
2025-10,PETICION,Sin Queso,13,13,13.00
2025-10,PETICION,Sin Tomate,86,86,86.00
2025-10,PETICION,Sin Verduras,21,21,21.00
2025-10,PETICION,Verdura Aparte,19,19,20.00
2025-10,VARIANTE,Coca Cola,59,59,247.00
2025-10,VARIANTE,Coca Cola Sin Azúcar,30,30,124.00
2025-10,VARIANTE,Coca Light,26,26,51.00
2025-10,VARIANTE,Cocido,2,2,2.00
2025-10,VARIANTE,Crema,11,11,15.00
2025-10,VARIANTE,Delaware,7,7,7.00
2025-10,VARIANTE,Diluido con Agua,10,10,13.00
2025-10,VARIANTE,Escuis Fresa,10,10,13.00
2025-10,VARIANTE,Escuis Hierro,9,9,11.00
2025-10,VARIANTE,Escuis Manzana,11,11,15.00
2025-10,VARIANTE,Escuis Piña,5,5,5.00
2025-10,VARIANTE,Fanta,2,2,2.00
2025-10,VARIANTE,Fresca,4,4,4.00
2025-10,VARIANTE,Leche Aparte,25,25,53.00
2025-10,VARIANTE,Lechera,9,9,12.00
2025-10,VARIANTE,Lechero,21,21,34.00
2025-10,VARIANTE,Mantequilla,31,31,114.00
2025-10,VARIANTE,Medio,3,3,3.00
2025-10,VARIANTE,Mermelada de Fresa,3,3,3.00
2025-10,VARIANTE,Migada Delgada,10,10,10.00
2025-10,VARIANTE,Natural,2,2,2.00
2025-10,VARIANTE,Naturales,2,2,2.00
2025-10,VARIANTE,Normal,62,62,1069.00
2025-10,VARIANTE,Pan Grande Pieza,30,30,131.00
2025-10,VARIANTE,Poca leche,24,24,43.00
2025-10,VARIANTE,Sprite,2,2,2.00
2025-10,VARIANTE,Tierno,4,4,4.00
2025-10,VARIANTE,Valle Frut,7,7,8.00
2025-11,EXTRA,Bistec (1 pza.),105,105,126.00
2025-11,EXTRA,Doble Guiso,2,2,2.00
2025-11,EXTRA,Frijoles,27,27,51.00
2025-11,EXTRA,Huevo Estrellado Ciego (2 pzas.),7,7,7.00
2025-11,EXTRA,Huevo Estrellado Cocido (2 pzas.),30,30,33.00
2025-11,EXTRA,Huevo Estrellado Medio (2 pzas.),32,32,36.00
2025-11,EXTRA,Huevo Estrellado Tierno (2 pzas.),38,38,39.00
2025-11,EXTRA,Huevo Revuelto (2 pzas.),73,73,80.00
2025-11,EXTRA,Huevo Revuelto (p/relleno),49,49,51.00
2025-11,EXTRA,Queso,57,42,56.00
2025-11,EXTRA,Queso Extra Pieza,18,6,6.00
2025-11,EXTRA,Relleno de Guisados,67,67,70.00
2025-11,PETICION,Doradita,18,18,22.00
2025-11,PETICION,En dos platos,10,10,10.00
2025-11,PETICION,Escurrida,30,30,45.00
2025-11,PETICION,Frijoles Aparte,7,7,7.00
2025-11,PETICION,Poca Lechuga,33,33,33.00
2025-11,PETICION,Poco Frijol,10,10,10.00
2025-11,PETICION,Sin Aguacate,38,38,39.00
2025-11,PETICION,Sin Crema,145,145,150.00
2025-11,PETICION,Sin Frijoles,26,26,26.00
2025-11,PETICION,Sin Lechuga,44,44,45.00
2025-11,PETICION,Sin Queso,14,14,14.00
2025-11,PETICION,Sin Tomate,60,60,61.00
2025-11,PETICION,Sin Verduras,45,45,48.00
2025-11,PETICION,Verdura Aparte,10,10,10.00
2025-11,VARIANTE,Bocol delgado,6,4,7.00
2025-11,VARIANTE,Coca Cola,58,58,259.00
2025-11,VARIANTE,Coca Cola Sin Azúcar,28,28,141.00
2025-11,VARIANTE,Coca Light,23,23,44.00
