periodo,guisado,unidades_atribuidas,unidades_presencia,renglones
2026-03,Papa,210.41666666666666666666,215.00,63
2024-04,Nopal,89.00000000000000000000,90.00,48
2024-09,Huevo Cascabel,448.66666666666666666666,472.00,135
2024-06,Barbacoa,517.78333333333333333332,542.00,108
2025-07,Papa,215.66666666666666666666,219.00,65
2025-05,Molida,574.66666666666666666661,615.00,174
2025-03,Chicharrón,1115.86666666666666666659,1195.00,264
2025-06,Molida,625.91666666666666666662,664.00,186
2023-10,Huevo Verde,984.16666666666666666665,1022.00,193
2026-03,Queso,74.00000000000000000000,74.00,46
2026-07,Cochinita,700.41666666666666666664,743.00,212
2023-11,Deshebrada,1701.24999999999999999998,1769.00,283
2023-12,Papa con Chorizo,543.24999999999999999999,574.00,154
2026-01,Huevo Cascabel,394.41666666666666666665,415.00,126
2025-07,Papa con Chorizo,398.91666666666666666664,421.00,134
2025-03,Pollo con Mole,257.33333333333333333331,272.00,110
2026-07,Asado,316.74999999999999999998,335.00,123
2024-08,Pollo con Mole,316.33333333333333333333,325.00,100
2024-03,Cochinita,571.99999999999999999999,605.00,182
2023-10,Nopal,109.33333333333333333333,110.00,54
2025-05,Requesón Picosito,226.66666666666666666666,238.00,96
2023-11,Huevo con Chorizo,266.08333333333333333333,276.00,108
2023-11,Frijoles,87.50000000000000000000,88.00,25
2024-05,Requesón Picosito,148.83333333333333333331,161.00,85
2026-05,Nopal,120.00000000000000000000,129.00,64
2024-05,Asado,312.41666666666666666664,345.00,145
2025-07,Frijoles con Queso,626.00000000000000000000,640.00,104
2024-07,Frijoles con Queso,571.33333333333333333333,589.00,112
2023-09,Papa con Huevo,236.75000000000000000000,245.00,98
2023-12,Nopal,128.00000000000000000000,132.00,58
2023-10,Papa con Huevo,200.50000000000000000000,206.00,79
2024-10,Bistec con Papas,374.33333333333333333331,402.00,152
2026-06,Chicharrón,1202.74999999999999999994,1280.00,263
2026-03,Nopal,110.00000000000000000000,115.00,53
2025-02,Queso,51.00000000000000000000,51.00,34
2024-05,Papa con Huevo,240.33333333333333333333,249.00,94
2024-05,Cochinita,623.66666666666666666663,664.00,200
2024-08,Cochinita,725.91666666666666666665,768.00,207
2024-03,Papa con Huevo,187.41666666666666666666,195.00,82
2026-02,Requesón Picosito,166.58333333333333333332,179.00,83
2025-11,Huevo Verde,1249.53333333333333333329,1306.00,241
2025-01,Frijoles,99.00000000000000000000,99.00,40
2024-10,Papa con Huevo,297.16666666666666666666,302.00,92
2025-01,Huevo Cascabel,409.08333333333333333332,426.00,130
2023-08,Frijoles con Queso,151.50000000000000000000,158.00,37
2024-09,Asado,362.83333333333333333332,387.00,142
2025-05,Chicharrón,1238.66666666666666666662,1328.00,278
2025-04,Chicharrón,1202.99999999999999999995,1277.00,251
2024-12,Requeson,141.33333333333333333333,148.00,67
2026-08,Papa,347.58333333333333333333,356.00,83
2025-01,Nopal,98.50000000000000000000,100.00,45
2024-11,Pollo con Mole,312.08333333333333333331,328.00,102
2026-04,Huevo con Chorizo,306.16666666666666666666,323.00,130
2026-07,Requeson,160.74999999999999999999,169.00,75
2024-09,Molida,607.16666666666666666665,653.00,197
2025-08,Chicharrón,1186.61666666666666666661,1268.00,265
2026-03,Pollo con Mole,228.03333333333333333332,236.00,90
2024-01,Molida,565.99999999999999999998,594.00,153
2026-01,Molida,542.74999999999999999998,568.00,161
2025-01,Bistec con Papas,325.33333333333333333329,352.00,145
2026-06,Huevo Rojo,814.66666666666666666665,843.00,177
2026-07,Pollo con Mole,363.74999999999999999998,384.00,123
2024-07,Cochinita,700.83333333333333333331,744.00,209
2024-07,Huevo con Chorizo,375.16666666666666666666,387.00,129
2026-06,Papa con Huevo,308.49999999999999999999,318.00,109
2024-09,Frijoles con Queso,559.99999999999999999999,572.00,110
2024-12,Pollo con Mole,346.08333333333333333331,369.00,123
2024-02,Nopal,92.00000000000000000000,95.00,50
2024-11,Requesón Picosito,189.33333333333333333333,199.00,96
2026-04,Papa,299.91666666666666666666,309.00,66
2024-11,Queso,81.00000000000000000000,81.00,42
2024-08,Frijoles,104.50000000000000000000,107.00,41
2026-07,Papa,356.41666666666666666666,365.00,70
2024-02,Asado,294.66666666666666666666,308.00,102
2025-06,Huevo Cascabel,414.24999999999999999998,433.00,134
2025-08,Frijoles,100.50000000000000000000,101.00,35
2023-08,Requeson,52.50000000000000000000,53.00,24
2026-02,Cochinita,596.91666666666666666663,632.00,180
2024-04,Requeson,87.50000000000000000000,91.00,47
2026-02,Chicharrón,930.16666666666666666662,985.00,208
2024-11,Asado,319.99999999999999999996,356.00,140
2026-05,Requesón Picosito,204.33333333333333333331,217.00,93
2025-11,Papa con Chorizo,369.11666666666666666666,391.00,135
2024-04,Asado,263.16666666666666666664,288.00,122
2026-06,Papa con Chorizo,377.61666666666666666664,406.00,144
2025-08,Huevo con Nopal,167.58333333333333333333,176.00,72
2024-07,Bistec con Papas,342.83333333333333333332,366.00,126
2025-06,Cochinita,754.91666666666666666663,790.00,187
2024-03,Requesón Picosito,184.00000000000000000000,192.00,85
2024-06,Asado,345.11666666666666666663,378.00,142
2026-07,Bistec con Papas,381.78333333333333333330,416.00,155
2024-06,Frijoles con Queso,524.74999999999999999999,533.00,99
2026-02,Nopal,110.00000000000000000000,112.00,50
2026-09,Bistec con Papas,64.08333333333333333333,68.00,25
2024-06,Bistec con Papas,354.41666666666666666664,383.00,147
2024-11,Deshebrada,1475.33333333333333333326,1585.00,365
2024-04,Deshebrada,1511.83333333333333333330,1590.00,307
2024-03,Molida,504.66666666666666666665,546.00,168
2026-07,Papa con Huevo,313.28333333333333333333,322.00,104
2026-09,Huevo con Chorizo,30.33333333333333333333,33.00,20
2024-04,Huevo con Chorizo,222.91666666666666666666,236.00,108
2024-10,Molida,631.83333333333333333330,665.00,188
2026-02,Deshebrada,1600.74999999999999999993,1685.00,335
2024-02,Pollo con Mole,175.58333333333333333333,180.00,70
2025-07,Barbacoa,414.58333333333333333332,432.00,86
2023-12,Huevo Rojo,829.24999999999999999999,857.00,167
2023-09,Bistec con Papas,193.19999999999999999999,207.00,90
2026-04,Chicharrón,1176.49999999999999999996,1246.00,245
2025-05,Frijoles,77.00000000000000000000,77.00,31
2023-08,Papa con Huevo,86.00000000000000000000,86.00,28
2024-04,Huevo con Nopal,106.00000000000000000000,109.00,49
2026-05,Requeson,122.58333333333333333333,127.00,66
2025-10,Requeson,167.33333333333333333333,175.00,72
2024-09,Pollo con Mole,281.74999999999999999999,295.00,94
2025-01,Molida,596.66666666666666666660,636.00,172
2024-02,Bistec con Papas,236.16666666666666666666,252.00,116
2024-06,Huevo con Nopal,147.99999999999999999999,154.00,70
2026-09,Pollo con Mole,29.75000000000000000000,32.00,17
2024-11,Huevo Rojo,722.58333333333333333333,749.00,158
2025-12,Huevo Cascabel,482.58333333333333333331,500.00,137
2025-07,Requesón Picosito,229.08333333333333333331,239.00,98
2025-07,Huevo Cascabel,426.66666666666666666665,443.00,122
2023-08,Huevo Rojo,234.50000000000000000000,237.00,42
2025-12,Huevo con Chorizo,367.49999999999999999998,383.00,137
2024-08,Chicharrón,1193.69999999999999999993,1282.00,269
2024-09,Frijoles,92.00000000000000000000,93.00,35
2025-06,Huevo Rojo,789.83333333333333333331,812.00,144
2024-05,Barbacoa,468.94999999999999999999,489.00,110
2025-01,Papa con Huevo,263.16666666666666666666,270.00,91
2024-01,Requeson,135.83333333333333333333,140.00,61
2023-09,Huevo Verde,831.03333333333333333333,861.00,163
2024-05,Pollo con Mole,310.49999999999999999999,329.00,108
2025-11,Pollo con Mole,331.83333333333333333332,346.00,112
2023-11,Cochinita,498.91666666666666666666,525.00,153
2025-12,Pollo con Mole,281.16666666666666666665,298.00,111
2025-05,Huevo Cascabel,473.58333333333333333332,493.00,139
2026-08,Molida,610.06666666666666666663,659.00,196
2024-10,Pollo con Mole,298.24999999999999999999,313.00,108
2023-09,Barbacoa,339.24999999999999999999,351.00,80
2024-07,Queso,79.00000000000000000000,79.00,44
2024-03,Chicharrón,888.73333333333333333330,959.00,238
2026-03,Molida,448.94999999999999999995,480.00,157
2026-05,Chicharrón,1245.49999999999999999993,1327.00,273
2026-07,Huevo Cascabel,407.16666666666666666665,431.00,134
2026-09,Papa,43.00000000000000000000,44.00,13
2025-09,Huevo con Chorizo,295.91666666666666666666,307.00,125
2025-12,Frijoles con Queso,867.66666666666666666666,880.00,116
2023-08,Huevo con Chorizo,122.00000000000000000000,123.00,35
2023-08,Molida,150.83333333333333333333,154.00,43
2025-03,Barbacoa,434.49999999999999999999,456.00,106
2024-09,Queso,89.50000000000000000000,90.00,50
2024-06,Frijoles,124.00000000000000000000,124.00,41
2026-09,Barbacoa,46.16666666666666666666,50.00,19
2023-12,Asado,325.16666666666666666665,349.00,135
2026-07,Papa con Chorizo,361.74999999999999999998,386.00,141
2025-03,Huevo Rojo,743.78333333333333333332,770.00,155
2025-12,Queso,91.00000000000000000000,91.00,50
2023-11,Papa,183.49999999999999999999,191.00,61
2025-05,Queso,62.00000000000000000000,62.00,42
2024-09,Requesón Picosito,196.91666666666666666666,208.00,91
2024-05,Chicharrón,1105.16666666666666666662,1190.00,268
2026-01,Huevo con Chorizo,325.08333333333333333333,336.00,127
2024-09,Requeson,154.25000000000000000000,162.00,65
2025-09,Requeson,149.16666666666666666666,154.00,67
2024-11,Frijoles con Queso,647.66666666666666666666,662.00,109
2025-04,Huevo Rojo,771.66666666666666666665,796.00,153
2023-12,Requesón Picosito,151.25000000000000000000,159.00,73
2025-06,Requeson,113.25000000000000000000,115.00,55
2023-09,Deshebrada,1322.19999999999999999998,1386.00,271
2026-03,Cochinita,554.39999999999999999996,597.00,205
2026-02,Papa con Chorizo,304.66666666666666666665,325.00,116
2023-10,Bistec con Papas,269.41666666666666666666,283.00,116
2024-12,Huevo Cascabel,401.08333333333333333332,421.00,139
2025-12,Bistec con Papas,395.49999999999999999998,418.00,139
2026-07,Chicharrón,1192.69999999999999999996,1257.00,258
2026-06,Huevo con Nopal,164.58333333333333333333,173.00,76
2024-03,Deshebrada,1621.31666666666666666663,1702.00,323
2025-06,Queso,61.50000000000000000000,62.00,41
2025-04,Frijoles,95.00000000000000000000,95.00,40
2025-09,Huevo Cascabel,376.08333333333333333333,393.00,133
2023-08,Huevo Cascabel,129.83333333333333333333,131.00,29
2025-01,Requesón Picosito,171.33333333333333333333,181.00,89
2024-04,Papa con Chorizo,325.91666666666666666666,348.00,124
2026-04,Requeson,147.66666666666666666666,154.00,68
2023-12,Frijoles,116.00000000000000000000,116.00,34
2026-06,Huevo Verde,1393.69999999999999999997,1463.00,263
2026-02,Papa con Huevo,249.58333333333333333333,256.00,94
2025-09,Papa con Chorizo,362.99999999999999999999,378.00,115
2025-01,Queso,72.00000000000000000000,72.00,43
2025-01,Cochinita,682.08333333333333333331,720.00,181
2026-06,Nopal,166.00000000000000000000,181.00,86
2024-04,Huevo Rojo,546.74999999999999999999,576.00,155
2024-02,Huevo Rojo,616.99999999999999999997,650.00,164
2023-11,Requesón Picosito,146.25000000000000000000,149.00,64
2026-02,Requeson,114.58333333333333333333,120.00,58
2024-08,Huevo Rojo,888.74999999999999999998,916.00,172
2023-08,Bistec con Papas,67.58333333333333333333,69.00,32
2023-10,Queso,48.00000000000000000000,48.00,30
2025-09,Huevo Rojo,739.58333333333333333332,768.00,176
2025-08,Papa con Huevo,301.08333333333333333333,310.00,96
2026-09,Huevo Rojo,94.00000000000000000000,102.00,31
2025-01,Huevo con Chorizo,311.33333333333333333332,326.00,131
2025-04,Requesón Picosito,268.75000000000000000000,278.00,100
2025-04,Papa con Chorizo,430.16666666666666666664,456.00,139
2025-11,Huevo Rojo,733.66666666666666666665,757.00,146
2025-08,Huevo Cascabel,456.58333333333333333332,475.00,136
2026-04,Pollo con Mole,246.98333333333333333331,260.00,101
2026-09,Chicharrón,157.58333333333333333332,174.00,51
2024-02,Frijoles,102.00000000000000000000,102.00,33
2025-05,Pollo con Mole,308.58333333333333333331,331.00,137
2024-02,Queso,53.00000000000000000000,53.00,36
2024-02,Huevo Cascabel,464.08333333333333333332,482.00,123
2026-05,Frijoles,86.00000000000000000000,86.00,28
2026-07,Huevo con Nopal,205.58333333333333333334,212.00,78
2024-03,Frijoles con Queso,513.74999999999999999999,527.00,92
2026-06,Queso,113.00000000000000000000,113.00,54
2024-06,Queso,67.00000000000000000000,67.00,38
2024-08,Huevo con Nopal,159.16666666666666666667,165.00,71
2026-02,Queso,59.00000000000000000000,59.00,30
2026-05,Huevo Verde,1517.41666666666666666660,1589.00,276
2024-05,Huevo Cascabel,495.49999999999999999999,518.00,135
2026-01,Barbacoa,448.49999999999999999998,463.00,98
2025-10,Huevo Cascabel,378.41666666666666666665,398.00,129
2024-10,Papa con Chorizo,426.33333333333333333330,452.00,148
2023-12,Chicharrón,1158.74999999999999999996,1225.00,241
2026-01,Frijoles con Queso,562.49999999999999999999,582.00,108
2025-04,Nopal,133.33333333333333333333,137.00,55
2024-03,Nopal,132.50000000000000000000,134.00,50
2025-11,Papa,199.24999999999999999999,205.00,55
2023-10,Deshebrada,1613.91666666666666666664,1666.00,272
2024-10,Frijoles,106.00000000000000000000,106.00,43
2025-06,Pollo con Mole,284.58333333333333333332,294.00,95
2024-05,Frijoles,87.00000000000000000000,87.00,33
2025-02,Requeson,107.08333333333333333333,112.00,50
2024-05,Huevo Rojo,755.94999999999999999998,785.00,174
2025-11,Requeson,161.33333333333333333333,166.00,74
2024-04,Huevo Verde,893.99999999999999999998,936.00,195
2024-05,Requeson,103.24999999999999999999,110.00,61
2024-09,Chicharrón,1286.49999999999999999997,1363.00,249
2024-11,Papa con Huevo,282.83333333333333333333,294.00,101
2023-08,Nopal,46.00000000000000000000,46.00,22
2025-10,Papa con Chorizo,339.83333333333333333332,360.00,136
2026-08,Nopal,123.50000000000000000000,128.00,63
2025-07,Cochinita,752.74999999999999999996,790.00,196
2024-04,Frijoles,104.00000000000000000000,105.00,32
2024-01,Huevo Verde,1028.03333333333333333332,1070.00,203
2025-08,Barbacoa,615.58333333333333333331,638.00,115
2026-05,Cochinita,625.49999999999999999996,665.00,191
2026-02,Huevo con Chorizo,236.24999999999999999999,247.00,102
2025-07,Huevo Verde,1195.24999999999999999995,1249.00,246
2026-01,Requesón Picosito,183.50000000000000000000,192.00,88
2024-10,Barbacoa,553.08333333333333333333,567.00,115
2026-09,Papa con Chorizo,54.50000000000000000000,56.00,18
2025-01,Deshebrada,1782.33333333333333333326,1877.00,345
2026-02,Huevo Cascabel,319.58333333333333333332,334.00,116
2023-11,Huevo con Nopal,146.33333333333333333333,151.00,65
2024-02,Molida,546.58333333333333333330,580.00,157
2025-11,Requesón Picosito,200.74999999999999999999,208.00,89
2025-08,Asado,312.69999999999999999999,342.00,135
2025-08,Molida,595.11666666666666666661,641.00,189
2025-05,Asado,336.08333333333333333331,356.00,131
2024-06,Papa con Huevo,208.33333333333333333333,221.00,96
2025-10,Bistec con Papas,307.83333333333333333332,325.00,119
2023-08,Huevo con Nopal,48.50000000000000000000,49.00,19
2025-06,Asado,374.08333333333333333332,402.00,151
2025-02,Papa,150.45000000000000000000,158.00,56
2025-06,Chicharrón,1157.24999999999999999996,1228.00,250
2023-08,Cochinita,190.50000000000000000000,197.00,51
2024-10,Asado,335.58333333333333333333,353.00,124
2025-01,Huevo Verde,1200.41666666666666666661,1256.00,226
2023-11,Huevo Verde,943.33333333333333333331,981.00,192
2026-01,Huevo Verde,1189.16666666666666666663,1246.00,232
2024-08,Huevo Verde,1126.83333333333333333331,1187.00,247
2025-01,Papa con Chorizo,361.24999999999999999997,390.00,147
2025-09,Frijoles con Queso,571.83333333333333333333,591.00,112
2024-07,Asado,354.41666666666666666665,378.00,145
2026-04,Nopal,104.00000000000000000000,115.00,66
2025-08,Requeson,160.58333333333333333333,168.00,66
2026-06,Deshebrada,1763.49999999999999999996,1849.00,374
2026-09,Requeson,22.00000000000000000000,23.00,12
2025-10,Huevo con Nopal,131.91666666666666666666,139.00,70
2024-12,Bistec con Papas,366.08333333333333333329,389.00,130
2024-10,Queso,65.50000000000000000000,66.00,45
2024-01,Deshebrada,1673.33333333333333333329,1743.00,310
2024-06,Papa,215.16666666666666666666,222.00,69
2023-12,Huevo con Chorizo,345.99999999999999999999,358.00,116
2024-12,Requesón Picosito,196.50000000000000000000,203.00,78
2023-09,Chicharrón,795.19999999999999999997,835.00,174
2026-01,Huevo con Nopal,191.08333333333333333333,198.00,79
2025-10,Asado,288.33333333333333333332,306.00,123
2024-09,Bistec con Papas,309.91666666666666666665,326.00,120
2026-01,Bistec con Papas,320.16666666666666666665,336.00,109
2025-10,Nopal,82.33333333333333333333,85.00,41
2024-12,Queso,85.00000000000000000000,85.00,49
2025-10,Requesón Picosito,194.50000000000000000000,202.00,73
2026-04,Deshebrada,1768.61666666666666666659,1864.00,353
2025-12,Requeson,138.33333333333333333332,145.00,64
2026-06,Requeson,118.50000000000000000000,124.00,58
2025-05,Barbacoa,389.49999999999999999999,411.00,96
2024-01,Barbacoa,335.99999999999999999999,350.00,82
2024-08,Frijoles con Queso,579.08333333333333333333,593.00,95
2025-12,Nopal,103.00000000000000000000,105.00,43
2024-12,Frijoles con Queso,720.74999999999999999999,748.00,122
2024-01,Bistec con Papas,245.33333333333333333333,255.00,106
2026-02,Papa,165.50000000000000000000,176.00,59
2024-08,Asado,371.74999999999999999998,403.00,150
2025-03,Cochinita,622.99999999999999999997,664.00,189
2024-06,Deshebrada,1733.19999999999999999992,1842.00,367
2025-03,Papa,219.24999999999999999999,226.00,63
2026-06,Pollo con Mole,276.33333333333333333332,291.00,107
2025-12,Huevo Rojo,888.91666666666666666665,922.00,182
2025-08,Huevo Verde,1343.66666666666666666661,1412.00,274
2026-08,Frijoles con Queso,611.56666666666666666666,626.00,115
2025-08,Papa con Chorizo,477.83333333333333333330,506.00,150
2026-06,Bistec con Papas,414.44999999999999999997,446.00,155
2023-11,Bistec con Papas,222.33333333333333333332,236.00,109
2023-12,Deshebrada,2188.49999999999999999998,2290.00,377
2024-10,Requesón Picosito,173.83333333333333333333,182.00,86
2025-09,Requesón Picosito,186.83333333333333333333,195.00,80
2025-10,Frijoles con Queso,465.08333333333333333333,473.00,104
2024-10,Huevo Rojo,714.16666666666666666666,739.00,164
2025-09,Nopal,99.33333333333333333333,101.00,42
2025-02,Asado,264.28333333333333333330,288.00,128
2025-06,Papa,227.00000000000000000000,230.00,65
2024-04,Frijoles con Queso,398.58333333333333333333,405.00,88
2025-06,Frijoles,84.00000000000000000000,86.00,32
2023-08,Chicharrón,305.25000000000000000000,312.00,49
2024-08,Deshebrada,1632.44999999999999999993,1746.00,384
2026-04,Requesón Picosito,220.91666666666666666665,231.00,87
2026-08,Huevo Rojo,842.98333333333333333332,888.00,199
2026-03,Asado,245.33333333333333333331,262.00,110
2024-02,Cochinita,566.66666666666666666665,596.00,167
2024-09,Deshebrada,1696.49999999999999999996,1793.00,337
2025-02,Pollo con Mole,256.41666666666666666666,267.00,98
2024-05,Deshebrada,1739.91666666666666666660,1846.00,369
2023-11,Molida,549.83333333333333333332,571.00,136
2024-03,Huevo Cascabel,542.99999999999999999999,557.00,122
2024-04,Requesón Picosito,139.25000000000000000000,148.00,74
2024-06,Chicharrón,1137.58333333333333333325,1224.00,265
2026-08,Barbacoa,766.69999999999999999999,798.00,158
2026-02,Asado,222.41666666666666666666,236.00,95
2024-02,Papa con Chorizo,375.41666666666666666665,393.00,116
2026-06,Frijoles con Queso,537.03333333333333333333,564.00,127
2024-10,Frijoles con Queso,574.24999999999999999999,583.00,100
2025-05,Huevo con Chorizo,388.58333333333333333333,402.00,142
2026-03,Frijoles con Queso,565.69999999999999999999,587.00,126
2025-12,Huevo con Nopal,164.91666666666666666666,172.00,68
2024-10,Requeson,131.50000000000000000000,134.00,54
2025-05,Cochinita,730.99999999999999999998,768.00,182
2024-07,Barbacoa,416.41666666666666666665,438.00,112
2024-06,Papa con Chorizo,444.66666666666666666665,471.00,156
