fecha,tipo,modificador,veces,renglones,unidades_afectadas
2026-04-12,VARIANTE,Escuis Manzana,1,1,2.00
2026-04-12,VARIANTE,Leche Aparte,1,1,3.00
2026-04-12,VARIANTE,Lechera,1,1,1.00
2026-04-12,VARIANTE,Lechero,1,1,4.00
2026-04-12,VARIANTE,Mantequilla,1,1,4.00
2026-04-12,VARIANTE,Migada Delgada,2,2,2.00
2026-04-12,VARIANTE,Normal,2,2,45.00
2026-04-12,VARIANTE,Pan Grande Pieza,1,1,4.00
2026-04-13,EXTRA,Bistec (1 pza.),3,3,3.00
2026-04-13,EXTRA,Frijoles,3,3,3.00
2026-04-13,EXTRA,Huevo Estrellado Cocido (2 pzas.),3,3,3.00
2026-04-13,EXTRA,Huevo Estrellado Medio (2 pzas.),1,1,1.00
2026-04-13,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-04-13,EXTRA,Huevo Revuelto (2 pzas.),1,1,1.00
2026-04-13,EXTRA,Huevo Revuelto (p/relleno),3,3,4.00
2026-04-13,EXTRA,Queso,2,2,2.00
2026-04-13,EXTRA,Relleno de Guisados,2,2,2.00
2026-04-13,PETICION,Poca Lechuga,1,1,1.00
2026-04-13,PETICION,Poco Guiso,1,1,1.00
2026-04-13,PETICION,Sin Aguacate,1,1,1.00
2026-04-13,PETICION,Sin Crema,6,6,6.00
2026-04-13,PETICION,Sin Frijoles,2,2,3.00
2026-04-13,PETICION,Sin Lechuga,1,1,1.00
2026-04-13,PETICION,Sin Queso,1,1,1.00
2026-04-13,PETICION,Sin Tomate,2,2,2.00
2026-04-13,VARIANTE,Coca Cola,2,2,6.00
2026-04-13,VARIANTE,Coca Cola Sin Azúcar,1,1,5.00
2026-04-13,VARIANTE,Coca Light,1,1,4.00
2026-04-13,VARIANTE,Cocido,1,1,1.00
2026-04-13,VARIANTE,Crema,1,1,1.00
2026-04-13,VARIANTE,Lechera,1,1,1.00
2026-04-13,VARIANTE,Mantequilla,1,1,5.00
2026-04-13,VARIANTE,Normal,2,2,32.00
2026-04-13,VARIANTE,Pan Grande Pieza,1,1,2.00
2026-04-13,VARIANTE,Poca leche,1,1,1.00
2026-04-13,VARIANTE,Valle Frut,1,1,1.00
2026-04-14,EXTRA,Bistec (1 pza.),4,4,4.00
2026-04-14,EXTRA,Frijoles,1,1,2.00
2026-04-14,EXTRA,Huevo Estrellado Medio (2 pzas.),2,2,2.00
2026-04-14,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-04-14,EXTRA,Huevo Revuelto (2 pzas.),2,2,2.00
2026-04-14,EXTRA,Huevo Revuelto (p/relleno),1,1,1.00
2026-04-14,EXTRA,Queso Extra Pieza,1,1,1.00
2026-04-14,EXTRA,Relleno de Guisados,2,2,2.00
2026-04-14,PETICION,En dos platos,1,1,1.00
2026-04-14,PETICION,Escurrida,1,1,1.00
2026-04-14,PETICION,Sin Crema,3,3,3.00
2026-04-14,PETICION,Sin Frijoles,1,1,1.00
2026-04-14,PETICION,Sin Lechuga,1,1,1.00
2026-04-14,PETICION,Sin Tomate,1,1,1.00
2026-04-14,VARIANTE,Coca Cola,1,1,4.00
2026-04-14,VARIANTE,Coca Cola Sin Azúcar,1,1,3.00
2026-04-14,VARIANTE,Coca Light,1,1,4.00
2026-04-14,VARIANTE,Delaware,1,1,1.00
2026-04-14,VARIANTE,Escuis Piña,1,1,1.00
2026-04-14,VARIANTE,Mantequilla,1,1,4.00
2026-04-14,VARIANTE,Natural,1,1,1.00
2026-04-14,VARIANTE,Normal,2,2,35.00
2026-04-14,VARIANTE,Pan Grande Pieza,1,1,1.00
2026-04-14,VARIANTE,Poca leche,1,1,1.00
2026-04-14,VARIANTE,Tierno,1,1,1.00
2026-04-15,EXTRA,Bistec (1 pza.),2,2,2.00
2026-04-15,EXTRA,Frijoles,1,1,1.00
2026-04-15,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-04-15,EXTRA,Huevo Estrellado Medio (2 pzas.),2,2,2.00
2026-04-15,EXTRA,Huevo Estrellado Tierno (2 pzas.),2,2,2.00
2026-04-15,EXTRA,Huevo Revuelto (2 pzas.),1,1,1.00
2026-04-15,EXTRA,Huevo Revuelto (p/relleno),1,1,1.00
2026-04-15,EXTRA,Relleno de Guisados,3,3,3.00
2026-04-15,PETICION,Escurrida,2,2,9.00
2026-04-15,PETICION,Frijoles Aparte,1,1,1.00
2026-04-15,PETICION,Sin Crema,6,6,6.00
2026-04-15,PETICION,Sin Lechuga,1,1,1.00
2026-04-15,PETICION,Sin Queso,1,1,1.00
2026-04-15,PETICION,Sin Tomate,2,2,2.00
2026-04-15,VARIANTE,Coca Cola,2,2,5.00
2026-04-15,VARIANTE,Leche Aparte,1,1,6.00
2026-04-15,VARIANTE,Lechera,1,1,1.00
2026-04-15,VARIANTE,Lechero,1,1,2.00
2026-04-15,VARIANTE,Mantequilla,1,1,3.00
2026-04-15,VARIANTE,Normal,2,2,27.00
2026-04-15,VARIANTE,Pan Grande Pieza,1,1,6.00
2026-04-15,VARIANTE,Poca leche,1,1,2.00
2026-04-16,EXTRA,Bistec (1 pza.),5,5,5.00
2026-04-16,EXTRA,Chorizo,1,1,1.00
2026-04-16,EXTRA,Frijoles,2,2,2.00
2026-04-16,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-04-16,EXTRA,Huevo Estrellado Medio (2 pzas.),1,1,1.00
2026-04-16,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-04-16,EXTRA,Huevo Revuelto (2 pzas.),2,2,2.00
2026-04-16,EXTRA,Huevo Revuelto (p/relleno),2,2,2.00
2026-04-16,EXTRA,Queso,1,1,1.00
2026-04-16,EXTRA,Relleno de Guisados,2,2,2.00
2026-04-16,PETICION,Poca Lechuga,2,2,2.00
2026-04-16,PETICION,Sin Crema,5,5,5.00
2026-04-16,PETICION,Sin Frijoles,2,2,2.00
2026-04-16,PETICION,Sin Lechuga,2,2,2.00
2026-04-16,PETICION,Sin Tomate,1,1,1.00
2026-04-16,VARIANTE,Coca Cola,2,2,10.00
2026-04-16,VARIANTE,Coca Cola Sin Azúcar,2,2,7.00
2026-04-16,VARIANTE,Leche Aparte,2,2,9.00
2026-04-16,VARIANTE,Mantequilla,1,1,3.00
2026-04-16,VARIANTE,Migada Delgada,1,1,1.00
2026-04-16,VARIANTE,Natural,1,1,2.00
2026-04-16,VARIANTE,Normal,2,2,42.00
2026-04-16,VARIANTE,Pan Grande Pieza,1,1,5.00
2026-04-16,VARIANTE,Poca leche,1,1,1.00
2026-04-16,VARIANTE,Sprite,1,1,1.00
2026-04-17,EXTRA,Bistec (1 pza.),8,8,8.00
2026-04-17,EXTRA,Doble Guiso,3,3,5.00
2026-04-17,EXTRA,Huevo Estrellado Ciego (2 pzas.),1,1,1.00
2026-04-17,EXTRA,Huevo Estrellado Cocido (2 pzas.),4,4,4.00
2026-04-17,EXTRA,Huevo Revuelto (2 pzas.),3,3,3.00
2026-04-17,EXTRA,Huevo Revuelto (p/relleno),4,4,5.00
2026-04-17,EXTRA,Queso,10,6,8.00
2026-04-17,EXTRA,Relleno de Guisados,4,4,4.00
2026-04-17,PETICION,Sin Aguacate,1,1,1.00
2026-04-17,PETICION,Sin Crema,4,4,4.00
2026-04-17,PETICION,Sin Lechuga,6,6,6.00
2026-04-17,PETICION,Sin Queso,1,1,1.00
2026-04-17,VARIANTE,Coca Cola,2,2,8.00
2026-04-17,VARIANTE,Coca Cola Sin Azúcar,1,1,2.00
2026-04-17,VARIANTE,Coca Light,1,1,5.00
2026-04-17,VARIANTE,Crema,2,2,2.00
2026-04-17,VARIANTE,Delaware,1,1,1.00
2026-04-17,VARIANTE,Escuis Hierro,1,1,1.00
2026-04-17,VARIANTE,Lechera,1,1,1.00
2026-04-17,VARIANTE,Lechero,1,1,1.00
2026-04-17,VARIANTE,Mantequilla,1,1,2.00
2026-04-17,VARIANTE,Natural,1,1,1.00
2026-04-17,VARIANTE,Normal,2,2,37.00
2026-04-17,VARIANTE,Pan Grande Pieza,1,1,4.00
2026-04-18,EXTRA,Bistec (1 pza.),7,7,7.00
2026-04-18,EXTRA,Frijoles,6,6,6.00
2026-04-18,EXTRA,Huevo Estrellado Medio (2 pzas.),1,1,1.00
2026-04-18,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-04-18,EXTRA,Huevo Revuelto (2 pzas.),3,3,3.00
2026-04-18,EXTRA,Huevo Revuelto (p/relleno),1,1,1.00
2026-04-18,EXTRA,Queso,5,4,4.00
2026-04-18,EXTRA,Queso Extra Pieza,2,1,1.00
2026-04-18,EXTRA,Relleno de Guisados,2,2,2.00
2026-04-18,PETICION,Escurrida,2,2,2.00
2026-04-18,PETICION,Poca Lechuga,3,3,3.00
2026-04-18,PETICION,Sin Aguacate,2,2,2.00
2026-04-18,PETICION,Sin Crema,9,9,9.00
2026-04-18,PETICION,Sin Frijoles,1,1,1.00
2026-04-18,PETICION,Sin Lechuga,8,8,8.00
2026-04-18,PETICION,Sin Tomate,8,8,8.00
2026-04-18,PETICION,Sin Verduras,1,1,1.00
2026-04-18,VARIANTE,Coca Cola,2,2,15.00
2026-04-18,VARIANTE,Coca Cola Sin Azúcar,2,2,7.00
2026-04-18,VARIANTE,Coca Light,1,1,3.00
2026-04-18,VARIANTE,Crema,3,3,3.00
2026-04-18,VARIANTE,Escuis Hierro,1,1,1.00
2026-04-18,VARIANTE,Escuis Manzana,1,1,1.00
2026-04-18,VARIANTE,Lechera,2,2,2.00
2026-04-18,VARIANTE,Mantequilla,1,1,6.00
2026-04-18,VARIANTE,Normal,2,2,76.00
2026-04-18,VARIANTE,Pan Grande Pieza,1,1,7.00
2026-04-18,VARIANTE,Valle Frut,1,1,1.00
2026-04-19,EXTRA,Bistec (1 pza.),6,6,7.00
2026-04-19,EXTRA,Huevo Estrellado Cocido (2 pzas.),2,2,2.00
2026-04-19,EXTRA,Huevo Estrellado Medio (2 pzas.),3,3,3.00
2026-04-19,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-04-19,EXTRA,Huevo Revuelto (2 pzas.),3,3,3.00
2026-04-19,EXTRA,Huevo Revuelto (p/relleno),2,2,2.00
2026-04-19,EXTRA,Queso,4,3,3.00
2026-04-19,EXTRA,Queso Extra Pieza,2,1,1.00
2026-04-19,EXTRA,Relleno de Guisados,2,2,2.00
2026-04-19,PETICION,Doradita,1,1,3.00
2026-04-19,PETICION,En dos platos,2,2,2.00
2026-04-19,PETICION,Escurrida,4,4,16.00
2026-04-19,PETICION,Sin Aguacate,2,2,2.00
2026-04-19,PETICION,Sin Crema,11,11,11.00
2026-04-19,PETICION,Sin Lechuga,4,4,4.00
2026-04-19,PETICION,Sin Tomate,4,4,4.00
2026-04-19,VARIANTE,Coca Cola,2,2,11.00
2026-04-19,VARIANTE,Coca Cola Sin Azúcar,1,1,6.00
2026-04-19,VARIANTE,Coca Light,1,1,3.00
2026-04-19,VARIANTE,Crema,2,2,2.00
2026-04-19,VARIANTE,Escuis Piña,1,1,1.00
2026-04-19,VARIANTE,Leche Aparte,1,1,1.00
2026-04-19,VARIANTE,Lechera,1,1,1.00
2026-04-19,VARIANTE,Lechero,1,1,1.00
2026-04-19,VARIANTE,Mantequilla,1,1,4.00
2026-04-19,VARIANTE,Natural,1,1,1.00
2026-04-19,VARIANTE,Normal,2,2,79.00
2026-04-19,VARIANTE,Pan Grande Pieza,1,1,7.00
2026-04-19,VARIANTE,Poca leche,1,1,3.00
2026-04-20,EXTRA,Bistec (1 pza.),2,2,2.00
2026-04-20,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-04-20,EXTRA,Huevo Revuelto (2 pzas.),3,3,3.00
2026-04-20,EXTRA,Queso,2,1,1.00
2026-04-20,EXTRA,Queso Extra Pieza,2,1,1.00
2026-04-20,EXTRA,Relleno de Guisados,1,1,1.00
2026-04-20,PETICION,Sin Crema,4,4,6.00
2026-04-20,VARIANTE,Coca Cola,2,2,10.00
2026-04-20,VARIANTE,Coca Cola Sin Azúcar,1,1,8.00
2026-04-20,VARIANTE,Coca Light,1,1,2.00
2026-04-20,VARIANTE,Delaware,1,1,1.00
2026-04-20,VARIANTE,Escuis Manzana,1,1,1.00
2026-04-20,VARIANTE,Fanta,1,1,1.00
2026-04-20,VARIANTE,Leche Aparte,1,1,2.00
2026-04-20,VARIANTE,Lechero,1,1,1.00
2026-04-20,VARIANTE,Mantequilla,1,1,4.00
2026-04-20,VARIANTE,Normal,2,2,40.00
2026-04-20,VARIANTE,Poca leche,1,1,1.00
2026-04-20,VARIANTE,Sprite,1,1,2.00
2026-04-21,EXTRA,Bistec (1 pza.),4,4,6.00
2026-04-21,EXTRA,Frijoles,1,1,1.00
2026-04-21,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-04-21,EXTRA,Huevo Revuelto (2 pzas.),1,1,1.00
2026-04-21,PETICION,Doradita,1,1,5.00
2026-04-21,PETICION,Escurrida,1,1,1.00
2026-04-21,PETICION,Sin Aguacate,1,1,1.00
2026-04-21,PETICION,Sin Crema,5,5,5.00
2026-04-21,PETICION,Sin Lechuga,2,2,2.00
2026-04-21,PETICION,Sin Tomate,1,1,1.00
2026-04-21,VARIANTE,Coca Cola,2,2,6.00
2026-04-21,VARIANTE,Crema,1,1,1.00
2026-04-21,VARIANTE,Delaware,1,1,1.00
2026-04-21,VARIANTE,Lechera,1,1,1.00
2026-04-21,VARIANTE,Mantequilla,2,2,3.00
2026-04-21,VARIANTE,Mermelada de Fresa,1,1,2.00
2026-04-21,VARIANTE,Naturales,1,1,1.00
2026-04-21,VARIANTE,Normal,2,2,39.00
2026-04-21,VARIANTE,Pan Grande Pieza,1,1,1.00
2026-04-21,VARIANTE,Poca leche,1,1,2.00
2026-04-21,VARIANTE,Sprite,1,1,1.00
2026-04-22,EXTRA,Bistec (1 pza.),7,7,8.00
2026-04-22,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-04-22,EXTRA,Huevo Estrellado Medio (2 pzas.),2,2,3.00
2026-04-22,EXTRA,Huevo Estrellado Tierno (2 pzas.),2,2,2.00
2026-04-22,EXTRA,Huevo Revuelto (2 pzas.),2,2,2.00
2026-04-22,EXTRA,Queso,5,3,3.00
2026-04-22,EXTRA,Relleno de Guisados,2,2,2.00
2026-04-22,PETICION,Doradita,2,2,3.00
2026-04-22,PETICION,Sin Crema,3,3,3.00
2026-04-22,PETICION,Sin Frijoles,1,1,1.00
2026-04-22,PETICION,Sin Lechuga,1,1,1.00
2026-04-22,PETICION,Sin Tomate,3,3,3.00
2026-04-22,VARIANTE,Coca Cola,2,2,10.00
2026-04-22,VARIANTE,Coca Cola Sin Azúcar,1,1,2.00
2026-04-22,VARIANTE,Coca Light,1,1,1.00
2026-04-22,VARIANTE,Escuis Fresa,1,1,1.00
2026-04-22,VARIANTE,Leche Aparte,1,1,1.00
2026-04-22,VARIANTE,Lechero,1,1,2.00
2026-04-22,VARIANTE,Mantequilla,1,1,1.00
2026-04-22,VARIANTE,Medio,1,1,1.00
2026-04-22,VARIANTE,Natural,1,1,1.00
2026-04-22,VARIANTE,Normal,2,2,32.00
2026-04-22,VARIANTE,Pan Grande Pieza,1,1,2.00
2026-04-22,VARIANTE,Tierno,1,1,1.00
2026-04-23,EXTRA,Bistec (1 pza.),1,1,1.00
2026-04-23,EXTRA,Chorizo Extra Pieza,1,1,1.00
2026-04-23,EXTRA,Huevo Estrellado Ciego (2 pzas.),1,1,1.00
2026-04-23,EXTRA,Huevo Estrellado Cocido (2 pzas.),2,2,2.00
2026-04-23,EXTRA,Huevo Estrellado Medio (2 pzas.),1,1,1.00
2026-04-23,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-04-23,EXTRA,Huevo Revuelto (2 pzas.),2,2,2.00
2026-04-23,EXTRA,Queso,1,1,1.00
2026-04-23,EXTRA,Queso Extra Pieza,2,1,1.00
2026-04-23,EXTRA,Relleno de Guisados,1,1,1.00
2026-04-23,PETICION,Poco Frijol,1,1,1.00
2026-04-23,PETICION,Sin Crema,4,4,5.00
2026-04-23,PETICION,Sin Lechuga,1,1,1.00
2026-04-23,PETICION,Sin Tomate,2,2,2.00
2026-04-23,PETICION,Sin Verduras,1,1,1.00
2026-04-23,VARIANTE,Coca Cola,2,2,12.00
2026-04-23,VARIANTE,Coca Cola Sin Azúcar,1,1,7.00
2026-04-23,VARIANTE,Coca Light,1,1,4.00
2026-04-23,VARIANTE,Delaware,1,1,1.00
2026-04-23,VARIANTE,Leche Aparte,1,1,2.00
2026-04-23,VARIANTE,Lechero,1,1,2.00
2026-04-23,VARIANTE,Mantequilla,1,1,3.00
2026-04-23,VARIANTE,Normal,2,2,33.00
2026-04-23,VARIANTE,Pan Grande Pieza,1,1,1.00
2026-04-23,VARIANTE,Poca leche,1,1,3.00
2026-04-23,VARIANTE,Valle Frut,1,1,1.00
2026-04-24,EXTRA,Bistec (1 pza.),1,1,1.00
2026-04-24,EXTRA,Frijoles,2,2,2.00
2026-04-24,EXTRA,Huevo Estrellado Ciego (2 pzas.),1,1,1.00
2026-04-24,EXTRA,Huevo Estrellado Cocido (2 pzas.),2,2,2.00
2026-04-24,EXTRA,Huevo Estrellado Medio (2 pzas.),3,3,3.00
2026-04-24,EXTRA,Huevo Estrellado Tierno (2 pzas.),2,2,2.00
2026-04-24,EXTRA,Huevo Revuelto (p/relleno),2,2,2.00
2026-04-24,EXTRA,Queso,4,3,3.00
2026-04-24,EXTRA,Relleno de Guisados,3,3,3.00
2026-04-24,PETICION,Doradita,1,1,1.00
2026-04-24,PETICION,En dos platos,1,1,1.00
2026-04-24,PETICION,Escurrida,1,1,1.00
2026-04-24,PETICION,Sin Aguacate,1,1,1.00
2026-04-24,PETICION,Sin Crema,2,2,2.00
2026-04-24,PETICION,Sin Lechuga,4,4,4.00
2026-04-24,PETICION,Sin Tomate,2,2,2.00
2026-04-24,VARIANTE,Coca Cola,2,2,14.00
2026-04-24,VARIANTE,Coca Cola Sin Azúcar,2,2,6.00
2026-04-24,VARIANTE,Coca Light,1,1,1.00
2026-04-24,VARIANTE,Crema,1,1,2.00
2026-04-24,VARIANTE,Delaware,1,1,1.00
2026-04-24,VARIANTE,Lechera,2,2,4.00
2026-04-24,VARIANTE,Mantequilla,1,1,3.00
2026-04-24,VARIANTE,Normal,2,2,33.00
2026-04-24,VARIANTE,Pan Grande Pieza,1,1,3.00
2026-04-25,EXTRA,Bistec (1 pza.),10,10,11.00
2026-04-25,EXTRA,Doble Guiso,3,3,3.00
2026-04-25,EXTRA,Frijoles,3,3,3.00
2026-04-25,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-04-25,EXTRA,Huevo Estrellado Medio (2 pzas.),4,4,4.00
2026-04-25,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-04-25,EXTRA,Huevo Revuelto (2 pzas.),6,6,6.00
2026-04-25,EXTRA,Queso,9,5,5.00
2026-04-25,EXTRA,Queso Extra Pieza,2,1,1.00
2026-04-25,EXTRA,Relleno de Guisados,2,2,2.00
2026-04-25,PETICION,Doradita,2,2,2.00
2026-04-25,PETICION,En dos platos,1,1,1.00
2026-04-25,PETICION,Poca Lechuga,2,2,2.00
2026-04-25,PETICION,Poco Frijol,1,1,1.00
2026-04-25,PETICION,Sin Aguacate,1,1,1.00
2026-04-25,PETICION,Sin Crema,11,11,11.00
2026-04-25,PETICION,Sin Frijoles,1,1,1.00
2026-04-25,PETICION,Sin Lechuga,2,2,2.00
2026-04-25,PETICION,Sin Tomate,2,2,2.00
2026-04-25,VARIANTE,Coca Cola,2,2,9.00
2026-04-25,VARIANTE,Coca Cola Sin Azúcar,2,2,5.00
2026-04-25,VARIANTE,Coca Light,1,1,2.00
2026-04-25,VARIANTE,Crema,1,1,2.00
2026-04-25,VARIANTE,Delaware,1,1,1.00
2026-04-25,VARIANTE,Escuis Fresa,1,1,1.00
2026-04-25,VARIANTE,Escuis Manzana,1,1,1.00
2026-04-25,VARIANTE,Leche Aparte,1,1,3.00
2026-04-25,VARIANTE,Lechera,1,1,2.00
2026-04-25,VARIANTE,Lechero,1,1,1.00
2026-04-25,VARIANTE,Mantequilla,1,1,5.00
2026-04-25,VARIANTE,Migada Delgada,1,1,1.00
2026-04-25,VARIANTE,Naturales,1,1,1.00
2026-04-25,VARIANTE,Normal,2,2,58.00
2026-04-25,VARIANTE,Pan Grande Pieza,1,1,9.00
2026-04-25,VARIANTE,Poca leche,2,2,3.00
2026-04-25,VARIANTE,Valle Frut,1,1,1.00
2026-04-26,EXTRA,Bistec (1 pza.),4,4,4.00
2026-04-26,EXTRA,Frijoles,1,1,4.00
2026-04-26,EXTRA,Huevo Estrellado Ciego (2 pzas.),1,1,1.00
2026-04-26,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-04-26,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-04-26,EXTRA,Huevo Revuelto (2 pzas.),9,9,9.00
2026-04-26,EXTRA,Huevo Revuelto (p/relleno),3,3,3.00
2026-04-26,EXTRA,Queso,5,3,3.00
2026-04-26,EXTRA,Relleno de Guisados,7,7,7.00
2026-04-26,PETICION,Doradita,2,2,4.00
2026-04-26,PETICION,En dos platos,1,1,1.00
2026-04-26,PETICION,Escurrida,2,2,4.00
2026-04-26,PETICION,Poca Lechuga,2,2,2.00
2026-04-26,PETICION,Sin Aguacate,3,3,3.00
2026-04-26,PETICION,Sin Crema,6,6,6.00
2026-04-26,PETICION,Sin Frijoles,1,1,1.00
2026-04-26,PETICION,Sin Lechuga,3,3,3.00
2026-04-26,PETICION,Sin Queso,1,1,1.00
2026-04-26,PETICION,Sin Tomate,5,5,5.00
2026-04-26,PETICION,Sin Verduras,4,4,4.00
2026-04-26,PETICION,Verdura Aparte,1,1,1.00
2026-04-26,VARIANTE,Coca Cola,1,1,12.00
2026-04-26,VARIANTE,Coca Cola Sin Azúcar,1,1,4.00
2026-04-26,VARIANTE,Coca Light,1,1,4.00
2026-04-26,VARIANTE,Crema,1,1,3.00
2026-04-26,VARIANTE,Delaware,1,1,1.00
2026-04-26,VARIANTE,Escuis Manzana,1,1,3.00
2026-04-26,VARIANTE,Escuis Piña,1,1,2.00
2026-04-26,VARIANTE,Leche Aparte,1,1,1.00
2026-04-26,VARIANTE,Lechera,1,1,3.00
2026-04-26,VARIANTE,Lechero,1,1,5.00
2026-04-26,VARIANTE,Mantequilla,1,1,3.00
2026-04-26,VARIANTE,Migada Delgada,1,1,1.00
2026-04-26,VARIANTE,Natural,1,1,1.00
2026-04-26,VARIANTE,Normal,2,2,57.00
2026-04-26,VARIANTE,Pan Grande Pieza,1,1,5.00
2026-04-26,VARIANTE,Poca leche,1,1,1.00
2026-04-27,EXTRA,Bistec (1 pza.),5,5,5.00
2026-04-27,EXTRA,Frijoles,2,2,3.00
2026-04-27,EXTRA,Huevo Estrellado Ciego (2 pzas.),1,1,1.00
2026-04-27,EXTRA,Huevo Estrellado Medio (2 pzas.),1,1,1.00
2026-04-27,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-04-27,EXTRA,Huevo Revuelto (2 pzas.),2,2,2.00
2026-04-27,EXTRA,Queso,1,1,1.00
2026-04-27,EXTRA,Relleno de Guisados,1,1,1.00
2026-04-27,PETICION,Doradita,2,2,2.00
2026-04-27,PETICION,Escurrida,1,1,1.00
2026-04-27,PETICION,Poca Lechuga,2,2,2.00
2026-04-27,PETICION,Sin Crema,3,3,3.00
2026-04-27,PETICION,Sin Lechuga,1,1,1.00
2026-04-27,VARIANTE,Coca Cola,2,2,7.00
2026-04-27,VARIANTE,Coca Cola Sin Azúcar,1,1,6.00
2026-04-27,VARIANTE,Coca Light,1,1,1.00
2026-04-27,VARIANTE,Mantequilla,2,2,6.00
2026-04-27,VARIANTE,Mermelada de Fresa,1,1,1.00
2026-04-27,VARIANTE,Migada Delgada,1,1,1.00
2026-04-27,VARIANTE,Normal,2,2,32.00
2026-04-27,VARIANTE,Poca leche,1,1,3.00
2026-04-28,EXTRA,Bistec (1 pza.),6,6,7.00
2026-04-28,EXTRA,Huevo Estrellado Ciego (2 pzas.),1,1,1.00
2026-04-28,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-04-28,EXTRA,Huevo Revuelto (2 pzas.),2,2,2.00
2026-04-28,EXTRA,Huevo Revuelto (p/relleno),3,3,3.00
2026-04-28,EXTRA,Queso,2,2,3.00
2026-04-28,EXTRA,Queso Extra Pieza,1,1,1.00
2026-04-28,EXTRA,Relleno de Guisados,1,1,1.00
2026-04-28,PETICION,Doradita,3,3,4.00
2026-04-28,PETICION,Escurrida,1,1,1.00
2026-04-28,PETICION,Poca Lechuga,3,3,3.00
2026-04-28,PETICION,Sin Crema,2,2,2.00
2026-04-28,PETICION,Sin Frijoles,1,1,1.00
2026-04-28,PETICION,Sin Lechuga,2,2,2.00
2026-04-28,PETICION,Sin Queso,1,1,1.00
2026-04-28,PETICION,Sin Tomate,3,3,3.00
2026-04-28,PETICION,Sin Verduras,1,1,1.00
2026-04-28,PETICION,Verdura Aparte,1,1,1.00
2026-04-28,VARIANTE,Coca Cola,2,2,6.00
2026-04-28,VARIANTE,Coca Light,1,1,1.00
2026-04-28,VARIANTE,Crema,1,1,1.00
2026-04-28,VARIANTE,Fresca,1,1,2.00
2026-04-28,VARIANTE,Leche Aparte,1,1,2.00
2026-04-28,VARIANTE,Mantequilla,1,1,8.00
2026-04-28,VARIANTE,Normal,2,2,34.00
2026-04-28,VARIANTE,Poca leche,1,1,1.00
2026-04-28,VARIANTE,Tierno,1,1,1.00
2026-04-29,EXTRA,Bistec (1 pza.),3,3,3.00
2026-04-29,EXTRA,Huevo Estrellado Cocido (2 pzas.),3,3,3.00
2026-04-29,EXTRA,Huevo Estrellado Medio (2 pzas.),2,2,2.00
2026-04-29,EXTRA,Huevo Revuelto (2 pzas.),1,1,1.00
2026-04-29,EXTRA,Huevo Revuelto (p/relleno),2,2,2.00
2026-04-29,EXTRA,Relleno de Guisados,2,2,2.00
2026-04-29,PETICION,Doradita,1,1,7.00
2026-04-29,PETICION,En dos platos,1,1,1.00
2026-04-29,PETICION,Escurrida,2,2,6.00
2026-04-29,PETICION,Poca Lechuga,1,1,1.00
2026-04-29,PETICION,Sin Aguacate,1,1,1.00
2026-04-29,PETICION,Sin Crema,3,3,3.00
2026-04-29,PETICION,Sin Frijoles,2,2,2.00
2026-04-29,PETICION,Sin Lechuga,5,5,5.00
2026-04-29,PETICION,Sin Queso,1,1,1.00
2026-04-29,PETICION,Sin Tomate,2,2,2.00
2026-04-29,VARIANTE,Ciego,1,1,2.00
2026-04-29,VARIANTE,Coca Cola,2,2,5.00
2026-04-29,VARIANTE,Coca Cola Sin Azúcar,2,2,7.00
2026-04-29,VARIANTE,Coca Light,1,1,2.00
2026-04-29,VARIANTE,Escuis Hierro,1,1,1.00
2026-04-29,VARIANTE,Fresca,1,1,1.00
2026-04-29,VARIANTE,Lechero,1,1,1.00
2026-04-29,VARIANTE,Mantequilla,1,1,2.00
2026-04-29,VARIANTE,Normal,2,2,31.00
2026-04-29,VARIANTE,Pan Grande Pieza,1,1,3.00
2026-04-30,EXTRA,Bistec (1 pza.),8,8,9.00
2026-04-30,EXTRA,Doble Guiso,1,1,1.00
2026-04-30,EXTRA,Huevo Estrellado Cocido (2 pzas.),3,3,3.00
2026-04-30,EXTRA,Huevo Estrellado Medio (2 pzas.),4,4,5.00
2026-04-30,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
