fecha,tipo,modificador,veces,renglones,unidades_afectadas
2026-06-06,EXTRA,Queso,2,2,3.00
2026-06-06,EXTRA,Relleno de Guisados,7,7,7.00
2026-06-06,PETICION,Escurrida,2,2,3.00
2026-06-06,PETICION,Poco Frijol,2,2,2.00
2026-06-06,PETICION,Sin Aguacate,3,3,3.00
2026-06-06,PETICION,Sin Crema,8,8,8.00
2026-06-06,PETICION,Sin Lechuga,2,2,2.00
2026-06-06,PETICION,Sin Tomate,6,6,6.00
2026-06-06,PETICION,Sin Verduras,3,3,3.00
2026-06-06,VARIANTE,Coca Cola,2,2,10.00
2026-06-06,VARIANTE,Coca Cola Sin Azúcar,1,1,5.00
2026-06-06,VARIANTE,Crema,1,1,2.00
2026-06-06,VARIANTE,Delaware,1,1,1.00
2026-06-06,VARIANTE,Escuis Fresa,1,1,1.00
2026-06-06,VARIANTE,Escuis Hierro,1,1,1.00
2026-06-06,VARIANTE,Escuis Manzana,1,1,1.00
2026-06-06,VARIANTE,Lechera,2,2,3.00
2026-06-06,VARIANTE,Lechero,1,1,3.00
2026-06-06,VARIANTE,Mantequilla,1,1,8.00
2026-06-06,VARIANTE,Normal,2,2,31.00
2026-06-06,VARIANTE,Poca leche,1,1,1.00
2026-06-06,VARIANTE,Valle Frut,1,1,1.00
2026-06-07,EXTRA,Bistec (1 pza.),8,8,11.00
2026-06-07,EXTRA,Doble Guiso,1,1,2.00
2026-06-07,EXTRA,Huevo Estrellado Medio (2 pzas.),2,2,2.00
2026-06-07,EXTRA,Huevo Revuelto (2 pzas.),4,4,5.00
2026-06-07,EXTRA,Huevo Revuelto (p/relleno),3,3,3.00
2026-06-07,EXTRA,Pieza Tortilla de Maíz,4,1,1.00
2026-06-07,EXTRA,Queso Extra Pieza,4,1,1.00
2026-06-07,EXTRA,Relleno de Guisados,3,3,3.00
2026-06-07,PETICION,En dos platos,2,2,2.00
2026-06-07,PETICION,Escurrida,8,8,26.00
2026-06-07,PETICION,Poca Lechuga,4,4,4.00
2026-06-07,PETICION,Poco Frijol,1,1,1.00
2026-06-07,PETICION,Sin Aguacate,1,1,1.00
2026-06-07,PETICION,Sin Crema,8,8,8.00
2026-06-07,PETICION,Sin Lechuga,3,3,3.00
2026-06-07,PETICION,Sin Tomate,4,4,4.00
2026-06-07,PETICION,Sin Verduras,2,2,2.00
2026-06-07,VARIANTE,Coca Cola,2,2,14.00
2026-06-07,VARIANTE,Coca Cola Sin Azúcar,2,2,6.00
2026-06-07,VARIANTE,Coca Light,1,1,3.00
2026-06-07,VARIANTE,Cocido,1,1,1.00
2026-06-07,VARIANTE,Crema,1,1,2.00
2026-06-07,VARIANTE,Delaware,1,1,3.00
2026-06-07,VARIANTE,Escuis Hierro,1,1,2.00
2026-06-07,VARIANTE,Escuis Manzana,1,1,1.00
2026-06-07,VARIANTE,Fresca,1,1,1.00
2026-06-07,VARIANTE,Leche Aparte,1,1,1.00
2026-06-07,VARIANTE,Lechera,1,1,2.00
2026-06-07,VARIANTE,Lechero,1,1,1.00
2026-06-07,VARIANTE,Mantequilla,1,1,7.00
2026-06-07,VARIANTE,Migada Delgada,1,1,1.00
2026-06-07,VARIANTE,Naturales,2,2,2.00
2026-06-07,VARIANTE,Normal,2,2,45.00
2026-06-07,VARIANTE,Poca leche,1,1,2.00
2026-06-07,VARIANTE,Sprite,1,1,1.00
2026-06-07,VARIANTE,Valle Frut,1,1,3.00
2026-06-08,EXTRA,Bistec (1 pza.),3,3,3.00
2026-06-08,EXTRA,Frijoles,4,4,4.00
2026-06-08,EXTRA,Huevo Estrellado Ciego (2 pzas.),1,1,1.00
2026-06-08,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-06-08,EXTRA,Huevo Estrellado Medio (2 pzas.),2,2,2.00
2026-06-08,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-06-08,EXTRA,Huevo Revuelto (2 pzas.),2,2,2.00
2026-06-08,EXTRA,Queso,2,2,2.00
2026-06-08,PETICION,Doradita,1,1,1.00
2026-06-08,PETICION,En dos platos,1,1,1.00
2026-06-08,PETICION,Escurrida,2,2,6.00
2026-06-08,PETICION,Frijoles Aparte,1,1,1.00
2026-06-08,PETICION,Sin Aguacate,2,2,2.00
2026-06-08,PETICION,Sin Crema,5,5,5.00
2026-06-08,PETICION,Sin Lechuga,1,1,1.00
2026-06-08,PETICION,Sin Queso,2,2,2.00
2026-06-08,PETICION,Sin Tomate,1,1,1.00
2026-06-08,PETICION,Sin Verduras,1,1,1.00
2026-06-08,VARIANTE,Coca Cola,1,1,5.00
2026-06-08,VARIANTE,Coca Cola Sin Azúcar,2,2,4.00
2026-06-08,VARIANTE,Coca Light,1,1,1.00
2026-06-08,VARIANTE,Crema,1,1,1.00
2026-06-08,VARIANTE,Diluido con Agua,1,1,4.00
2026-06-08,VARIANTE,Escuis Fresa,1,1,1.00
2026-06-08,VARIANTE,Leche Aparte,1,1,2.00
2026-06-08,VARIANTE,Lechera,1,1,1.00
2026-06-08,VARIANTE,Mantequilla,1,1,1.00
2026-06-08,VARIANTE,Migada Delgada,1,1,1.00
2026-06-08,VARIANTE,Normal,2,2,47.00
2026-06-08,VARIANTE,Poca leche,1,1,1.00
2026-06-09,EXTRA,Bistec (1 pza.),2,2,2.00
2026-06-09,EXTRA,Doble Guiso,3,3,3.00
2026-06-09,EXTRA,Huevo Estrellado Cocido (2 pzas.),4,4,4.00
2026-06-09,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-06-09,EXTRA,Huevo Revuelto (2 pzas.),2,2,2.00
2026-06-09,EXTRA,Huevo Revuelto (p/relleno),1,1,1.00
2026-06-09,EXTRA,Pieza Tortilla de Maíz,8,2,2.00
2026-06-09,EXTRA,Queso,7,5,5.00
2026-06-09,EXTRA,Relleno de Guisados,1,1,1.00
2026-06-09,PETICION,En dos platos,1,1,1.00
2026-06-09,PETICION,Escurrida,1,1,4.00
2026-06-09,PETICION,Sin Crema,4,4,5.00
2026-06-09,PETICION,Sin Frijoles,1,1,1.00
2026-06-09,PETICION,Sin Lechuga,1,1,1.00
2026-06-09,PETICION,Sin Tomate,1,1,1.00
2026-06-09,PETICION,Sin Verduras,1,1,1.00
2026-06-09,VARIANTE,Coca Cola,2,2,2.00
2026-06-09,VARIANTE,Coca Cola Sin Azúcar,2,2,6.00
2026-06-09,VARIANTE,Coca Light,1,1,3.00
2026-06-09,VARIANTE,Crema,1,1,1.00
2026-06-09,VARIANTE,Escuis Manzana,1,1,1.00
2026-06-09,VARIANTE,Escuis Piña,1,1,1.00
2026-06-09,VARIANTE,Fresca,1,1,1.00
2026-06-09,VARIANTE,Lechera,1,1,1.00
2026-06-09,VARIANTE,Lechero,1,1,1.00
2026-06-09,VARIANTE,Normal,2,2,34.00
2026-06-09,VARIANTE,Valle Frut,1,1,1.00
2026-06-10,EXTRA,Frijoles,1,1,1.00
2026-06-10,EXTRA,Huevo Estrellado Medio (2 pzas.),2,2,3.00
2026-06-10,EXTRA,Huevo Revuelto (2 pzas.),4,4,4.00
2026-06-10,EXTRA,Queso,2,2,2.00
2026-06-10,EXTRA,Relleno de Guisados,2,2,2.00
2026-06-10,PETICION,Escurrida,1,1,1.00
2026-06-10,PETICION,Frijoles Aparte,1,1,1.00
2026-06-10,PETICION,Poca Lechuga,2,2,2.00
2026-06-10,PETICION,Poco Frijol,1,1,1.00
2026-06-10,PETICION,Sin Aguacate,1,1,1.00
2026-06-10,PETICION,Sin Crema,11,11,11.00
2026-06-10,PETICION,Sin Lechuga,3,3,3.00
2026-06-10,PETICION,Sin Queso,1,1,1.00
2026-06-10,PETICION,Sin Tomate,2,2,2.00
2026-06-10,PETICION,Sin Verduras,1,1,1.00
2026-06-10,VARIANTE,Coca Cola,2,2,3.00
2026-06-10,VARIANTE,Coca Cola Sin Azúcar,2,2,5.00
2026-06-10,VARIANTE,Coca Light,1,1,1.00
2026-06-10,VARIANTE,Cocido,1,1,1.00
2026-06-10,VARIANTE,Lechero,1,1,1.00
2026-06-10,VARIANTE,Mantequilla,1,1,3.00
2026-06-10,VARIANTE,Normal,2,2,38.00
2026-06-10,VARIANTE,Poca leche,1,1,1.00
2026-06-11,EXTRA,Bistec (1 pza.),1,1,1.00
2026-06-11,EXTRA,Huevo Revuelto (2 pzas.),5,5,5.00
2026-06-11,EXTRA,Queso,2,1,1.00
2026-06-11,EXTRA,Relleno de Guisados,6,6,6.00
2026-06-11,PETICION,Doradita,3,3,4.00
2026-06-11,PETICION,En dos platos,1,1,1.00
2026-06-11,PETICION,Poca Lechuga,3,3,4.00
2026-06-11,PETICION,Sin Aguacate,3,3,3.00
2026-06-11,PETICION,Sin Crema,8,8,8.00
2026-06-11,PETICION,Sin Frijoles,1,1,1.00
2026-06-11,VARIANTE,Coca Cola,2,2,5.00
2026-06-11,VARIANTE,Coca Cola Sin Azúcar,1,1,2.00
2026-06-11,VARIANTE,Coca Light,1,1,1.00
2026-06-11,VARIANTE,Escuis Hierro,1,1,1.00
2026-06-11,VARIANTE,Escuis Piña,1,1,1.00
2026-06-11,VARIANTE,Leche Aparte,1,1,1.00
2026-06-11,VARIANTE,Mantequilla,1,1,2.00
2026-06-11,VARIANTE,Normal,2,2,23.00
2026-06-11,VARIANTE,Poca leche,1,1,1.00
2026-06-11,VARIANTE,Sprite,1,1,1.00
2026-06-12,EXTRA,Bistec (1 pza.),2,2,2.00
2026-06-12,EXTRA,Doble Guiso,1,1,1.00
2026-06-12,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-06-12,EXTRA,Huevo Estrellado Medio (2 pzas.),1,1,1.00
2026-06-12,EXTRA,Huevo Revuelto (2 pzas.),2,2,2.00
2026-06-12,EXTRA,Pieza Tortilla de Maíz,7,1,1.00
2026-06-12,PETICION,En dos platos,1,1,1.00
2026-06-12,PETICION,Escurrida,3,3,6.00
2026-06-12,PETICION,Poca Lechuga,2,2,2.00
2026-06-12,PETICION,Sin Aguacate,1,1,1.00
2026-06-12,PETICION,Sin Crema,6,6,6.00
2026-06-12,PETICION,Sin Lechuga,1,1,1.00
2026-06-12,PETICION,Sin Tomate,7,7,7.00
2026-06-12,PETICION,Verdura Aparte,1,1,1.00
2026-06-12,VARIANTE,Coca Cola,2,2,8.00
2026-06-12,VARIANTE,Coca Cola Sin Azúcar,2,2,8.00
2026-06-12,VARIANTE,Coca Light,1,1,2.00
2026-06-12,VARIANTE,Mantequilla,1,1,2.00
2026-06-12,VARIANTE,Natural,1,1,1.00
2026-06-12,VARIANTE,Normal,2,2,31.00
2026-06-13,EXTRA,Bistec (1 pza.),5,5,7.00
2026-06-13,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-06-13,EXTRA,Huevo Estrellado Medio (2 pzas.),4,4,4.00
2026-06-13,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-06-13,EXTRA,Huevo Revuelto (2 pzas.),2,2,2.00
2026-06-13,EXTRA,Huevo Revuelto (p/relleno),1,1,1.00
2026-06-13,EXTRA,Queso,8,4,4.00
2026-06-13,EXTRA,Queso Extra Pieza,2,1,1.00
2026-06-13,EXTRA,Relleno de Guisados,6,6,6.00
2026-06-13,PETICION,En dos platos,1,1,1.00
2026-06-13,PETICION,Escurrida,2,2,6.00
2026-06-13,PETICION,Frijoles Aparte,1,1,1.00
2026-06-13,PETICION,Poca Lechuga,1,1,1.00
2026-06-13,PETICION,Sin Aguacate,3,3,3.00
2026-06-13,PETICION,Sin Crema,7,7,7.00
2026-06-13,PETICION,Sin Frijoles,2,2,2.00
2026-06-13,PETICION,Sin Lechuga,1,1,1.00
2026-06-13,PETICION,Sin Queso,1,1,1.00
2026-06-13,PETICION,Sin Tomate,5,5,5.00
2026-06-13,PETICION,Sin Verduras,1,1,1.00
2026-06-13,VARIANTE,Coca Cola,2,2,12.00
2026-06-13,VARIANTE,Coca Cola Sin Azúcar,2,2,5.00
2026-06-13,VARIANTE,Coca Light,1,1,4.00
2026-06-13,VARIANTE,Crema,1,1,1.00
2026-06-13,VARIANTE,Escuis Fresa,1,1,4.00
2026-06-13,VARIANTE,Leche Aparte,1,1,2.00
2026-06-13,VARIANTE,Lechera,1,1,1.00
2026-06-13,VARIANTE,Mantequilla,1,1,4.00
2026-06-13,VARIANTE,Migada Delgada,3,2,3.00
2026-06-13,VARIANTE,Normal,2,2,49.00
2026-06-13,VARIANTE,Poca leche,1,1,1.00
2026-06-14,EXTRA,Bistec (1 pza.),6,6,6.00
2026-06-14,EXTRA,Frijoles,1,1,4.00
2026-06-14,EXTRA,Huevo Estrellado Medio (2 pzas.),2,2,2.00
2026-06-14,EXTRA,Huevo Revuelto (2 pzas.),2,2,2.00
2026-06-14,EXTRA,Huevo Revuelto (p/relleno),4,4,4.00
2026-06-14,EXTRA,Pieza Tortilla de Maíz,4,1,1.00
2026-06-14,EXTRA,Queso,5,4,4.00
2026-06-14,EXTRA,Relleno de Guisados,4,4,4.00
2026-06-14,PETICION,Doradita,3,3,5.00
2026-06-14,PETICION,Escurrida,5,5,8.00
2026-06-14,PETICION,Poca Lechuga,2,2,2.00
2026-06-14,PETICION,Sin Aguacate,3,3,3.00
2026-06-14,PETICION,Sin Crema,9,9,9.00
2026-06-14,PETICION,Sin Frijoles,1,1,1.00
2026-06-14,PETICION,Sin Lechuga,4,4,4.00
2026-06-14,PETICION,Sin Tomate,5,5,5.00
2026-06-14,PETICION,Sin Verduras,1,1,2.00
2026-06-14,PETICION,Verdura Aparte,1,1,1.00
2026-06-14,VARIANTE,Coca Cola,2,2,11.00
2026-06-14,VARIANTE,Coca Cola Sin Azúcar,1,1,4.00
2026-06-14,VARIANTE,Coca Light,1,1,1.00
2026-06-14,VARIANTE,Crema,3,3,4.00
2026-06-14,VARIANTE,Escuis Manzana,1,1,1.00
2026-06-14,VARIANTE,Lechera,2,2,3.00
2026-06-14,VARIANTE,Lechero,1,1,1.00
2026-06-14,VARIANTE,Mantequilla,1,1,7.00
2026-06-14,VARIANTE,Migada Delgada,1,1,1.00
2026-06-14,VARIANTE,Normal,2,2,58.00
2026-06-14,VARIANTE,Valle Frut,1,1,1.00
2026-06-15,EXTRA,Bistec (1 pza.),3,3,3.00
2026-06-15,EXTRA,Frijoles,5,5,9.00
2026-06-15,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-06-15,EXTRA,Huevo Revuelto (2 pzas.),1,1,1.00
2026-06-15,EXTRA,Huevo Revuelto (p/relleno),1,1,1.00
2026-06-15,EXTRA,Queso,2,2,2.00
2026-06-15,EXTRA,Relleno de Guisados,2,2,2.00
2026-06-15,PETICION,Escurrida,2,2,2.00
2026-06-15,PETICION,Sin Aguacate,1,1,1.00
2026-06-15,PETICION,Sin Crema,7,7,7.00
2026-06-15,PETICION,Sin Frijoles,2,2,3.00
2026-06-15,PETICION,Sin Lechuga,1,1,1.00
2026-06-15,PETICION,Sin Queso,1,1,1.00
2026-06-15,PETICION,Sin Tomate,1,1,1.00
2026-06-15,VARIANTE,Coca Cola,1,1,7.00
2026-06-15,VARIANTE,Coca Cola Sin Azúcar,2,2,3.00
2026-06-15,VARIANTE,Coca Light,1,1,1.00
2026-06-15,VARIANTE,Escuis Fresa,1,1,1.00
2026-06-15,VARIANTE,Leche Aparte,1,1,3.00
2026-06-15,VARIANTE,Mantequilla,1,1,1.00
2026-06-15,VARIANTE,Normal,2,2,61.00
2026-06-15,VARIANTE,Poca leche,1,1,2.00
2026-06-15,VARIANTE,Valle Frut,1,1,1.00
2026-06-16,EXTRA,Bistec (1 pza.),5,5,5.00
2026-06-16,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-06-16,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-06-16,EXTRA,Huevo Revuelto (2 pzas.),3,3,3.00
2026-06-16,EXTRA,Huevo Revuelto (p/relleno),1,1,1.00
2026-06-16,EXTRA,Queso,6,3,3.00
2026-06-16,EXTRA,Relleno de Guisados,3,3,5.00
2026-06-16,PETICION,En dos platos,1,1,1.00
2026-06-16,PETICION,Escurrida,1,1,1.00
2026-06-16,PETICION,Poca Lechuga,1,1,1.00
2026-06-16,PETICION,Poco Frijol,1,1,1.00
2026-06-16,PETICION,Sin Aguacate,1,1,1.00
2026-06-16,PETICION,Sin Crema,5,5,7.00
2026-06-16,PETICION,Sin Frijoles,2,2,2.00
2026-06-16,PETICION,Sin Queso,2,2,4.00
2026-06-16,PETICION,Sin Tomate,1,1,1.00
2026-06-16,PETICION,Sin Verduras,1,1,2.00
2026-06-16,VARIANTE,Coca Cola,2,2,12.00
2026-06-16,VARIANTE,Coca Cola Sin Azúcar,1,1,5.00
2026-06-16,VARIANTE,Coca Light,1,1,1.00
2026-06-16,VARIANTE,Lechera,1,1,1.00
2026-06-16,VARIANTE,Lechero,1,1,3.00
2026-06-16,VARIANTE,Mantequilla,1,1,10.00
2026-06-16,VARIANTE,Natural,1,1,1.00
2026-06-16,VARIANTE,Normal,2,2,44.00
2026-06-16,VARIANTE,Poca leche,1,1,1.00
2026-06-17,EXTRA,Bistec (1 pza.),5,5,5.00
2026-06-17,EXTRA,Frijoles,1,1,1.00
2026-06-17,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-06-17,EXTRA,Huevo Revuelto (2 pzas.),1,1,1.00
2026-06-17,EXTRA,Huevo Revuelto (p/relleno),2,2,2.00
2026-06-17,EXTRA,Pieza Tortilla de Harina,1,1,1.00
2026-06-17,EXTRA,Pieza Tortilla de Maíz,7,2,2.00
2026-06-17,EXTRA,Queso,1,1,1.00
2026-06-17,EXTRA,Relleno de Guisados,1,1,1.00
2026-06-17,PETICION,Sin Aguacate,2,2,2.00
2026-06-17,PETICION,Sin Crema,3,3,3.00
2026-06-17,PETICION,Sin Frijoles,1,1,1.00
2026-06-17,PETICION,Sin Lechuga,2,2,2.00
2026-06-17,PETICION,Sin Tomate,1,1,1.00
2026-06-17,VARIANTE,Coca Cola,2,2,7.00
2026-06-17,VARIANTE,Coca Cola Sin Azúcar,2,2,5.00
2026-06-17,VARIANTE,Coca Light,1,1,4.00
2026-06-17,VARIANTE,Crema,1,1,2.00
2026-06-17,VARIANTE,Leche Aparte,1,1,1.00
2026-06-17,VARIANTE,Lechera,1,1,2.00
2026-06-17,VARIANTE,Lechero,1,1,1.00
2026-06-17,VARIANTE,Mantequilla,1,1,3.00
2026-06-17,VARIANTE,Medio,1,1,1.00
2026-06-17,VARIANTE,Normal,2,2,39.00
2026-06-17,VARIANTE,Poca leche,1,1,1.00
2026-06-18,EXTRA,Bistec (1 pza.),6,6,7.00
2026-06-18,EXTRA,Frijoles,1,1,1.00
2026-06-18,EXTRA,Huevo Estrellado Cocido (2 pzas.),2,2,2.00
2026-06-18,EXTRA,Huevo Estrellado Medio (2 pzas.),2,2,3.00
2026-06-18,EXTRA,Huevo Estrellado Tierno (2 pzas.),2,2,2.00
2026-06-18,EXTRA,Huevo Revuelto (2 pzas.),1,1,1.00
2026-06-18,EXTRA,Huevo Revuelto (p/relleno),3,3,4.00
2026-06-18,EXTRA,Pieza Tortilla de Maíz,4,1,1.00
2026-06-18,EXTRA,Queso,3,2,2.00
2026-06-18,EXTRA,Relleno de Guisados,1,1,1.00
2026-06-18,PETICION,Doradita,3,3,3.00
2026-06-18,PETICION,En dos platos,1,1,1.00
2026-06-18,PETICION,Escurrida,1,1,1.00
2026-06-18,PETICION,Frijoles Aparte,1,1,1.00
2026-06-18,PETICION,Poca Lechuga,2,2,2.00
2026-06-18,PETICION,Sin Crema,11,11,13.00
2026-06-18,PETICION,Sin Frijoles,1,1,1.00
2026-06-18,PETICION,Sin Lechuga,2,2,2.00
2026-06-18,PETICION,Sin Queso,1,1,1.00
2026-06-18,PETICION,Sin Tomate,3,3,3.00
2026-06-18,VARIANTE,Coca Cola,2,2,3.00
2026-06-18,VARIANTE,Coca Cola Sin Azúcar,1,1,8.00
2026-06-18,VARIANTE,Coca Light,1,1,1.00
2026-06-18,VARIANTE,Crema,1,1,1.00
2026-06-18,VARIANTE,Diluido con Agua,1,1,1.00
2026-06-18,VARIANTE,Escuis Fresa,1,1,2.00
2026-06-18,VARIANTE,Escuis Manzana,1,1,1.00
2026-06-18,VARIANTE,Leche Aparte,1,1,1.00
2026-06-18,VARIANTE,Lechera,1,1,1.00
2026-06-18,VARIANTE,Lechero,1,1,3.00
2026-06-18,VARIANTE,Mantequilla,1,1,3.00
2026-06-18,VARIANTE,Medio,1,1,1.00
2026-06-18,VARIANTE,Mermelada de Fresa,1,1,1.00
2026-06-18,VARIANTE,Normal,2,2,44.00
2026-06-18,VARIANTE,Sprite,1,1,1.00
2026-06-18,VARIANTE,Valle Frut,1,1,1.00
2026-06-19,EXTRA,Bistec (1 pza.),5,5,5.00
2026-06-19,EXTRA,Frijoles,1,1,1.00
2026-06-19,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-06-19,EXTRA,Huevo Estrellado Medio (2 pzas.),2,2,2.00
2026-06-19,EXTRA,Huevo Estrellado Tierno (2 pzas.),2,2,2.00
2026-06-19,EXTRA,Huevo Revuelto (2 pzas.),1,1,1.00
2026-06-19,EXTRA,Huevo Revuelto (p/relleno),2,2,2.00
2026-06-19,EXTRA,Queso,2,2,2.00
2026-06-19,EXTRA,Queso Extra Pieza,2,1,1.00
2026-06-19,EXTRA,Relleno de Guisados,6,6,6.00
2026-06-19,PETICION,Poca Lechuga,1,1,1.00
2026-06-19,PETICION,Sin Aguacate,1,1,1.00
2026-06-19,PETICION,Sin Crema,6,6,6.00
2026-06-19,PETICION,Sin Frijoles,1,1,1.00
2026-06-19,PETICION,Sin Lechuga,2,2,2.00
2026-06-19,PETICION,Sin Queso,1,1,1.00
2026-06-19,PETICION,Sin Verduras,2,2,2.00
2026-06-19,PETICION,Verdura Aparte,1,1,1.00
2026-06-19,VARIANTE,Coca Cola,2,2,11.00
2026-06-19,VARIANTE,Coca Cola Sin Azúcar,1,1,3.00
2026-06-19,VARIANTE,Coca Light,1,1,2.00
2026-06-19,VARIANTE,Delaware,1,1,1.00
2026-06-19,VARIANTE,Mantequilla,1,1,7.00
2026-06-19,VARIANTE,Normal,2,2,47.00
2026-06-20,EXTRA,Bistec (1 pza.),7,7,7.00
2026-06-20,EXTRA,Frijoles,3,3,5.00
2026-06-20,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
2026-06-20,EXTRA,Huevo Estrellado Medio (2 pzas.),1,1,1.00
2026-06-20,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-06-20,EXTRA,Huevo Revuelto (2 pzas.),6,6,6.00
2026-06-20,EXTRA,Pieza Tortilla de Maíz,4,1,1.00
2026-06-20,EXTRA,Queso,3,2,2.00
2026-06-20,EXTRA,Relleno de Guisados,2,2,2.00
2026-06-20,PETICION,Doradita,1,1,1.00
2026-06-20,PETICION,Escurrida,1,1,4.00
2026-06-20,PETICION,Poca Lechuga,1,1,1.00
2026-06-20,PETICION,Sin Aguacate,1,1,1.00
2026-06-20,PETICION,Sin Crema,6,6,6.00
2026-06-20,PETICION,Sin Frijoles,1,1,1.00
2026-06-20,PETICION,Sin Lechuga,2,2,2.00
2026-06-20,PETICION,Sin Tomate,2,2,2.00
2026-06-20,PETICION,Sin Verduras,2,2,2.00
2026-06-20,VARIANTE,Coca Cola,2,2,10.00
2026-06-20,VARIANTE,Coca Cola Sin Azúcar,1,1,4.00
2026-06-20,VARIANTE,Coca Light,1,1,2.00
2026-06-20,VARIANTE,Crema,1,1,1.00
2026-06-20,VARIANTE,Lechera,2,2,2.00
2026-06-20,VARIANTE,Lechero,1,1,3.00
2026-06-20,VARIANTE,Mantequilla,1,1,12.00
2026-06-20,VARIANTE,Natural,1,1,1.00
2026-06-20,VARIANTE,Normal,2,2,45.00
2026-06-20,VARIANTE,Poca leche,1,1,1.00
2026-06-20,VARIANTE,Valle Frut,1,1,1.00
2026-06-21,EXTRA,Bistec (1 pza.),8,8,17.00
2026-06-21,EXTRA,Huevo Estrellado Cocido (2 pzas.),2,2,2.00
2026-06-21,EXTRA,Huevo Estrellado Medio (2 pzas.),4,4,4.00
2026-06-21,EXTRA,Huevo Estrellado Tierno (2 pzas.),1,1,1.00
2026-06-21,EXTRA,Huevo Revuelto (2 pzas.),4,4,4.00
2026-06-21,EXTRA,Huevo Revuelto (p/relleno),4,4,4.00
2026-06-21,EXTRA,Queso,5,4,4.00
2026-06-21,EXTRA,Queso Extra Pieza,4,2,2.00
2026-06-21,EXTRA,Relleno de Guisados,6,6,6.00
2026-06-21,PETICION,Escurrida,7,7,9.00
2026-06-21,PETICION,Frijoles Aparte,1,1,1.00
2026-06-21,PETICION,Poca Lechuga,4,4,4.00
2026-06-21,PETICION,Sin Aguacate,5,5,5.00
2026-06-21,PETICION,Sin Crema,16,16,17.00
2026-06-21,PETICION,Sin Frijoles,3,3,3.00
2026-06-21,PETICION,Sin Lechuga,1,1,1.00
2026-06-21,PETICION,Sin Queso,1,1,1.00
2026-06-21,PETICION,Sin Tomate,5,5,5.00
2026-06-21,PETICION,Sin Verduras,6,6,7.00
2026-06-21,PETICION,Verdura Aparte,2,2,2.00
2026-06-21,VARIANTE,Bocol delgado,1,1,1.00
2026-06-21,VARIANTE,Coca Cola,2,2,8.00
2026-06-21,VARIANTE,Coca Cola Sin Azúcar,2,2,11.00
2026-06-21,VARIANTE,Coca Light,1,1,6.00
2026-06-21,VARIANTE,Crema,2,2,2.00
2026-06-21,VARIANTE,Delaware,1,1,1.00
2026-06-21,VARIANTE,Escuis Manzana,1,1,2.00
2026-06-21,VARIANTE,Fresca,1,1,1.00
2026-06-21,VARIANTE,Lechera,2,2,2.00
2026-06-21,VARIANTE,Lechero,1,1,1.00
2026-06-21,VARIANTE,Mantequilla,1,1,12.00
2026-06-21,VARIANTE,Naturales,1,1,1.00
2026-06-21,VARIANTE,Normal,2,2,65.00
2026-06-21,VARIANTE,Poca leche,1,1,1.00
2026-06-21,VARIANTE,Valle Frut,1,1,1.00
2026-06-22,EXTRA,Bistec (1 pza.),2,2,3.00
2026-06-22,EXTRA,Frijoles,5,5,6.00
2026-06-22,EXTRA,Huevo Estrellado Cocido (2 pzas.),5,5,5.00
2026-06-22,EXTRA,Huevo Estrellado Medio (2 pzas.),4,4,4.00
2026-06-22,EXTRA,Huevo Estrellado Tierno (2 pzas.),2,2,2.00
2026-06-22,EXTRA,Huevo Revuelto (2 pzas.),1,1,1.00
2026-06-22,EXTRA,Huevo Revuelto (p/relleno),1,1,1.00
2026-06-22,EXTRA,Queso,2,1,1.00
2026-06-22,EXTRA,Relleno de Guisados,2,2,2.00
2026-06-22,PETICION,Escurrida,3,3,7.00
2026-06-22,PETICION,Poca Lechuga,1,1,1.00
2026-06-22,PETICION,Poco Frijol,1,1,1.00
2026-06-22,PETICION,Sin Crema,9,9,9.00
2026-06-22,PETICION,Sin Queso,2,2,2.00
2026-06-22,PETICION,Sin Tomate,1,1,1.00
2026-06-22,VARIANTE,Coca Cola,2,2,19.00
2026-06-22,VARIANTE,Coca Cola Sin Azúcar,2,2,10.00
2026-06-22,VARIANTE,Coca Light,1,1,2.00
2026-06-22,VARIANTE,Delaware,1,1,1.00
2026-06-22,VARIANTE,Lechero,1,1,2.00
2026-06-22,VARIANTE,Mantequilla,1,1,3.00
2026-06-22,VARIANTE,Normal,2,2,47.00
2026-06-22,VARIANTE,Poca leche,1,1,3.00
2026-06-23,EXTRA,Bistec (1 pza.),3,3,3.00
2026-06-23,EXTRA,Frijoles,6,6,11.00
2026-06-23,EXTRA,Huevo Estrellado Cocido (2 pzas.),1,1,1.00
