periodo,producto,familia,unidad_venta,unidades,piezas,ingresos,ventas_brutas,renglones,extras,peticiones,ingreso_por_unidad
2023-11,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,60.00,,3841.00,3841.00,36,5,11,64.02
2024-07,Horchata 1 Litro,Bebida,ORDEN,58.00,,3635.85,3639.00,26,0,0,62.69
2025-12,Pieza Enchilada Roja,Enchilada,ORDEN,3.00,,75.00,75.00,3,0,0,25.00
2024-02,Refresco 355 ml.,Bebida,ORDEN,66.00,,1912.55,1914.00,26,0,0,28.98
2025-04,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,132.00,,11104.00,11104.00,62,8,31,84.12
2025-09,Huevo Revuelto 2 pzas.,Huevos,ORDEN,6.00,,210.00,210.00,6,0,0,35.00
2025-11,Salsa Roja,Guarnicion,ORDEN,19.00,,16.00,16.00,11,0,0,0.84
2024-07,Jamaica Vaso,Bebida,ORDEN,541.00,,18215.55,18409.00,31,0,0,33.67
2025-11,Porción Ensalada,Guarnicion,ORDEN,2.00,,50.00,50.00,2,0,0,25.00
2025-08,Huevo Revuelto 2 pzas.,Huevos,ORDEN,5.00,,175.00,175.00,5,0,0,35.00
2024-06,Huevo Estrellado 2 pzas.,Huevos,ORDEN,2.00,,56.00,56.00,2,0,0,28.00
2025-02,1/2 Entomatadas,Entomatada,ORDEN,90.00,,10110.75,10117.00,75,53,19,112.34
2026-08,Empanadas (4 pzas.),Empanada,ORDEN,132.00,,19413.00,19413.00,130,35,39,147.07
2026-05,Enchiladas Mixtas,Enchilada,ORDEN,37.00,,6871.00,6871.00,36,24,10,185.70
2024-06,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,148.00,,9434.00,9434.00,63,6,50,63.74
2024-02,Café con Leche,Bebida,ORDEN,638.00,,19159.50,19167.00,59,0,0,30.03
2024-06,Orden Huevos Estrellados,Huevos,ORDEN,6.00,,498.00,498.00,5,0,0,83.00
2024-02,Huevos con Deshebrada,Huevos,ORDEN,23.00,,2185.00,2185.00,18,0,0,95.00
2025-11,Té de Manzanilla,Bebida,ORDEN,2.00,,66.00,66.00,2,0,0,33.00
2025-04,Jugo Naranja Vaso,Bebida,ORDEN,2.00,,160.00,160.00,2,0,0,80.00
2025-01,Enchiladas Rojas,Enchilada,ORDEN,96.00,,15429.00,15429.00,79,63,20,160.72
2026-02,1/2 Entomatadas,Entomatada,ORDEN,94.00,,12662.00,12662.00,80,62,22,134.70
2025-08,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,125.00,,10721.00,10721.00,75,5,65,85.77
2024-07,Empanadas (4 pzas.),Empanada,ORDEN,145.00,,17679.00,17679.00,140,31,61,121.92
2025-08,Gorditas Surtidas,Gordita,PIEZA,26.00,121.00,2057.00,2057.00,17,0,0,79.12
2024-11,Salsa Roja,Guarnicion,ORDEN,23.00,,22.00,22.00,10,0,0,0.96
2024-01,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,3.00,,314.00,314.00,3,2,0,104.67
2025-08,Limón 1 Litro,Bebida,ORDEN,31.00,,1859.00,1859.00,22,0,0,59.97
2026-01,Horchata 1 Litro,Bebida,ORDEN,34.00,,2361.00,2361.00,19,0,0,69.44
2023-09,Porción Frijol con Queso,Guarnicion,ORDEN,2.00,,10.00,10.00,2,0,0,5.00
2025-01,Limón Vaso,Bebida,ORDEN,309.00,,10906.00,10906.00,25,0,0,35.29
2024-05,Enchiladas Mixtas,Enchilada,ORDEN,48.00,,6863.20,6872.00,47,32,12,142.98
2025-12,1/2 Encremadas,Encremada,ORDEN,39.00,,5017.00,5017.00,32,17,2,128.64
2025-02,Té de Manzanilla,Bebida,ORDEN,11.00,,363.00,363.00,10,0,0,33.00
2023-09,Orden de Guisado Normal,Guarnicion,ORDEN,3.00,,285.00,285.00,3,0,0,95.00
2026-06,Pieza Encremada,Encremada,ORDEN,3.00,,90.00,90.00,3,0,0,30.00
2026-07,Bistec 1 Pza.,Otros,ORDEN,7.00,,714.00,714.00,7,0,0,102.00
2026-01,Gorditas Surtidas,Gordita,PIEZA,22.00,114.00,1606.00,1946.00,16,0,0,73.00
2025-08,Pieza Enmolada,Enmolada,ORDEN,1.00,,25.00,25.00,1,0,0,25.00
2025-10,Salsa Habanera,Guarnicion,ORDEN,10.00,,2.00,2.00,8,0,0,0.20
2024-05,Empanadas (4 pzas.),Empanada,ORDEN,171.00,,17984.70,18000.00,163,30,46,105.17
2025-12,Bocoles,Bocol,PIEZA,2558.00,2558.00,51013.00,51013.00,534,12,18,19.94
2025-11,Entomatadas,Entomatada,ORDEN,60.00,,11003.00,11003.00,49,35,10,183.38
2025-08,Salsa Roja,Guarnicion,ORDEN,36.00,,28.00,28.00,21,0,0,0.78
2026-09,Huevos a la Mexicana,Huevos,ORDEN,13.00,,1560.00,1560.00,5,0,0,120.00
2023-08,Enmoladas,Enmolada,ORDEN,7.00,,933.00,933.00,5,3,0,133.29
2024-04,1/2 Enchiladas Picositas,Enchilada,ORDEN,33.00,,3184.00,3184.00,29,23,1,96.48
2025-09,Tacos de Harina,Taco,PIEZA,788.00,788.00,16187.00,16247.00,322,13,0,20.54
2025-10,Huevo Revuelto 2 pzas.,Huevos,ORDEN,2.00,,70.00,70.00,2,0,0,35.00
2024-08,Horchata 1 Litro,Bebida,ORDEN,63.00,,4189.00,4189.00,23,0,0,66.49
2025-02,Salsa Habanera,Guarnicion,ORDEN,29.00,,14.00,14.00,17,0,0,0.48
2026-01,Empanadas (4 pzas.),Empanada,ORDEN,106.00,,14413.00,14413.00,104,26,27,135.97
2024-06,Gorditas,Gordita,PIEZA,5631.00,5631.00,85944.40,86046.40,639,14,20,15.26
2026-06,Pieza de Pan,Guarnicion,ORDEN,15.00,,420.00,420.00,4,0,0,28.00
2023-10,Horchata Vaso,Bebida,ORDEN,96.00,,3004.45,3006.00,24,0,0,31.30
2025-05,Migada Guisado Normal,Migada,PIEZA,23.00,23.00,2969.00,2969.00,22,0,12,129.09
2024-12,Bocoles Surtidos,Bocol,PIEZA,5.00,23.00,414.00,414.00,5,0,0,82.80
2026-07,Bocoles,Bocol,PIEZA,2284.00,2284.00,51257.00,51267.00,552,18,46,22.44
2025-06,Gorditas de Azúcar,Gordita,PIEZA,43.00,43.00,1634.00,1634.00,23,0,0,38.00
