fecha,extra,producto,porciones,pedidos,unidades,es_segundo_guiso,grupo,agrupado,real
2024-01-19,Queso,Empanadas (4 pzas.),1,1,1.0,f,,Queso,f
2024-01-19,Queso,Tacos de Maiz,1,1,1.0,f,,Queso,f
2024-01-20,Bistec (1 pza.),1/2 Enchiladas Rojas,2,2,2.0,f,,Bistec (1 pza.),t
2024-01-20,Bistec (1 pza.),1/2 Entomatadas,2,2,5.0,f,,Bistec (1 pza.),t
2024-01-20,Bistec (1 pza.),Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-20,Bistec (1 pza.),Entomatadas,2,2,4.0,f,,Bistec (1 pza.),t
2024-01-20,Huevo Estrellado Cocido (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-20,Huevo Estrellado Cocido (2 pzas.),Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-20,Huevo Estrellado Medio (2 pzas.),Entomatadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-20,Huevo Estrellado Tierno (2 pzas.),Enchiladas Mixtas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-20,Huevo Revuelto (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-20,Huevo Revuelto (2 pzas.),1/2 Encremadas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-20,Huevo Revuelto (2 pzas.),Enchiladas Mixtas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-20,Huevo Revuelto (2 pzas.),Entomatadas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-20,Huevo Revuelto (2 pzas.),Quesadillas (4 pzas.),1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-20,Queso,Empanadas (4 pzas.),1,1,1.0,f,,Queso,f
2024-01-20,Relleno de Guisados,1/2 Enchiladas Picositas,1,1,1.0,f,,Relleno de Guisados,t
2024-01-21,Bistec (1 pza.),1/2 Enfrijoladas,2,2,2.0,f,,Bistec (1 pza.),t
2024-01-21,Bistec (1 pza.),Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-21,Bistec (1 pza.),Enchiladas Rojas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-21,Bistec (1 pza.),Enfrijoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-21,Bistec (1 pza.),Enmoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-21,Bistec (1 pza.),Entomatadas,1,1,2.0,f,,Bistec (1 pza.),t
2024-01-21,Frijoles,Bocoles,4,4,4.0,f,,Frijoles,t
2024-01-21,Frijoles,Gorditas,1,1,1.0,f,,Frijoles,t
2024-01-21,Huevo Estrellado Cocido (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-21,Huevo Estrellado Cocido (2 pzas.),Enchiladas Rojas,2,2,2.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-21,Huevo Estrellado Cocido (2 pzas.),Entomatadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-21,Huevo Estrellado Medio (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-21,Huevo Estrellado Medio (2 pzas.),1/2 Enmoladas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-21,Huevo Estrellado Medio (2 pzas.),1/2 Entomatadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-21,Huevo Revuelto (2 pzas.),1/2 Enchiladas Rojas,1,1,2.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-21,Huevo Revuelto (2 pzas.),1/2 Entomatadas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-21,Huevo Revuelto (p/relleno),1/2 Enchiladas Rojas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-21,Huevo Revuelto (p/relleno),1/2 Encremadas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-21,Queso,Empanadas (4 pzas.),2,2,2.0,f,,Queso,f
2024-01-22,Bistec (1 pza.),1/2 Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-22,Bistec (1 pza.),1/2 Enmoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-22,Bistec (1 pza.),1/2 Entomatadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-22,Bistec (1 pza.),Enchiladas Rojas,1,1,2.0,f,,Bistec (1 pza.),t
2024-01-22,Bistec (1 pza.),Enfrijoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-22,Huevo Estrellado Medio (2 pzas.),1/2 Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-22,Huevo Estrellado Medio (2 pzas.),1/2 Enmoladas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-22,Huevo Revuelto (2 pzas.),1/2 Enchiladas Picositas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-22,Huevo Revuelto (p/relleno),1/2 Entomatadas,2,2,2.0,f,,Huevo Revuelto (p/relleno),t
2024-01-22,Queso,Empanadas (4 pzas.),2,1,1.0,f,,Queso,f
2024-01-23,Bistec (1 pza.),1/2 Enchiladas Picositas,2,2,2.0,f,,Bistec (1 pza.),t
2024-01-23,Bistec (1 pza.),1/2 Encremadas,1,1,2.0,f,,Bistec (1 pza.),t
2024-01-23,Bistec (1 pza.),1/2 Enmoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-23,Bistec (1 pza.),Enchiladas Picositas,1,1,2.0,f,,Bistec (1 pza.),t
2024-01-23,Bistec (1 pza.),Entomatadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-23,Huevo Estrellado Cocido (2 pzas.),1/2 Encremadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-23,Huevo Estrellado Cocido (2 pzas.),Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-23,Huevo Estrellado Tierno (2 pzas.),1/2 Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-23,Huevo Revuelto (2 pzas.),1/2 Enchiladas Picositas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-23,Huevo Revuelto (2 pzas.),1/2 Entomatadas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-23,Huevo Revuelto (2 pzas.),Quesadillas (4 pzas.),1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-23,Huevo Revuelto (p/relleno),1/2 Enchiladas Picositas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-23,Queso,Empanadas (4 pzas.),7,4,4.0,f,,Queso,f
2024-01-23,Relleno de Guisados,1/2 Enchiladas Rojas,1,1,1.0,f,,Relleno de Guisados,t
2024-01-24,Bistec (1 pza.),1/2 Enchiladas Rojas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-24,Bistec (1 pza.),1/2 Encremadas,1,1,2.0,f,,Bistec (1 pza.),t
2024-01-24,Bistec (1 pza.),1/2 Entomatadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-24,Bistec (1 pza.),Enchiladas Rojas,2,2,2.0,f,,Bistec (1 pza.),t
2024-01-24,Bistec (1 pza.),Encremadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-24,Bistec (1 pza.),Entomatadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-24,Huevo Estrellado Medio (2 pzas.),1/2 Entomatadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-24,Huevo Estrellado Medio (2 pzas.),Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-24,Huevo Revuelto (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-24,Huevo Revuelto (2 pzas.),Enchiladas Picositas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-24,Huevo Revuelto (p/relleno),1/2 Entomatadas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-24,Queso,Gorditas,1,1,1.0,f,,Queso,f
2024-01-25,Bistec (1 pza.),1/2 Enmoladas,1,1,3.0,f,,Bistec (1 pza.),t
2024-01-25,Bistec (1 pza.),Enchiladas Rojas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-25,Bistec (1 pza.),Enfrijoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-25,Bistec (1 pza.),Entomatadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-25,Huevo Estrellado Cocido (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-25,Huevo Estrellado Cocido (2 pzas.),Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-25,Huevo Estrellado Cocido (2 pzas.),Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-25,Huevo Estrellado Cocido (2 pzas.),Encremadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-25,Huevo Revuelto (2 pzas.),1/2 Entomatadas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-25,Huevo Revuelto (p/relleno),Entomatadas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-25,Relleno de Guisados,1/2 Enchiladas Rojas,2,1,1.0,f,,Relleno de Guisados,t
2024-01-26,Bistec (1 pza.),1/2 Enchiladas Rojas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-26,Bistec (1 pza.),Enchiladas Rojas,1,1,2.0,f,,Bistec (1 pza.),t
2024-01-26,Huevo Estrellado Cocido (2 pzas.),1/2 Enchiladas Rojas,2,2,2.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-26,Huevo Estrellado Cocido (2 pzas.),Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-26,Huevo Estrellado Medio (2 pzas.),1/2 Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-26,Huevo Estrellado Medio (2 pzas.),1/2 Quesadillas (2 pzas.),1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-26,Huevo Estrellado Medio (2 pzas.),Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-26,Huevo Estrellado Tierno (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-26,Huevo Revuelto (2 pzas.),Entomatadas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-26,Huevo Revuelto (p/relleno),Entomatadas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-26,Queso,Tacos de Harina,2,2,4.0,f,,Queso,f
2024-01-26,Relleno de Guisados,1/2 Enchiladas Rojas,1,1,1.0,f,,Relleno de Guisados,t
2024-01-27,Bistec (1 pza.),1/2 Enchiladas Rojas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-27,Bistec (1 pza.),1/2 Entomatadas,4,4,4.0,f,,Bistec (1 pza.),t
2024-01-27,Bistec (1 pza.),Enchiladas Picositas,1,1,2.0,f,,Bistec (1 pza.),t
2024-01-27,Bistec (1 pza.),Enchiladas Rojas,2,2,5.0,f,,Bistec (1 pza.),t
2024-01-27,Bistec (1 pza.),Encremadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-27,Bistec (1 pza.),Entomatadas,2,2,2.0,f,,Bistec (1 pza.),t
2024-01-27,Frijoles,Bocoles,2,2,2.0,f,,Frijoles,t
2024-01-27,Frijoles,Migada Guisado de Carne,1,1,1.0,f,,Frijoles,t
2024-01-27,Huevo Estrellado Cocido (2 pzas.),Enchiladas Rojas,1,1,2.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-27,Huevo Estrellado Medio (2 pzas.),1/2 Enchiladas Rojas,1,1,2.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-27,Huevo Estrellado Medio (2 pzas.),1/2 Entomatadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-27,Huevo Estrellado Tierno (2 pzas.),Entomatadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-27,Huevo Revuelto (2 pzas.),Enchiladas Rojas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-27,Huevo Revuelto (2 pzas.),Enmoladas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-27,Huevo Revuelto (p/relleno),1/2 Enchiladas Picositas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-27,Huevo Revuelto (p/relleno),1/2 Entomatadas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-27,Huevo Revuelto (p/relleno),Enchiladas Mixtas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-27,Queso,Empanadas (4 pzas.),5,3,3.0,f,,Queso,f
2024-01-27,Relleno de Guisados,Enchiladas Picositas,1,1,1.0,f,,Relleno de Guisados,t
2024-01-28,Bistec (1 pza.),1/2 Enchiladas Rojas,2,2,5.0,f,,Bistec (1 pza.),t
2024-01-28,Bistec (1 pza.),1/2 Enfrijoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-28,Bistec (1 pza.),Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-28,Bistec (1 pza.),Enfrijoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-28,Bistec (1 pza.),Enmoladas,3,3,3.0,f,,Bistec (1 pza.),t
2024-01-28,Bistec (1 pza.),Entomatadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-28,Frijoles,Empanadas (4 pzas.),1,1,1.0,f,,Frijoles,t
2024-01-28,Frijoles,Gorditas,1,1,1.0,f,,Frijoles,t
2024-01-28,Huevo Estrellado Cocido (2 pzas.),Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Estrellado Cocido (2 pzas.),Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Estrellado Cocido (2 pzas.),Encremadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Estrellado Medio (2 pzas.),1/2 Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Estrellado Medio (2 pzas.),1/2 Enchiladas Rojas,1,1,2.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Estrellado Medio (2 pzas.),1/2 Entomatadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Estrellado Medio (2 pzas.),Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Estrellado Medio (2 pzas.),Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Estrellado Medio (2 pzas.),Encremadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Estrellado Medio (2 pzas.),Entomatadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Estrellado Tierno (2 pzas.),Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Estrellado Tierno (2 pzas.),Enchiladas Rojas,1,1,2.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-28,Huevo Revuelto (2 pzas.),1/2 Entomatadas,1,1,2.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-28,Huevo Revuelto (2 pzas.),Enchiladas Rojas,1,1,3.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-28,Huevo Revuelto (2 pzas.),Enmoladas,2,2,2.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-28,Huevo Revuelto (2 pzas.),Quesadillas (4 pzas.),1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-28,Huevo Revuelto (p/relleno),Enchiladas Mixtas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-28,Huevo Revuelto (p/relleno),Encremadas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-29,Bistec (1 pza.),1/2 Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-29,Bistec (1 pza.),1/2 Enchiladas Rojas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-29,Bistec (1 pza.),1/2 Enmoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-29,Bistec (1 pza.),1/2 Entomatadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-29,Frijoles,Bocoles,1,1,1.0,f,,Frijoles,t
2024-01-29,Huevo Estrellado Cocido (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-29,Huevo Estrellado Medio (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-29,Huevo Revuelto (2 pzas.),1/2 Quesadillas (2 pzas.),1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-29,Huevo Revuelto (2 pzas.),Enchiladas Picositas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-29,Queso,Empanadas (4 pzas.),3,1,1.0,f,,Queso,f
2024-01-29,Relleno de Guisados,Enchiladas Rojas,2,2,2.0,f,,Relleno de Guisados,t
2024-01-30,Bistec (1 pza.),1/2 Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-30,Bistec (1 pza.),1/2 Enchiladas Rojas,2,2,3.0,f,,Bistec (1 pza.),t
2024-01-30,Bistec (1 pza.),1/2 Encremadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-30,Bistec (1 pza.),1/2 Enmoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-30,Bistec (1 pza.),Enchiladas Mixtas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-30,Bistec (1 pza.),Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-30,Bistec (1 pza.),Enchiladas Rojas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-30,Bistec (1 pza.),Entomatadas,2,2,2.0,f,,Bistec (1 pza.),t
2024-01-30,Huevo Estrellado Medio (2 pzas.),Entomatadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-30,Huevo Revuelto (2 pzas.),Enchiladas Mixtas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-30,Huevo Revuelto (p/relleno),1/2 Enchiladas Rojas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-30,Huevo Revuelto (p/relleno),Entomatadas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-01-30,Relleno de Guisados,Encremadas,1,1,1.0,f,,Relleno de Guisados,t
2024-01-31,Bistec (1 pza.),1/2 Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-31,Bistec (1 pza.),1/2 Encremadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-31,Bistec (1 pza.),1/2 Enmoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-31,Bistec (1 pza.),Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-31,Bistec (1 pza.),Encremadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-01-31,Huevo Estrellado Medio (2 pzas.),1/2 Empanadas (2 pzas.),1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-31,Huevo Estrellado Medio (2 pzas.),1/2 Entomatadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-01-31,Huevo Revuelto (2 pzas.),Enfrijoladas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-31,Huevo Revuelto (2 pzas.),Quesadillas (4 pzas.),1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-01-31,Queso,1/2 Enchiladas Picositas,2,1,1.0,f,,Queso,f
2024-01-31,Queso,Empanadas (4 pzas.),1,1,1.0,f,,Queso,f
2024-01-31,Relleno de Guisados,1/2 Enchiladas Picositas,1,1,1.0,f,,Relleno de Guisados,t
2024-01-31,Relleno de Guisados,1/2 Enchiladas Rojas,2,2,2.0,f,,Relleno de Guisados,t
2024-01-31,Relleno de Guisados,Enchiladas Rojas,4,2,3.0,f,,Relleno de Guisados,t
2024-02-01,Bistec (1 pza.),1/2 Enchiladas Rojas,2,2,2.0,f,,Bistec (1 pza.),t
2024-02-01,Bistec (1 pza.),1/2 Enmoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-01,Bistec (1 pza.),Enchiladas Mixtas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-01,Bistec (1 pza.),Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-01,Bistec (1 pza.),Enchiladas Rojas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-01,Bistec (1 pza.),Enmoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-01,Bistec (1 pza.),Entomatadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-01,Frijoles,Bocoles,5,5,6.0,f,,Frijoles,t
2024-02-01,Frijoles,Migada Guisado de Carne,1,1,3.0,f,,Frijoles,t
2024-02-01,Frijoles,Tacos de Harina,2,2,2.0,f,,Frijoles,t
2024-02-01,Huevo Estrellado Medio (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-01,Huevo Estrellado Medio (2 pzas.),Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-01,Huevo Revuelto (2 pzas.),1/2 Entomatadas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-02-01,Huevo Revuelto (p/relleno),1/2 Enchiladas Rojas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-02-02,Frijoles,Gorditas,1,1,1.0,f,,Frijoles,t
2024-02-02,Frijoles,Tacos de Maiz,1,1,1.0,f,,Frijoles,t
2024-02-02,Huevo Estrellado Cocido (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-02,Huevo Estrellado Medio (2 pzas.),1/2 Enchiladas Rojas,2,2,2.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-02,Huevo Revuelto (2 pzas.),1/2 Entomatadas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-02-02,Huevo Revuelto (p/relleno),1/2 Entomatadas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-02-03,Bistec (1 pza.),1/2 Enchiladas Rojas,1,1,2.0,f,,Bistec (1 pza.),t
2024-02-03,Bistec (1 pza.),1/2 Entomatadas,2,2,2.0,f,,Bistec (1 pza.),t
2024-02-03,Bistec (1 pza.),Enchiladas Mixtas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-03,Bistec (1 pza.),Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-03,Bistec (1 pza.),Enmoladas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-03,Bistec (1 pza.),Quesadillas (4 pzas.),1,1,1.0,f,,Bistec (1 pza.),t
2024-02-03,Frijoles,Tacos de Harina,2,2,8.0,f,,Frijoles,t
2024-02-03,Huevo Estrellado Cocido (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-03,Huevo Estrellado Medio (2 pzas.),1/2 Enchiladas Picositas,2,2,2.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-03,Huevo Estrellado Medio (2 pzas.),Entomatadas,2,2,2.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-03,Huevo Estrellado Tierno (2 pzas.),1/2 Enchiladas Picositas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-03,Huevo Estrellado Tierno (2 pzas.),Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-03,Huevo Revuelto (2 pzas.),1/2 Enmoladas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-02-03,Huevo Revuelto (2 pzas.),1/2 Entomatadas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-02-03,Huevo Revuelto (2 pzas.),Entomatadas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-02-03,Huevo Revuelto (p/relleno),Enmoladas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-02-03,Huevo Revuelto (p/relleno),Entomatadas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-02-03,Queso,Empanadas (4 pzas.),5,2,2.0,f,,Queso,f
2024-02-03,Queso,Tacos de Maiz,2,2,2.0,f,,Queso,f
2024-02-04,Bistec (1 pza.),1/2 Enchiladas Rojas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-04,Bistec (1 pza.),1/2 Entomatadas,2,2,4.0,f,,Bistec (1 pza.),t
2024-02-04,Bistec (1 pza.),Enchiladas Mixtas,4,4,4.0,f,,Bistec (1 pza.),t
2024-02-04,Bistec (1 pza.),Enchiladas Picositas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-04,Bistec (1 pza.),Enchiladas Rojas,2,2,2.0,f,,Bistec (1 pza.),t
2024-02-04,Bistec (1 pza.),Encremadas,1,1,1.0,f,,Bistec (1 pza.),t
2024-02-04,Frijoles,Tacos de Maiz,1,1,1.0,f,,Frijoles,t
2024-02-04,Huevo Estrellado Cocido (2 pzas.),1/2 Enmoladas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-04,Huevo Estrellado Cocido (2 pzas.),1/2 Entomatadas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-04,Huevo Estrellado Cocido (2 pzas.),Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-04,Huevo Estrellado Medio (2 pzas.),1/2 Enchiladas Rojas,1,1,1.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-04,Huevo Estrellado Tierno (2 pzas.),1/2 Enchiladas Rojas,2,2,4.0,f,Huevo Estrellado,Huevo Estrellado,t
2024-02-04,Huevo Revuelto (2 pzas.),1/2 Entomatadas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-02-04,Huevo Revuelto (2 pzas.),Enchiladas Picositas,1,1,1.0,f,,Huevo Revuelto (2 pzas.),t
2024-02-04,Huevo Revuelto (2 pzas.),Entomatadas,2,2,2.0,f,,Huevo Revuelto (2 pzas.),t
2024-02-04,Huevo Revuelto (p/relleno),1/2 Entomatadas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-02-04,Huevo Revuelto (p/relleno),Enchiladas Rojas,2,2,2.0,f,,Huevo Revuelto (p/relleno),t
2024-02-04,Huevo Revuelto (p/relleno),Entomatadas,1,1,1.0,f,,Huevo Revuelto (p/relleno),t
2024-02-04,Queso,1/2 Empanadas (2 pzas.),1,1,1.0,f,,Queso,f
2024-02-04,Queso,Tacos de Harina,1,1,1.0,f,,Queso,f
